measure,value,count,share,cum_share,level,book,run_label
word_count,3,2,0.00233372,0.00233372,verse,leviticus,main
word_count,4,3,0.00350058,0.00583431,verse,leviticus,main
word_count,5,35,0.04084014,0.04667445,verse,leviticus,main
word_count,6,16,0.01866978,0.06534422,verse,leviticus,main
word_count,7,28,0.03267211,0.09801634,verse,leviticus,main
word_count,8,43,0.05017503,0.14819137,verse,leviticus,main
word_count,9,46,0.05367561,0.20186698,verse,leviticus,main
word_count,10,59,0.06884481,0.27071179,verse,leviticus,main
word_count,11,67,0.0781797,0.34889148,verse,leviticus,main
word_count,12,71,0.08284714,0.43173862,verse,leviticus,main
word_count,13,55,0.06417736,0.49591599,verse,leviticus,main
word_count,14,65,0.07584597,0.57176196,verse,leviticus,main
word_count,15,52,0.06067678,0.63243874,verse,leviticus,main
word_count,16,64,0.07467911,0.70711785,verse,leviticus,main
word_count,17,50,0.05834306,0.76546091,verse,leviticus,main
word_count,18,51,0.05950992,0.82497083,verse,leviticus,main
word_count,19,22,0.02567095,0.85064177,verse,leviticus,main
word_count,20,23,0.02683781,0.87747958,verse,leviticus,main
word_count,21,22,0.02567095,0.90315053,verse,leviticus,main
word_count,22,32,0.03733956,0.94049008,verse,leviticus,main
word_count,23,13,0.01516919,0.95565928,verse,leviticus,main
word_count,24,16,0.01866978,0.97432905,verse,leviticus,main
word_count,25,5,0.00583431,0.98016336,verse,leviticus,main
word_count,26,5,0.00583431,0.98599767,verse,leviticus,main
word_count,27,3,0.00350058,0.98949825,verse,leviticus,main
word_count,28,2,0.00233372,0.99183197,verse,leviticus,main
word_count,29,4,0.00466744,0.99649942,verse,leviticus,main
word_count,30,2,0.00233372,0.99883314,verse,leviticus,main
word_count,31,1,0.00116686,1.0,verse,leviticus,main
pulse_count,7,1,0.00116686,0.00116686,verse,leviticus,main
pulse_count,9,2,0.00233372,0.00350058,verse,leviticus,main
pulse_count,10,2,0.00233372,0.00583431,verse,leviticus,main
pulse_count,11,30,0.03500583,0.04084014,verse,leviticus,main
pulse_count,12,7,0.00816803,0.04900817,verse,leviticus,main
pulse_count,13,4,0.00466744,0.05367561,verse,leviticus,main
pulse_count,14,4,0.00466744,0.05834306,verse,leviticus,main
pulse_count,15,16,0.01866978,0.07701284,verse,leviticus,main
pulse_count,16,17,0.01983664,0.09684947,verse,leviticus,main
pulse_count,17,15,0.01750292,0.11435239,verse,leviticus,main
pulse_count,18,23,0.02683781,0.1411902,verse,leviticus,main
pulse_count,19,14,0.01633606,0.15752625,verse,leviticus,main
pulse_count,20,29,0.03383897,0.19136523,verse,leviticus,main
pulse_count,21,27,0.03150525,0.22287048,verse,leviticus,main
pulse_count,22,28,0.03267211,0.25554259,verse,leviticus,main
pulse_count,23,21,0.02450408,0.28004667,verse,leviticus,main
pulse_count,24,24,0.02800467,0.30805134,verse,leviticus,main
pulse_count,25,27,0.03150525,0.33955659,verse,leviticus,main
pulse_count,26,26,0.03033839,0.36989498,verse,leviticus,main
pulse_count,27,39,0.04550758,0.41540257,verse,leviticus,main
pulse_count,28,29,0.03383897,0.44924154,verse,leviticus,main
pulse_count,29,35,0.04084014,0.49008168,verse,leviticus,main
pulse_count,30,30,0.03500583,0.52508751,verse,leviticus,main
pulse_count,31,22,0.02567095,0.55075846,verse,leviticus,main
pulse_count,32,21,0.02450408,0.57526254,verse,leviticus,main
pulse_count,33,24,0.02800467,0.60326721,verse,leviticus,main
pulse_count,34,30,0.03500583,0.63827305,verse,leviticus,main
pulse_count,35,40,0.04667445,0.68494749,verse,leviticus,main
pulse_count,36,29,0.03383897,0.71878646,verse,leviticus,main
pulse_count,37,16,0.01866978,0.73745624,verse,leviticus,main
pulse_count,38,24,0.02800467,0.76546091,verse,leviticus,main
pulse_count,39,17,0.01983664,0.78529755,verse,leviticus,main
pulse_count,40,20,0.02333722,0.80863477,verse,leviticus,main
pulse_count,41,20,0.02333722,0.831972,verse,leviticus,main
pulse_count,42,18,0.0210035,0.8529755,verse,leviticus,main
pulse_count,43,15,0.01750292,0.87047841,verse,leviticus,main
pulse_count,44,13,0.01516919,0.88564761,verse,leviticus,main
pulse_count,45,7,0.00816803,0.89381564,verse,leviticus,main
pulse_count,46,12,0.01400233,0.90781797,verse,leviticus,main
pulse_count,47,9,0.01050175,0.91831972,verse,leviticus,main
pulse_count,48,8,0.00933489,0.92765461,verse,leviticus,main
pulse_count,49,11,0.01283547,0.94049008,verse,leviticus,main
pulse_count,50,9,0.01050175,0.95099183,verse,leviticus,main
pulse_count,51,8,0.00933489,0.96032672,verse,leviticus,main
pulse_count,52,7,0.00816803,0.96849475,verse,leviticus,main
pulse_count,53,4,0.00466744,0.97316219,verse,leviticus,main
pulse_count,54,4,0.00466744,0.97782964,verse,leviticus,main
pulse_count,55,6,0.00700117,0.98483081,verse,leviticus,main
pulse_count,57,1,0.00116686,0.98599767,verse,leviticus,main
pulse_count,58,1,0.00116686,0.98716453,verse,leviticus,main
pulse_count,59,3,0.00350058,0.99066511,verse,leviticus,main
pulse_count,60,4,0.00466744,0.99533256,verse,leviticus,main
pulse_count,61,2,0.00233372,0.99766628,verse,leviticus,main
pulse_count,63,1,0.00116686,0.99883314,verse,leviticus,main
pulse_count,64,1,0.00116686,1.0,verse,leviticus,main
accent_count,3,6,0.00700117,0.00700117,verse,leviticus,main
accent_count,4,29,0.03383897,0.04084014,verse,leviticus,main
accent_count,5,12,0.01400233,0.05484247,verse,leviticus,main
accent_count,6,41,0.04784131,0.10268378,verse,leviticus,main
accent_count,7,39,0.04550758,0.14819137,verse,leviticus,main
accent_count,8,57,0.06651109,0.21470245,verse,leviticus,main
accent_count,9,86,0.10035006,0.31505251,verse,leviticus,main
accent_count,10,70,0.08168028,0.39673279,verse,leviticus,main
accent_count,11,70,0.08168028,0.47841307,verse,leviticus,main
accent_count,12,81,0.09451575,0.57292882,verse,leviticus,main
accent_count,13,75,0.08751459,0.66044341,verse,leviticus,main
accent_count,14,46,0.05367561,0.71411902,verse,leviticus,main
accent_count,15,55,0.06417736,0.77829638,verse,leviticus,main
accent_count,16,46,0.05367561,0.831972,verse,leviticus,main
accent_count,17,28,0.03267211,0.86464411,verse,leviticus,main
accent_count,18,32,0.03733956,0.90198366,verse,leviticus,main
accent_count,19,27,0.03150525,0.93348891,verse,leviticus,main
accent_count,20,24,0.02800467,0.96149358,verse,leviticus,main
accent_count,21,14,0.01633606,0.97782964,verse,leviticus,main
accent_count,22,10,0.01166861,0.98949825,verse,leviticus,main
accent_count,23,6,0.00700117,0.99649942,verse,leviticus,main
accent_count,25,3,0.00350058,1.0,verse,leviticus,main
word_count,1,4,0.00239521,0.00239521,major,leviticus,main
word_count,2,67,0.04011976,0.04251497,major,leviticus,main
word_count,3,158,0.09461078,0.13712575,major,leviticus,main
word_count,4,191,0.11437126,0.25149701,major,leviticus,main
word_count,5,257,0.15389222,0.40538922,major,leviticus,main
word_count,6,193,0.11556886,0.52095808,major,leviticus,main
word_count,7,181,0.10838323,0.62934132,major,leviticus,main
word_count,8,126,0.0754491,0.70479042,major,leviticus,main
word_count,9,119,0.07125749,0.7760479,major,leviticus,main
word_count,10,88,0.05269461,0.82874251,major,leviticus,main
word_count,11,77,0.04610778,0.8748503,major,leviticus,main
word_count,12,53,0.03173653,0.90658683,major,leviticus,main
word_count,13,40,0.0239521,0.93053892,major,leviticus,main
word_count,14,29,0.01736527,0.94790419,major,leviticus,main
word_count,15,22,0.01317365,0.96107784,major,leviticus,main
word_count,16,23,0.01377246,0.9748503,major,leviticus,main
word_count,17,8,0.00479042,0.97964072,major,leviticus,main
word_count,18,10,0.00598802,0.98562874,major,leviticus,main
word_count,19,10,0.00598802,0.99161677,major,leviticus,main
word_count,20,10,0.00598802,0.99760479,major,leviticus,main
word_count,21,2,0.0011976,0.9988024,major,leviticus,main
word_count,22,1,0.0005988,0.9994012,major,leviticus,main
word_count,23,1,0.0005988,1.0,major,leviticus,main
pulse_count,3,11,0.00658683,0.00658683,major,leviticus,main
pulse_count,4,22,0.01317365,0.01976048,major,leviticus,main
pulse_count,5,42,0.0251497,0.04491018,major,leviticus,main
pulse_count,6,50,0.02994012,0.0748503,major,leviticus,main
pulse_count,7,61,0.03652695,0.11137725,major,leviticus,main
pulse_count,8,65,0.03892216,0.1502994,major,leviticus,main
pulse_count,9,122,0.07305389,0.22335329,major,leviticus,main
pulse_count,10,87,0.05209581,0.2754491,major,leviticus,main
pulse_count,11,139,0.08323353,0.35868263,major,leviticus,main
pulse_count,12,91,0.05449102,0.41317365,major,leviticus,main
pulse_count,13,99,0.05928144,0.47245509,major,leviticus,main
pulse_count,14,78,0.04670659,0.51916168,major,leviticus,main
pulse_count,15,71,0.04251497,0.56167665,major,leviticus,main
pulse_count,16,89,0.05329341,0.61497006,major,leviticus,main
pulse_count,17,66,0.03952096,0.65449102,major,leviticus,main
pulse_count,18,71,0.04251497,0.69700599,major,leviticus,main
pulse_count,19,68,0.04071856,0.73772455,major,leviticus,main
pulse_count,20,50,0.02994012,0.76766467,major,leviticus,main
pulse_count,21,56,0.03353293,0.8011976,major,leviticus,main
pulse_count,22,40,0.0239521,0.8251497,major,leviticus,main
pulse_count,23,38,0.02275449,0.84790419,major,leviticus,main
pulse_count,24,39,0.02335329,0.87125749,major,leviticus,main
pulse_count,25,23,0.01377246,0.88502994,major,leviticus,main
pulse_count,26,22,0.01317365,0.89820359,major,leviticus,main
pulse_count,27,21,0.01257485,0.91077844,major,leviticus,main
pulse_count,28,20,0.01197605,0.92275449,major,leviticus,main
pulse_count,29,10,0.00598802,0.92874251,major,leviticus,main
pulse_count,30,16,0.00958084,0.93832335,major,leviticus,main
pulse_count,31,10,0.00598802,0.94431138,major,leviticus,main
pulse_count,32,13,0.00778443,0.95209581,major,leviticus,main
pulse_count,33,19,0.01137725,0.96347305,major,leviticus,main
pulse_count,34,6,0.00359281,0.96706587,major,leviticus,main
pulse_count,35,11,0.00658683,0.97365269,major,leviticus,main
pulse_count,36,9,0.00538922,0.97904192,major,leviticus,main
pulse_count,37,5,0.00299401,0.98203593,major,leviticus,main
pulse_count,38,5,0.00299401,0.98502994,major,leviticus,main
pulse_count,39,7,0.00419162,0.98922156,major,leviticus,main
pulse_count,40,4,0.00239521,0.99161677,major,leviticus,main
pulse_count,41,3,0.00179641,0.99341317,major,leviticus,main
pulse_count,42,4,0.00239521,0.99580838,major,leviticus,main
