book,level,coordinate_mode,aggregation,value_mode,equivalence_profile,eligible_segments,bin,normalized_position_midpoint,distance_to_cadence,mean_count,active_rate,n_contributions,n_segments_contributing,n_tokens
leviticus,minor,normalized,segment,raw,QK,2152,1,0.1,,0.6554368029739777,0.395910780669145,2152,2152,2217
leviticus,minor,normalized,segment,raw,QK,2152,2,0.3,,0.6322843822843823,0.3936480186480186,1144,1144,1242
leviticus,minor,normalized,segment,raw,QK,2152,3,0.5,,0.7224358974358974,0.4263888888888889,1560,1560,1735
leviticus,minor,normalized,segment,raw,QK,2152,4,0.7,,0.7115384615384616,0.43094405594405594,1144,1144,1242
leviticus,minor,normalized,segment,raw,QK,2152,5,0.9,,0.7146840148698885,0.42402416356877326,2152,2152,2217
leviticus,major,normalized,segment,raw,QK,1564,1,0.1,,0.6693307757885762,0.3997762148337596,1564,1564,2108
leviticus,major,normalized,segment,raw,QK,1564,2,0.3,,0.7167780252412769,0.4101707498144024,1347,1347,1953
leviticus,major,normalized,segment,raw,QK,1564,3,0.5,,0.6953488372093023,0.415374677002584,1290,1290,1991
leviticus,major,normalized,segment,raw,QK,1564,4,0.7,,0.7189433308586983,0.4309576837416481,1347,1347,1953
leviticus,major,normalized,segment,raw,QK,1564,5,0.9,,0.7496803069053708,0.4384057971014492,1564,1564,2108
leviticus,verse,normalized,segment,raw,QK,855,1,0.1,,0.7185964912280701,0.4173294346978558,855,855,2072
leviticus,verse,normalized,segment,raw,QK,855,2,0.3,,0.6705339615233608,0.41407538280329803,849,849,2057
leviticus,verse,normalized,segment,raw,QK,855,3,0.5,,0.7175544794188863,0.42033898305084744,826,826,2054
leviticus,verse,normalized,segment,raw,QK,855,4,0.7,,0.7936395759717314,0.43731841382018055,849,849,2057
leviticus,verse,normalized,segment,raw,QK,855,5,0.9,,0.6937426900584795,0.42198830409356725,855,855,2072
