book,equivalence_profile,family,metric_role,metric,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
numbers,PB,burst_clustering,primary,active_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.053579927826843364,-0.0008248507007338909,0.054404778527577254,-64.95712227579115,0.007825308772924207,6.952413010949721,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,secondary,active_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.040184581042003516,0.0009189745959229432,0.03926560644608057,43.72762992609757,0.008043569107705139,4.881614855334189,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,secondary,count_lag1_corr,shuffle_observed_thresholded_arrival_stream,250,0.08395105504274843,-0.001017186983995953,0.08496824202674438,-82.53256909850748,0.007710872947281984,11.019276625053841,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,secondary,count_lag2_corr,shuffle_observed_thresholded_arrival_stream,250,0.16592615438529212,0.0010266270081608503,0.16489952737713126,161.62262736740223,0.008615791996567026,19.139218709415886,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,secondary,count_lag5_corr,shuffle_observed_thresholded_arrival_stream,250,0.1015710755398405,-0.0010260350680014582,0.10259711060784196,-98.99376610751101,0.008510917058155959,12.054765650609154,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,secondary,adjacent_active_ratio,shuffle_observed_thresholded_arrival_stream,250,1.0721522005611461,0.9988834395264444,0.0732687610347017,1.073350661484024,0.010523683579381046,6.962273284067234,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,secondary,run_count,shuffle_observed_thresholded_arrival_stream,250,3343.0,3535.552,-192.55200000000013,0.9455383487500678,27.63981360284472,-6.96647245045757,1.0,0.00398406374501992,0.00796812749003984
numbers,PB,burst_clustering,secondary,mean_run_length,shuffle_observed_thresholded_arrival_stream,250,1.8420580317080466,1.741842964224502,0.1002150674835447,1.0575339278808995,0.01361804613541074,7.358990158137106,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,descriptive,max_run_length,shuffle_observed_thresholded_arrival_stream,250,13.0,10.872,2.128,1.1957321559970566,1.485804832405656,1.432220405794865,0.15139442231075698,0.9402390438247012,0.30278884462151395
numbers,PB,burst_clustering,secondary,mean_run_intensity,shuffle_observed_thresholded_arrival_stream,250,3.0571343104995514,2.8908144031137395,0.16631990738581193,1.0575339278808997,0.02260091450209447,7.3589901581371295,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,secondary,fano_w5,shuffle_observed_thresholded_arrival_stream,250,2.464011520282001,1.6232313488578523,0.840780171424149,1.5179669379942322,0.037104816623712664,22.65959646022963,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,primary,fano_w10,shuffle_observed_thresholded_arrival_stream,250,3.459092616843482,1.6201739755422757,1.8389186413012064,2.1350130720904317,0.05602783176329699,32.8215207233105,0.00398406374501992,1.0,0.00796812749003984
numbers,PB,burst_clustering,secondary,fano_w20,shuffle_observed_thresholded_arrival_stream,250,4.809661894808405,1.620116698095194,3.1895451967132114,2.9687132417456272,0.09106179264816255,35.026163047730975,0.00398406374501992,1.0,0.00796812749003984
