k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,505,0.03258695,30.541276,15497,16.535,3.89030169,19,125.559671,True,0.00497512,0,200,1,exodus,control_exclude_external,full
3,tipeha munah atnah,507,0.03271601,22.423706,15497,22.61,4.6025883,24,105.242956,True,0.00497512,0,200,2,exodus,control_exclude_external,full
3,tevir merkha tipeha,352,0.02271407,31.178034,15497,11.29,3.32130325,18,102.583225,True,0.00497512,0,200,3,exodus,control_exclude_external,full
3,mahapakh pashta munah,222,0.01432535,31.400283,15497,7.07,2.40081644,14,89.523712,True,0.00497512,0,200,4,exodus,control_exclude_external,full
3,mahapakh pashta zaqef_qatan,217,0.01400271,39.670932,15497,5.47,2.36369101,14,89.491393,True,0.00497512,0,200,5,exodus,control_exclude_external,full
3,darga tevir tipeha,95,0.00613022,69.59707,15497,1.365,1.13499607,6,82.498083,True,0.00497512,0,200,6,exodus,control_exclude_external,full
3,darga tevir merkha,89,0.00574305,82.407407,15497,1.08,1.1402195,7,77.107961,True,0.00497512,0,200,7,exodus,control_exclude_external,full
3,meteg qadma geresh,72,0.00464606,88.888889,15497,0.81,0.94783541,5,75.107977,True,0.00497512,0,200,8,exodus,control_exclude_external,full
3,zaqef_qatan merkha tipeha,386,0.02490805,14.402985,15497,26.8,4.87429933,25,73.692643,True,0.00497512,0,200,9,exodus,control_exclude_external,full
3,qadma mahapakh pashta,81,0.00522682,60.223048,15497,1.345,1.12797903,6,70.617448,True,0.00497512,0,200,10,exodus,control_exclude_external,full
3,revia mahapakh pashta,100,0.00645286,55.555556,15497,1.8,1.39273059,7,70.508971,True,0.00497512,0,200,11,exodus,control_exclude_external,full
3,tipeha merkha meteg,452,0.02916694,11.894737,15497,38.0,5.94277569,30,69.664416,True,0.00497512,0,200,12,exodus,control_exclude_external,full
