source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1155,0.61403509,0.4921176,453,702,2.54966887,284.856562,4.054672,exodus,control_exclude_external,full
munah,zaqef_qatan,853,0.4265,0.57713126,80,773,10.6625,190.734288,4.47219,exodus,control_exclude_external,full
tipeha,meteg,781,0.33276523,0.37458034,205,576,3.8097561,315.750097,2.473475,exodus,control_exclude_external,full
zaqef_qatan,tipeha,591,0.39986468,0.25181082,0,591,inf,223.826687,2.640436,exodus,control_exclude_external,full
tipeha,atnah,582,0.24797614,0.50696864,144,438,4.04166667,173.851852,3.347678,exodus,control_exclude_external,full
mahapakh,pashta,575,0.87519026,0.43135784,10,565,57.5,56.509292,10.175318,exodus,control_exclude_external,full
pashta,munah,556,0.41710428,0.278,3,553,185.33333333,172.022196,3.232141,exodus,control_exclude_external,full
merkha,meteg,541,0.28761297,0.25947242,309,232,1.75080906,253.057491,2.137854,exodus,control_exclude_external,full
tipeha,munah,524,0.22326374,0.262,4,520,131.0,302.877791,1.730071,exodus,control_exclude_external,full
munah,atnah,515,0.2575,0.44860627,180,335,2.86111111,148.148148,3.47625,exodus,control_exclude_external,full
tipeha,merkha,453,0.19301236,0.24082935,1155,-702,0.39220779,284.856562,1.590274,exodus,control_exclude_external,full
pashta,zaqef_qatan,447,0.33533383,0.30243572,64,383,6.984375,127.124403,3.516241,exodus,control_exclude_external,full
zaqef_qatan,merkha,429,0.2902571,0.22807018,1,428,429.0,179.385598,2.391496,exodus,control_exclude_external,full
tevir,merkha,369,0.63076923,0.19617225,145,224,2.54482759,71.001742,5.197056,exodus,control_exclude_external,full
meteg,merkha,309,0.14827255,0.16427432,541,-232,0.57116451,252.936121,1.221652,exodus,control_exclude_external,full
meteg,munah,277,0.13291747,0.1385,103,174,2.68932039,268.937927,1.029977,exodus,control_exclude_external,full
munah,revia,263,0.1315,0.51873767,20,243,13.15,65.427797,4.019698,exodus,control_exclude_external,full
meteg,pashta,217,0.10412668,0.1627907,97,120,2.2371134,179.247129,1.210619,exodus,control_exclude_external,full
atnah,merkha,207,0.18031359,0.11004785,1,206,207.0,139.333333,1.485646,exodus,control_exclude_external,full
pashta,pashta,206,0.15453863,0.15453863,206,0,1.0,114.652794,1.796729,exodus,control_exclude_external,full
meteg,tipeha,205,0.09836852,0.08734555,781,-576,0.26248399,315.598658,0.649559,exodus,control_exclude_external,full
tevir,tipeha,193,0.32991453,0.08223264,0,193,inf,88.591754,2.178532,exodus,control_exclude_external,full
qadma,geresh,192,0.47058824,0.82758621,5,187,38.4,6.107627,31.436105,exodus,control_exclude_external,full
darga,tevir,190,0.85972851,0.32478632,0,190,inf,8.342044,22.776192,exodus,control_exclude_external,full
meteg,mahapakh,186,0.08925144,0.28310502,75,111,2.48,88.346109,2.105356,exodus,control_exclude_external,full
atnah,munah,180,0.15679443,0.09,515,-335,0.34951456,148.148148,1.215,exodus,control_exclude_external,full
merkha,tevir,145,0.07708666,0.24786325,369,-224,0.39295393,71.001742,2.042203,exodus,control_exclude_external,full
atnah,tipeha,144,0.12543554,0.06135492,582,-438,0.24742268,173.851852,0.828291,exodus,control_exclude_external,full
