current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
merkha,tipeha,1155,285.346,14.58381498,72,59.631448,True,0.00199601,0,500,exodus,control_exclude_external,full
munah,zaqef_qatan,853,189.93,12.34755134,63,53.700526,True,0.00199601,0,500,exodus,control_exclude_external,full
tipeha,meteg,781,316.51,15.23200341,75,30.494347,True,0.00199601,0,500,exodus,control_exclude_external,full
zaqef_qatan,tipeha,591,223.484,13.15491724,65,27.937538,True,0.00199601,0,500,exodus,control_exclude_external,full
tipeha,atnah,582,173.58,11.37851225,62,35.893972,True,0.00199601,0,500,exodus,control_exclude_external,full
mahapakh,pashta,575,55.818,7.03504511,41,73.799385,True,0.00199601,0,500,exodus,control_exclude_external,full
pashta,munah,556,172.146,11.77837613,59,32.589722,True,0.00199601,0,500,exodus,control_exclude_external,full
merkha,meteg,541,253.484,14.39013189,72,19.980081,True,0.00199601,0,500,exodus,control_exclude_external,full
tipeha,munah,524,301.978,13.73020587,72,16.170333,True,0.00199601,0,500,exodus,control_exclude_external,full
munah,atnah,515,148.62,10.85685694,58,33.746415,True,0.00199601,0,500,exodus,control_exclude_external,full
tipeha,merkha,453,283.064,14.4156695,75,11.788284,True,0.00199601,0,500,exodus,control_exclude_external,full
pashta,zaqef_qatan,447,126.41,10.06680591,54,31.846248,True,0.00199601,0,500,exodus,control_exclude_external,full
zaqef_qatan,merkha,429,179.686,12.3534862,63,20.181671,True,0.00199601,0,500,exodus,control_exclude_external,full
tevir,merkha,369,71.212,7.35031361,42,40.513645,True,0.00199601,0,500,exodus,control_exclude_external,full
meteg,merkha,309,253.836,13.73004487,69,4.017758,True,0.00199601,0,500,exodus,control_exclude_external,full
munah,revia,263,65.664,7.44513022,40,26.505379,True,0.00199601,0,500,exodus,control_exclude_external,full
meteg,pashta,217,178.45,11.58239196,59,3.328328,True,0.00199601,0,500,exodus,control_exclude_external,full
atnah,merkha,207,139.054,10.32804051,54,6.578789,True,0.00199601,0,500,exodus,control_exclude_external,full
pashta,pashta,206,114.604,9.66447039,50,9.456907,True,0.00199601,0,500,exodus,control_exclude_external,full
tevir,tipeha,193,88.256,8.50665565,47,12.313182,True,0.00199601,0,500,exodus,control_exclude_external,full
qadma,geresh,192,6.032,2.37618782,15,78.263174,True,0.00199601,0,500,exodus,control_exclude_external,full
darga,tevir,190,8.396,2.88579966,19,62.930217,True,0.00199601,0,500,exodus,control_exclude_external,full
meteg,mahapakh,186,88.218,8.6157378,46,11.349231,True,0.00199601,0,500,exodus,control_exclude_external,full
merkha,tevir,145,70.652,7.85125343,42,9.469571,True,0.00199601,0,500,exodus,control_exclude_external,full
meteg,qadma,136,55.072,7.06588065,39,11.453349,True,0.00199601,0,500,exodus,control_exclude_external,full
revia,pashta,134,43.746,6.30944548,34,14.304585,True,0.00199601,0,500,exodus,control_exclude_external,full
revia,mahapakh,123,21.202,4.11230082,23,24.754512,True,0.00199601,0,500,exodus,control_exclude_external,full
atnah,mahapakh,115,49.2,6.4668106,34,10.175031,True,0.00199601,0,500,exodus,control_exclude_external,full
meteg,revia,107,68.66,8.09836818,43,4.734287,True,0.00199601,0,500,exodus,control_exclude_external,full
