excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,1035,3583,run_preserving_circular_translation,500,0.2888640803795702,0.3080072564889757,-0.019143176109405524,0.9378482951095969,0.007825606870355991,-2.4462225647855336,0.9920159680638723,0.00998003992015968,0.01996007984031936
NONE,major,robustness,535,3583,run_preserving_circular_translation,500,0.14931621546190343,0.16170918224951156,-0.012392966787608123,0.9233626278037433,0.005847443756649669,-2.1193819561778486,0.9900199600798403,0.013972055888223553,0.027944111776447105
NONE,verse,exploratory,281,3583,run_preserving_circular_translation,500,0.07842590008372873,0.08330449344125035,-0.004878593357521624,0.9414366121683195,0.004518365925679258,-1.0797251567862363,0.8682634730538922,0.15169660678642716,0.3033932135728543
genesis,minor,robustness,787,2749,run_preserving_circular_translation,500,0.28628592215351034,0.30518806838850493,-0.018902146234994588,0.9380639409174669,0.008931779999289655,-2.1162798721529055,0.9840319361277445,0.017964071856287425,0.03592814371257485
genesis,major,robustness,411,2749,run_preserving_circular_translation,500,0.149508912331757,0.16048381229538014,-0.010974899963623136,0.9316136636670671,0.006687182821671418,-1.6411843755873314,0.9421157684630739,0.059880239520958084,0.11976047904191617
genesis,verse,exploratory,223,2749,run_preserving_circular_translation,500,0.08112040742088032,0.08293706802473626,-0.0018166606038559352,0.9780959148047758,0.00516313129320154,-0.3518524904156496,0.654690618762475,0.3812375249500998,0.7624750499001997
exodus,minor,robustness,806,2776,run_preserving_circular_translation,500,0.2903458213256484,0.30827377521613836,-0.017927953890489956,0.9418440511914443,0.008979342915330186,-1.9965774845152702,0.9780439121756487,0.023952095808383235,0.04790419161676647
exodus,major,robustness,421,2776,run_preserving_circular_translation,500,0.15165706051873198,0.1620850144092219,-0.010427953890489922,0.9356636766915287,0.0066773305992066535,-1.561695012035032,0.9301397205588823,0.07984031936127745,0.1596806387225549
exodus,verse,exploratory,224,2776,run_preserving_circular_translation,500,0.08069164265129683,0.08369380403458213,-0.0030021613832852956,0.9641292277497052,0.005145555687094158,-0.5834474575438326,0.7405189620758483,0.28542914171656686,0.5708582834331337
leviticus,minor,robustness,893,3096,run_preserving_circular_translation,500,0.2884366925064599,0.30958010335917313,-0.021143410852713207,0.9317029401331302,0.008256615089741872,-2.560784367795231,0.998003992015968,0.003992015968063872,0.007984031936127744
leviticus,major,robustness,461,3096,run_preserving_circular_translation,500,0.14890180878552972,0.16156330749354006,-0.012661498708010338,0.9216313474610156,0.006145920278054829,-2.060146916194246,0.9800399201596807,0.02594810379241517,0.05189620758483034
leviticus,verse,exploratory,240,3096,run_preserving_circular_translation,500,0.07751937984496124,0.08326033591731266,-0.005740956072351422,0.9310481274294538,0.004738438409411065,-1.2115713187174166,0.8922155688622755,0.12375249500998003,0.24750499001996007
numbers,minor,robustness,777,2677,run_preserving_circular_translation,500,0.2902502801643631,0.30710496824803885,-0.01685468808367574,0.9451175010947308,0.00895733057413984,-1.881664179318767,0.9720558882235529,0.029940119760479042,0.059880239520958084
numbers,major,robustness,384,2677,run_preserving_circular_translation,500,0.14344415390362347,0.15959058647740007,-0.016146432573776598,0.8988259086568171,0.006767528032186786,-2.3858685914536526,0.9940119760479041,0.011976047904191617,0.023952095808383235
numbers,verse,exploratory,191,2677,run_preserving_circular_translation,500,0.0713485244676877,0.08160179305192379,-0.010253268584236086,0.8743499597158133,0.005235378991690775,-1.958457754540665,0.9760479041916168,0.029940119760479042,0.059880239520958084
deuteronomy,minor,robustness,877,3034,run_preserving_circular_translation,500,0.2890573500329598,0.30950889914304547,-0.020451549110085676,0.9339225813321975,0.008497027865722585,-2.4069062068853744,0.9920159680638723,0.00998003992015968,0.01996007984031936
deuteronomy,major,robustness,463,3034,run_preserving_circular_translation,500,0.15260382333553066,0.1644937376400791,-0.011889914304548443,0.9277181339841387,0.006471312963946468,-1.8373264236779385,0.9720558882235529,0.031936127744510975,0.06387225548902195
deuteronomy,verse,exploratory,246,3034,run_preserving_circular_translation,500,0.08108108108108109,0.08482860909690179,-0.003747528015820706,0.9558223569180556,0.004865841725305634,-0.7701705537052411,0.8023952095808383,0.23353293413173654,0.46706586826347307
