trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,1035,3583,run_preserving_circular_translation,500,0.2888640803795702,0.3080072564889757,-0.019143176109405524,0.9378482951095969,0.007825606870355991,-2.4462225647855336,0.9920159680638723,0.00998003992015968,0.01996007984031936
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,535,3583,run_preserving_circular_translation,500,0.14931621546190343,0.16170918224951156,-0.012392966787608123,0.9233626278037433,0.005847443756649669,-2.1193819561778486,0.9900199600798403,0.013972055888223553,0.027944111776447105
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,281,3583,run_preserving_circular_translation,500,0.07842590008372873,0.08330449344125035,-0.004878593357521624,0.9414366121683195,0.004518365925679258,-1.0797251567862363,0.8682634730538922,0.15169660678642716,0.3033932135728543
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,1015,3525,run_preserving_circular_translation,500,0.28794326241134754,0.3079019500546108,-0.01995868764326325,0.9351784305369834,0.007902217374209847,-2.5257072411601365,0.9940119760479041,0.007984031936127744,0.015968063872255488
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,520,3525,run_preserving_circular_translation,500,0.1475177304964539,0.1614124317640114,-0.013894701267557513,0.9139180228207461,0.005867849085079965,-2.3679377342691423,0.9920159680638723,0.00998003992015968,0.01996007984031936
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,267,3525,run_preserving_circular_translation,500,0.07574468085106383,0.08318722178500369,-0.007442540933939867,0.9105326422226839,0.004547030021960589,-1.6367916855606752,0.9401197604790419,0.06187624750499002,0.12375249500998003
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,953,3286,run_preserving_circular_translation,500,0.2900182592818016,0.3088738793522908,-0.018855620070489243,0.9389536593057674,0.007982401948058373,-2.362148660664182,0.9880239520958084,0.013972055888223553,0.027944111776447105
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,482,3286,run_preserving_circular_translation,500,0.14668289713937918,0.16156559251186087,-0.014882695372481686,0.9078844997805513,0.00604522657861722,-2.461892069541906,0.9940119760479041,0.007984031936127744,0.015968063872255488
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,239,3286,run_preserving_circular_translation,500,0.07273280584297018,0.08303722075007253,-0.01030441490710235,0.875906071831127,0.004635081596157654,-2.2231356003839085,0.9860279441117764,0.015968063872255488,0.031936127744510975
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,903,3064,run_preserving_circular_translation,500,0.2947127937336815,0.30995189669736034,-0.015239102963678863,0.9508339741551624,0.008246885891095453,-1.8478615037141757,0.9640718562874252,0.03792415169660679,0.07584830339321358
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,456,3064,run_preserving_circular_translation,500,0.14882506527415143,0.16185640377371688,-0.013031338499565448,0.919488273582404,0.006248853477907695,-2.0853967124748034,0.9760479041916168,0.02594810379241517,0.05189620758483034
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,225,3064,run_preserving_circular_translation,500,0.07343342036553525,0.08300460511700862,-0.009571184751473366,0.8846909187992497,0.004827360432427497,-1.9826952814999106,0.9760479041916168,0.02594810379241517,0.05189620758483034
