book,block_id,level,metric_role,eligible_for_distribution_summary,observed_burst_ends,observed_boundary_hits,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
numbers,1,minor,robustness,1,40,13,run_preserving_circular_translation,500,0.325,0.3110058454510927,0.01399415454890729,1.044996435769912,0.059095831674417704,0.2368044268503846,0.40718562874251496,0.5968063872255489,0.8143712574850299
numbers,1,major,robustness,1,40,8,run_preserving_circular_translation,500,0.2,0.18699056917202386,0.013009430827976148,1.0695726575173317,0.04900244742206238,0.2654853280270836,0.3872255489021956,0.6327345309381237,0.7744510978043913
numbers,1,verse,exploratory,1,40,6,run_preserving_circular_translation,500,0.15,0.10160328487045657,0.048396715129543424,1.4763302209298534,0.03790009426907395,1.276955006653759,0.11177644710578842,0.8942115768463074,0.22355289421157684
numbers,2,minor,robustness,1,43,14,run_preserving_circular_translation,500,0.32558139534883723,0.33676708766297553,-0.011185692314138296,0.966785078697083,0.06258524511315158,-0.1787273069541394,0.564870259481038,0.4411177644710579,0.8822355289421158
numbers,2,major,robustness,1,43,6,run_preserving_circular_translation,500,0.13953488372093023,0.17474683622829437,-0.03521195250736414,0.7984973389654837,0.04778640505382858,-0.7368612991016994,0.7684630738522954,0.2375249500998004,0.4750499001996008
numbers,2,verse,exploratory,1,43,3,run_preserving_circular_translation,500,0.06976744186046512,0.08937240893624088,-0.01960496707577576,0.780637365501,0.036341399921280756,-0.5394664795038758,0.688622754491018,0.3253493013972056,0.6506986027944112
numbers,3,minor,robustness,1,72,14,run_preserving_circular_translation,500,0.19444444444444445,0.28842912879913774,-0.09398468435469329,0.6741498171630775,0.05994850086520658,-1.567757041431555,0.9441117764471058,0.059880239520958084,0.11976047904191617
numbers,3,major,robustness,1,72,9,run_preserving_circular_translation,500,0.125,0.14981146127746808,-0.024811461277468083,0.8343820888876159,0.04694072076574137,-0.5285700959150199,0.7105788423153693,0.29740518962075846,0.5948103792415169
numbers,3,verse,exploratory,1,72,5,run_preserving_circular_translation,500,0.06944444444444445,0.0829569867415705,-0.013512542297126048,0.8371138727685393,0.0359275509554542,-0.3761052990747953,0.6447105788423154,0.36726546906187624,0.7345309381237525
numbers,4,minor,robustness,1,96,18,run_preserving_circular_translation,500,0.1875,0.26190877951879754,-0.07440877951879754,0.7158981090457981,0.058527099171322976,-1.2713560140916098,0.8962075848303394,0.10978043912175649,0.21956087824351297
numbers,4,major,robustness,1,96,14,run_preserving_circular_translation,500,0.14583333333333334,0.14445541579595286,0.0013779175373804797,1.009538704587766,0.04727903216370851,0.029144368535491558,0.46506986027944114,0.5389221556886228,0.9301397205588823
numbers,4,verse,exploratory,1,96,12,run_preserving_circular_translation,500,0.125,0.08711843871504721,0.03788156128495279,1.4348282848463152,0.037723712225719165,1.0041843458641913,0.17165668662674652,0.8423153692614771,0.34331337325349304
numbers,5,minor,robustness,1,65,20,run_preserving_circular_translation,500,0.3076923076923077,0.320996414312745,-0.013304106620437295,0.9585537220129967,0.06595795931667088,-0.2017058556430305,0.5888223552894212,0.4251497005988024,0.8502994011976048
numbers,5,major,robustness,1,65,11,run_preserving_circular_translation,500,0.16923076923076924,0.16120026702409637,0.008030502206672868,1.0498169286870502,0.047414106990919073,0.1693694707402356,0.4351297405189621,0.5668662674650699,0.8702594810379242
numbers,5,verse,exploratory,1,65,5,run_preserving_circular_translation,500,0.07692307692307693,0.08263074948131056,-0.005707672558233637,0.930925562286899,0.03427606150599261,-0.1665206650780383,0.5588822355289421,0.45708582834331335,0.9141716566866267
numbers,6,minor,robustness,1,72,20,run_preserving_circular_translation,500,0.2777777777777778,0.32188306809206424,-0.04410529031428645,0.862977289934146,0.06087825693472675,-0.7244834615021228,0.7684630738522954,0.24151696606786427,0.48303393213572854
numbers,6,major,robustness,1,72,11,run_preserving_circular_translation,500,0.1527777777777778,0.16331968943998854,-0.010541911662210746,0.9354522917698521,0.04633078282023213,-0.2275357984585404,0.5788423153692615,0.42714570858283435,0.8542914171656687
numbers,6,verse,exploratory,1,72,5,run_preserving_circular_translation,500,0.06944444444444445,0.08776218270213439,-0.01831773825768994,0.7912798235675097,0.03568051187730611,-0.5133821600059661,0.6626746506986028,0.3413173652694611,0.6826347305389222
numbers,7,minor,robustness,1,69,22,run_preserving_circular_translation,500,0.3188405797101449,0.30479626817136485,0.014044311538780052,1.046077701748251,0.057518523646461726,0.2441702367936906,0.3972055888223553,0.6047904191616766,0.7944111776447106
numbers,7,major,robustness,1,69,15,run_preserving_circular_translation,500,0.21739130434782608,0.16834724261655948,0.0490440617312666,1.291326789610526,0.045725103202607545,1.0725850418303657,0.14770459081836326,0.8582834331337326,0.2954091816367265
numbers,7,verse,exploratory,1,69,9,run_preserving_circular_translation,500,0.13043478260869565,0.08656604029794267,0.04386874231075298,1.5067661886782127,0.03424826666440051,1.2809040159790774,0.11377245508982035,0.8922155688622755,0.2275449101796407
numbers,8,minor,robustness,1,73,12,run_preserving_circular_translation,500,0.1643835616438356,0.2848366203353731,-0.1204530586915375,0.5771152650606747,0.05981448489342664,-2.013777413717639,0.9760479041916168,0.02594810379241517,0.05189620758483034
numbers,8,major,robustness,1,73,4,run_preserving_circular_translation,500,0.0547945205479452,0.14442097275029528,-0.08962645220235008,0.3794083331836108,0.04403122501720732,-2.0355202965014993,0.9800399201596807,0.021956087824351298,0.043912175648702596
numbers,8,verse,exploratory,1,73,2,run_preserving_circular_translation,500,0.0273972602739726,0.07602371057235169,-0.04862645029837909,0.3603778356477175,0.03405258802094934,-1.4279810470929206,0.9321357285429142,0.07385229540918163,0.14770459081836326
numbers,9,minor,robustness,1,47,16,run_preserving_circular_translation,500,0.3404255319148936,0.30565044355722576,0.03477508835766785,1.1137740483964227,0.05831263994261048,0.5963559254373053,0.2714570858283433,0.7325349301397206,0.5429141716566867
numbers,9,major,robustness,1,47,6,run_preserving_circular_translation,500,0.1276595744680851,0.16082218829427655,-0.033162613826191456,0.7937932932145554,0.046447496226019624,-0.7139806560254145,0.7684630738522954,0.23353293413173654,0.46706586826347307
numbers,9,verse,exploratory,1,47,3,run_preserving_circular_translation,500,0.06382978723404255,0.08193004528795933,-0.018100258053916782,0.7790766746155229,0.0359194912989471,-0.5039118706685958,0.688622754491018,0.3153692614770459,0.6307385229540918
numbers,10,minor,robustness,1,34,12,run_preserving_circular_translation,500,0.35294117647058826,0.3111969619327807,0.04174421453780758,1.1341408164094624,0.06639558213565201,0.6287197610907376,0.2375249500998004,0.7684630738522954,0.4750499001996008
numbers,10,major,robustness,1,34,6,run_preserving_circular_translation,500,0.17647058823529413,0.15435858635880315,0.022112001876490983,1.1432508705741327,0.04855443119226711,0.4554064651469461,0.3093812375249501,0.6946107784431138,0.6187624750499002
numbers,10,verse,exploratory,1,34,6,run_preserving_circular_translation,500,0.17647058823529413,0.07733705305986871,0.09913353517542542,2.2818375054798565,0.03336183407656523,2.9714653861030085,0.005988023952095809,0.998003992015968,0.011976047904191617
numbers,11,minor,robustness,1,54,20,run_preserving_circular_translation,500,0.37037037037037035,0.3738832779799641,-0.003512907609593774,0.9906042665813419,0.06302048668087915,-0.055742311661004906,0.5409181636726547,0.46506986027944114,0.9301397205588823
numbers,11,major,robustness,1,54,13,run_preserving_circular_translation,500,0.24074074074074073,0.19629429330970805,0.04444644743103268,1.2264276086768668,0.0510826454632137,0.870088990654175,0.21157684630738524,0.7904191616766467,0.4231536926147705
