excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,5517,15888,run_preserving_circular_translation,1000,0.3472432024169184,0.3024114425981873,0.04483175981873111,1.1482475644226824,0.0033322344438459373,13.453963271260113,0.000999000999000999,1.0,0.001998001998001998
NONE,major,robustness,2982,15888,run_preserving_circular_translation,1000,0.18768882175226587,0.16096594914400805,0.026722872608257814,1.1660156868602702,0.002657991128353583,10.053785478513067,0.000999000999000999,1.0,0.001998001998001998
NONE,verse,exploratory,1559,15888,run_preserving_circular_translation,1000,0.09812437059415911,0.08296248741188318,0.015161883182275931,1.1827558895022259,0.0019495111458562543,7.77727442826012,0.000999000999000999,1.0,0.001998001998001998
genesis,minor,robustness,4068,11854,run_preserving_circular_translation,1000,0.3431752994769698,0.29917968618187957,0.04399561329509022,1.1470541461439467,0.003950048645545247,11.137992780090753,0.000999000999000999,1.0,0.001998001998001998
genesis,major,robustness,2236,11854,run_preserving_circular_translation,1000,0.18862831111860975,0.15956748776784208,0.02906082335076768,1.1821224596394526,0.0031097280244138472,9.345133440164869,0.000999000999000999,1.0,0.001998001998001998
genesis,verse,exploratory,1169,11854,run_preserving_circular_translation,1000,0.09861650075923739,0.08259321747933188,0.016023283279905515,1.194002410475354,0.002226211664302471,7.197556071078272,0.000999000999000999,1.0,0.001998001998001998
exodus,minor,robustness,4373,12582,run_preserving_circular_translation,1000,0.3475600063582896,0.30229717056111904,0.04526283579717055,1.1497296045250918,0.0038209316646696345,11.846020753444716,0.000999000999000999,1.0,0.001998001998001998
exodus,major,robustness,2365,12582,run_preserving_circular_translation,1000,0.18796693689397553,0.16110197106978222,0.026864965824193315,1.166757524106,0.0029901593238176477,8.984459660796206,0.000999000999000999,1.0,0.001998001998001998
exodus,verse,exploratory,1239,12582,run_preserving_circular_translation,1000,0.09847401049117788,0.08311905897313622,0.015354951518041657,1.184734424423697,0.002235299399545273,6.869304184113017,0.000999000999000999,1.0,0.001998001998001998
leviticus,minor,robustness,4726,13525,run_preserving_circular_translation,1000,0.3494269870609982,0.30412391866913124,0.04530306839186693,1.14896253010982,0.003681305419086613,12.306250972000933,0.000999000999000999,1.0,0.001998001998001998
leviticus,major,robustness,2536,13525,run_preserving_circular_translation,1000,0.18750462107208873,0.16085109057301292,0.026653530499075817,1.1657031382511973,0.002906958279205668,9.168872731933032,0.000999000999000999,1.0,0.001998001998001998
leviticus,verse,exploratory,1338,13525,run_preserving_circular_translation,1000,0.09892791127541589,0.08293841035120149,0.015989500924214403,1.1927876463571836,0.00215748238164471,7.4111849349264,0.000999000999000999,1.0,0.001998001998001998
numbers,minor,robustness,4307,12543,run_preserving_circular_translation,1000,0.34337877700709557,0.3017392170931994,0.041639559913896174,1.1379985018687007,0.0037911898665829416,10.983243092339913,0.000999000999000999,1.0,0.001998001998001998
numbers,major,robustness,2266,12543,run_preserving_circular_translation,1000,0.18065853464083553,0.15898963565335247,0.02166889898748306,1.1362912676567678,0.0030219213560463507,7.17057012225923,0.000999000999000999,1.0,0.001998001998001998
numbers,verse,exploratory,1173,12543,run_preserving_circular_translation,1000,0.09351829705812006,0.08139902734592999,0.012119269712190073,1.148887156362269,0.0021891125005595127,5.5361566429740465,0.000999000999000999,1.0,0.001998001998001998
deuteronomy,minor,robustness,4594,13048,run_preserving_circular_translation,1000,0.35208461066830166,0.3043287860208461,0.047755824647455536,1.156921812332877,0.0036936345836952704,12.929222846857407,0.000999000999000999,1.0,0.001998001998001998
deuteronomy,major,robustness,2525,13048,run_preserving_circular_translation,1000,0.19351624770079706,0.1641241569589209,0.029392090741876153,1.179084488758305,0.0029446497439761946,9.981523541807615,0.000999000999000999,1.0,0.001998001998001998
deuteronomy,verse,exploratory,1317,13048,run_preserving_circular_translation,1000,0.10093500919681177,0.08467489270386266,0.016260116492949103,1.1920299627637716,0.002161959647150067,7.521008319643466,0.000999000999000999,1.0,0.001998001998001998
