book,block_id,level,metric_role,eligible_for_distribution_summary,observed_burst_ends,observed_boundary_hits,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
deuteronomy,1,minor,robustness,1,221,89,run_preserving_circular_translation,1000,0.40271493212669685,0.29798582124302364,0.1047291108836732,1.35145669161977,0.030281369304358045,3.458532863261265,0.000999000999000999,1.0,0.001998001998001998
deuteronomy,1,major,robustness,1,221,47,run_preserving_circular_translation,1000,0.21266968325791855,0.15347581461848236,0.05919386863943618,1.3856885776210615,0.021973251401254133,2.6939057656281884,0.003996003996003996,0.997002997002997,0.007992007992007992
deuteronomy,1,verse,exploratory,1,221,30,run_preserving_circular_translation,1000,0.13574660633484162,0.07906465232280115,0.05668195401204047,1.7169063841654837,0.016605081225175986,3.413530668317447,0.001998001998001998,1.0,0.003996003996003996
deuteronomy,2,minor,robustness,1,232,84,run_preserving_circular_translation,1000,0.3620689655172414,0.2961726746135541,0.06589629090368726,1.2224928109578936,0.028506602310950827,2.3116150492046947,0.01098901098901099,0.99000999000999,0.02197802197802198
deuteronomy,2,major,robustness,1,232,40,run_preserving_circular_translation,1000,0.1724137931034483,0.13242852268329683,0.03998527042015146,1.301938506976902,0.02059513130055612,1.9414914057416937,0.023976023976023976,0.977022977022977,0.04795204795204795
deuteronomy,2,verse,exploratory,1,232,21,run_preserving_circular_translation,1000,0.09051724137931035,0.06846647011505685,0.02205077126425349,1.3220667171419456,0.015021440244612876,1.4679531992387707,0.07192807192807193,0.929070929070929,0.14385614385614387
deuteronomy,3,minor,robustness,1,229,75,run_preserving_circular_translation,1000,0.32751091703056767,0.2809385846320222,0.04657233239854547,1.165774069302537,0.027843408828455915,1.672651961743586,0.04995004995004995,0.951048951048951,0.0999000999000999
deuteronomy,3,major,robustness,1,229,40,run_preserving_circular_translation,1000,0.17467248908296942,0.14210236897994316,0.03257012010302626,1.2292018094900539,0.02117437779535745,1.538185462534222,0.07292707292707293,0.9280719280719281,0.14585414585414586
deuteronomy,3,verse,exploratory,1,229,17,run_preserving_circular_translation,1000,0.07423580786026202,0.07723098023939068,-0.0029951723791286633,0.9612179934807947,0.015866373012670524,-0.1887748622030244,0.5654345654345654,0.44255744255744256,0.8851148851148851
deuteronomy,4,minor,robustness,1,241,90,run_preserving_circular_translation,1000,0.37344398340248963,0.29906368675351636,0.07438029664897328,1.2487105587990572,0.029768606480701478,2.4986153348223694,0.007992007992007992,0.993006993006993,0.015984015984015984
deuteronomy,4,major,robustness,1,241,41,run_preserving_circular_translation,1000,0.17012448132780084,0.13813939265424405,0.03198508867355679,1.231542126101668,0.022209852294044808,1.4401306343731535,0.07292707292707293,0.9280719280719281,0.14585414585414586
deuteronomy,4,verse,exploratory,1,241,23,run_preserving_circular_translation,1000,0.0954356846473029,0.06949978674762293,0.02593589789967997,1.373179532102191,0.016018845733151335,1.6190865641464471,0.059940059940059943,0.9410589410589411,0.11988011988011989
