trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,4719,12956,run_preserving_circular_translation,1000,0.36423278789749924,0.30789209632602654,0.0563406915714727,1.1829884308293956,0.0038958293285388805,14.461796660020298,0.000999000999000999,1.0,0.001998001998001998
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,2560,12956,run_preserving_circular_translation,1000,0.19759184933621488,0.16114001234949057,0.0364518369867243,1.226212201769386,0.0029999897492507806,12.150653846676578,0.000999000999000999,1.0,0.001998001998001998
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1310,12956,run_preserving_circular_translation,1000,0.10111145415251621,0.0831015745600494,0.018009879592466818,1.2167212798050275,0.0022541455931628265,7.989670075923036,0.000999000999000999,1.0,0.001998001998001998
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,4619,12725,run_preserving_circular_translation,1000,0.36298624754420433,0.3076009210925951,0.05538532645160921,1.1800557886981649,0.003940636476079093,14.054918992862097,0.000999000999000999,1.0,0.001998001998001998
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2505,12725,run_preserving_circular_translation,1000,0.1968565815324165,0.16094110478899998,0.035915476743416525,1.223159128865824,0.0030258610463160347,11.869506297106199,0.000999000999000999,1.0,0.001998001998001998
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1282,12725,run_preserving_circular_translation,1000,0.10074656188605108,0.08303760147999838,0.0177089604060527,1.2132643536231997,0.002275644025151336,7.781955442207184,0.000999000999000999,1.0,0.001998001998001998
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,4375,12102,run_preserving_circular_translation,1000,0.36151049413320113,0.3075493265269234,0.05396116760627773,1.1754553268434937,0.004015270975633324,13.438985297316453,0.000999000999000999,1.0,0.001998001998001998
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2366,12102,run_preserving_circular_translation,1000,0.19550487522723517,0.16106708246939652,0.03443779275783865,1.2138102474438375,0.0030697001670494596,11.21861774237698,0.000999000999000999,1.0,0.001998001998001998
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1220,12102,run_preserving_circular_translation,1000,0.10080978350685837,0.08318831224647387,0.017621471260384505,1.2118262864640752,0.0023232457684396147,7.584850255519799,0.000999000999000999,1.0,0.001998001998001998
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,4155,11467,run_preserving_circular_translation,1000,0.3623441179035493,0.30761155786554994,0.05473256003799937,1.1779275148755033,0.004090614490464217,13.380033773798157,0.000999000999000999,1.0,0.001998001998001998
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2237,11467,run_preserving_circular_translation,1000,0.1950815383273742,0.16043168691608392,0.03464985141129029,1.2159788510446468,0.0031224244313689687,11.097098480009878,0.000999000999000999,1.0,0.001998001998001998
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1148,11467,run_preserving_circular_translation,1000,0.10011336879741868,0.08280070806553742,0.017312660731881258,1.2090883174353793,0.0023592282825774333,7.338272798665905,0.000999000999000999,1.0,0.001998001998001998
