scope,level,metric_role,metric,eligible_blocks,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
ALL,minor,robustness,positive_block_difference_share,70,run_preserving_circular_translation,1000,0.9,0.4976142857142857,0.40238571428571435,1.8086297476530877,0.06105385879262168,6.590668014162316,0.000999000999000999,1.0,0.001998001998001998
ALL,minor,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,1000,0.05257632520771632,-0.000187738843480221,0.052764064051196546,-280.0503307311331,0.004911525650808824,10.74290715401383,0.000999000999000999,1.0,0.001998001998001998
ALL,major,robustness,positive_block_difference_share,70,run_preserving_circular_translation,1000,0.8571428571428571,0.49215714285714285,0.36498571428571425,1.7416040172999332,0.05886615568995725,6.20026414172621,0.000999000999000999,1.0,0.001998001998001998
ALL,major,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,1000,0.034825951191446894,-0.000467565466465241,0.03529351665791213,-74.4835829188336,0.0037237019527667533,9.478072387530544,0.000999000999000999,1.0,0.001998001998001998
ALL,verse,exploratory,positive_block_difference_share,70,run_preserving_circular_translation,1000,0.7571428571428571,0.4909428571428571,0.2662,1.5422219635686434,0.0602139789858312,4.420900337156573,0.000999000999000999,1.0,0.001998001998001998
ALL,verse,exploratory,median_block_hit_rate_difference,70,run_preserving_circular_translation,1000,0.016983273837651837,-0.00045434537936328985,0.017437619217015126,-37.379655673954126,0.0027967636875690987,6.234927639586031,0.000999000999000999,1.0,0.001998001998001998
genesis,minor,robustness,positive_block_difference_share,18,run_preserving_circular_translation,1000,0.9444444444444444,0.4956666666666667,0.4487777777777777,1.9054023761488454,0.12199367520541161,3.678697088370611,0.000999000999000999,1.0,0.001998001998001998
genesis,minor,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,1000,0.05177060686178439,-0.0003313856127429766,0.05210199247452737,-156.2246665848399,0.009619931300155447,5.416046211648669,0.000999000999000999,1.0,0.001998001998001998
genesis,major,robustness,positive_block_difference_share,18,run_preserving_circular_translation,1000,0.7777777777777778,0.4921666666666667,0.2856111111111111,1.5803138051698837,0.1168928891372961,2.4433574464538013,0.012987012987012988,0.995004995004995,0.025974025974025976
genesis,major,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,1000,0.017964418903734042,-0.00040056700396538824,0.01836498590769943,-44.84747551819393,0.007342183370223926,2.50129763609259,0.005994005994005994,0.995004995004995,0.011988011988011988
