excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,4719,12956,run_preserving_circular_translation,1000,0.36423278789749924,0.30789209632602654,0.0563406915714727,1.1829884308293956,0.0038958293285388805,14.461796660020298,0.000999000999000999,1.0,0.001998001998001998
NONE,major,robustness,2560,12956,run_preserving_circular_translation,1000,0.19759184933621488,0.16114001234949057,0.0364518369867243,1.226212201769386,0.0029999897492507806,12.150653846676578,0.000999000999000999,1.0,0.001998001998001998
NONE,verse,exploratory,1310,12956,run_preserving_circular_translation,1000,0.10111145415251621,0.0831015745600494,0.018009879592466818,1.2167212798050275,0.0022541455931628265,7.989670075923036,0.000999000999000999,1.0,0.001998001998001998
genesis,minor,robustness,3492,9673,run_preserving_circular_translation,1000,0.3610048588855577,0.30480771218856606,0.05619714669699166,1.1843691758764485,0.0043845893107989625,12.81696932448877,0.000999000999000999,1.0,0.001998001998001998
genesis,major,robustness,1927,9673,run_preserving_circular_translation,1000,0.19921430786725938,0.15977535407836246,0.03943895378889692,1.2468400337235612,0.003409884572484226,11.566067105950216,0.000999000999000999,1.0,0.001998001998001998
genesis,verse,exploratory,986,9673,run_preserving_circular_translation,1000,0.10193321616871705,0.08268334539439678,0.019249870774320263,1.2328143676637542,0.0025800113457572793,7.4611574115656,0.000999000999000999,1.0,0.001998001998001998
exodus,minor,robustness,3746,10313,run_preserving_circular_translation,1000,0.3632308736546107,0.3080585668573645,0.05517230679724622,1.1790968105840465,0.004321752738069254,12.766187734723223,0.000999000999000999,1.0,0.001998001998001998
exodus,major,robustness,2020,10313,run_preserving_circular_translation,1000,0.1958692911858819,0.16141597983128092,0.034453311354600974,1.213444241336038,0.003305992355548636,10.421473388096622,0.000999000999000999,1.0,0.001998001998001998
exodus,verse,exploratory,1030,10313,run_preserving_circular_translation,1000,0.09987394550567245,0.08338446620769902,0.01648947929797344,1.1977524117849536,0.0025078545990741496,6.575133703549253,0.000999000999000999,1.0,0.001998001998001998
leviticus,minor,robustness,4060,10935,run_preserving_circular_translation,1000,0.37128486511202563,0.3097586648376772,0.06152620027434841,1.1986262444235094,0.004256358055415722,14.455127945841738,0.000999000999000999,1.0,0.001998001998001998
leviticus,major,robustness,2206,10935,run_preserving_circular_translation,1000,0.20173754000914496,0.1610771833561957,0.04066035665294926,1.25242778527506,0.0032427026206800634,12.539033457351671,0.000999000999000999,1.0,0.001998001998001998
leviticus,verse,exploratory,1146,10935,run_preserving_circular_translation,1000,0.10480109739369,0.08312391403749429,0.0216771833561957,1.2607815525435662,0.0024455689151267226,8.863861174434518,0.000999000999000999,1.0,0.001998001998001998
numbers,minor,robustness,3702,10134,run_preserving_circular_translation,1000,0.36530491415038485,0.3069877639628972,0.058317150187487676,1.189965715358401,0.004432635414621367,13.156315539763176,0.000999000999000999,1.0,0.001998001998001998
numbers,major,robustness,1961,10134,run_preserving_circular_translation,1000,0.19350700611801855,0.15908811920268404,0.03441888691533451,1.2163510832099511,0.003455959970376062,9.959284022490921,0.000999000999000999,1.0,0.001998001998001998
numbers,verse,exploratory,1001,10134,run_preserving_circular_translation,1000,0.09877639628971778,0.08147207420564437,0.017304322084073412,1.2123957472887632,0.0025643925268588946,6.747922520765316,0.000999000999000999,1.0,0.001998001998001998
deuteronomy,minor,robustness,3876,10769,run_preserving_circular_translation,1000,0.3599219983285356,0.30945881697464944,0.050463181353886166,1.1630691341976533,0.004359085185088701,11.576553155351865,0.000999000999000999,1.0,0.001998001998001998
deuteronomy,major,robustness,2126,10769,run_preserving_circular_translation,1000,0.1974185161110595,0.16409620206147274,0.03332231404958677,1.2030657238313398,0.0033898453685456183,9.830039552477698,0.000999000999000999,1.0,0.001998001998001998
deuteronomy,verse,exploratory,1077,10769,run_preserving_circular_translation,1000,0.10000928591326957,0.0847170582226762,0.01529222769059338,1.1805094276337857,0.0024636542508432234,6.207132224564133,0.000999000999000999,1.0,0.001998001998001998
