trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,4456,12833,run_preserving_circular_translation,500,0.347229798176576,0.30827102002649415,0.03895877815008186,1.126378334709288,0.004148347392752499,9.391397214742918,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,2362,12833,run_preserving_circular_translation,500,0.1840567287462012,0.16107582015117278,0.02298090859502841,1.14267137409861,0.003104716258498561,7.40193521134906,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1216,12833,run_preserving_circular_translation,500,0.09475570794046599,0.08311618483596976,0.01163952310449623,1.1400391888471166,0.002251913654943689,5.168725310112872,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,4371,12614,run_preserving_circular_translation,500,0.3465197399714603,0.3080299698517864,0.038489770119673916,1.1249546274286035,0.004202131967056316,9.159581474695292,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2320,12614,run_preserving_circular_translation,500,0.1839226256540352,0.1609109657214498,0.023011659932585388,1.1430086497176362,0.003126242163349984,7.360805315198873,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1194,12614,run_preserving_circular_translation,500,0.09465673061677501,0.08305011784918795,0.011606612767587066,1.1397543202607334,0.00226729971729756,5.119134748281635,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,4182,11982,run_preserving_circular_translation,500,0.34902353530295444,0.3085640090446957,0.040459526258258716,1.1311219878932741,0.004328568070817756,9.347092524899367,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2229,11982,run_preserving_circular_translation,500,0.18602904356534802,0.16063574084591223,0.025393302719435795,1.1580800299218217,0.0032027950455940863,7.928481953401296,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1154,11982,run_preserving_circular_translation,500,0.09631113336671675,0.08274729400529306,0.01356383936142369,1.1639188268870286,0.002299906616115985,5.897560912420829,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,4007,11432,run_preserving_circular_translation,500,0.3505073477956613,0.3086107246019264,0.04189662319373488,1.135758805037566,0.004395506862295524,9.531693273675076,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2125,11432,run_preserving_circular_translation,500,0.18588173547935619,0.1601120926299939,0.025769642849362284,1.1609475113720102,0.003238735318551983,7.956699240518278,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1093,11432,run_preserving_circular_translation,500,0.09560881735479357,0.08250816960201032,0.013100647752783245,1.1587800070705248,0.0023562287235274265,5.560006811720184,0.001996007984031936,1.0,0.003992015968063872
