scope,level,metric_role,metric,eligible_blocks,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
ALL,minor,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.8285714285714286,0.4963714285714286,0.33220000000000005,1.669256892879756,0.05814388205484875,5.713412800449521,0.001996007984031936,1.0,0.003992015968063872
ALL,minor,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.03821019303588635,-0.0001322631929901225,0.03834245622887648,-288.8951353135707,0.004304015492782371,8.908531182839596,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.7714285714285715,0.49674285714285715,0.2746857142857143,1.5529736569653745,0.05833054298476878,4.709123217958729,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.02495470233259431,-0.00021114161200073278,0.02516584394459504,-118.18940897594219,0.003266582158518462,7.7040290809672625,0.001996007984031936,1.0,0.003992015968063872
ALL,verse,exploratory,positive_block_difference_share,70,run_preserving_circular_translation,500,0.7857142857142857,0.4910285714285714,0.2946857142857143,1.6001396485511463,0.05941486105584792,4.959798088372534,0.001996007984031936,1.0,0.003992015968063872
ALL,verse,exploratory,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.014290958816801778,-0.00029501808512056075,0.01458597690192234,-48.440958495685784,0.0023601372197996754,6.180139349338499,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.9444444444444444,0.494,0.4504444444444444,1.9118308591992803,0.12059953114991885,3.7350430814236835,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.0462320050930394,-4.122241079198758e-05,0.046273227503831386,-1121.525990469862,0.008624339547753821,5.365422737313617,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.8333333333333334,0.49744444444444447,0.3358888888888889,1.6752289479562208,0.1172193785858353,2.8654723556901494,0.011976047904191617,1.0,0.023952095808383235
genesis,major,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.016857728151628018,-0.00027828129169993576,0.017136009443327955,-60.57801460044003,0.006634926381194896,2.5826977510852047,0.00998003992015968,0.9920159680638723,0.01996007984031936
genesis,verse,exploratory,positive_block_difference_share,18,run_preserving_circular_translation,500,0.7777777777777778,0.4911111111111111,0.2866666666666667,1.583710407239819,0.12026719224653164,2.3835816011987574,0.017964071856287425,0.9960079840319361,0.03592814371257485
genesis,verse,exploratory,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.011707422947763751,-0.0004478073702515573,0.012155230318015308,-26.143881779317447,0.004965937590826785,2.4477211192643216,0.011976047904191617,0.9900199600798403,0.023952095808383235
exodus,minor,robustness,positive_block_difference_share,15,run_preserving_circular_translation,500,0.8,0.49093333333333333,0.3090666666666667,1.6295491580662684,0.13117425221606732,2.356153448144526,0.015968063872255488,0.998003992015968,0.031936127744510975
exodus,minor,robustness,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.035390815888830696,-0.0005613538892528654,0.03595216977808356,-63.04546306062677,0.009586584650084716,3.750258417398511,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,positive_block_difference_share,15,run_preserving_circular_translation,500,0.7333333333333333,0.49506666666666665,0.23826666666666663,1.4812819822246162,0.12907403560231107,1.8459689863636717,0.059880239520958084,0.9840319361277445,0.11976047904191617
exodus,major,robustness,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.020804492414057935,-0.00024205927695920517,0.02104655169101714,-85.9479243076652,0.007211963738474399,2.9182830716047494,0.005988023952095809,0.9960079840319361,0.011976047904191617
exodus,verse,exploratory,positive_block_difference_share,15,run_preserving_circular_translation,500,0.6666666666666666,0.49119999999999997,0.17546666666666666,1.3572204125950054,0.1307172691133212,1.3423373044501976,0.1377245508982036,0.9481037924151696,0.2754491017964072
exodus,verse,exploratory,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.021577528079624264,-0.000371038980750222,0.021948567060374485,-58.154342802461336,0.005194754346591069,4.225140515985649,0.001996007984031936,1.0,0.003992015968063872
leviticus,minor,robustness,positive_block_difference_share,10,run_preserving_circular_translation,500,0.7,0.4998,0.20019999999999993,1.4005602240896358,0.15562763250785508,1.2864039423711926,0.17365269461077845,0.9560878243512974,0.3473053892215569
leviticus,minor,robustness,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,0.03821019303588635,2.3622822118273657e-05,0.03818657021376808,1617.5117792691035,0.010375306023614287,3.680524711931881,0.001996007984031936,1.0,0.003992015968063872
leviticus,major,robustness,positive_block_difference_share,10,run_preserving_circular_translation,500,0.7,0.5004,0.1996,1.398880895283773,0.14832343038104262,1.3457078189685066,0.15768463073852296,0.9620758483033932,0.3153692614770459
leviticus,major,robustness,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,0.027753423617562695,0.00024276816874039606,0.027510655448822297,114.32068611614727,0.007977966171458581,3.4483294184979765,0.001996007984031936,1.0,0.003992015968063872
leviticus,verse,exploratory,positive_block_difference_share,10,run_preserving_circular_translation,500,0.7,0.49439999999999995,0.2056,1.4158576051779936,0.159149740810345,1.2918651262210266,0.16766467065868262,0.9481037924151696,0.33532934131736525
leviticus,verse,exploratory,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,0.012000123106169616,-0.00024155905338485908,0.012241682159554476,-49.677803162486576,0.006141883849666341,1.9931477799306654,0.01996007984031936,0.9820359281437125,0.03992015968063872
numbers,minor,robustness,positive_block_difference_share,14,run_preserving_circular_translation,500,0.8571428571428571,0.5011428571428571,0.356,1.710376282782212,0.12927868962762865,2.753740782996905,0.005988023952095809,1.0,0.011976047904191617
numbers,minor,robustness,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.05060201237219289,-0.00016237434006873195,0.05076438671226162,-311.6379863393034,0.009690988911973569,5.238308202947212,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,positive_block_difference_share,14,run_preserving_circular_translation,500,0.8571428571428571,0.49985714285714283,0.35728571428571426,1.7147756501857674,0.13228748841760032,2.7008277091016177,0.007984031936127744,1.0,0.015968063872255488
numbers,major,robustness,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.053903774868140505,-0.0001299744447467273,0.054033749312887236,-414.72594842147055,0.007424903011207572,7.277367695083102,0.001996007984031936,1.0,0.003992015968063872
numbers,verse,exploratory,positive_block_difference_share,14,run_preserving_circular_translation,500,0.9285714285714286,0.4881428571428571,0.4404285714285715,1.9022534386889087,0.13572263132234516,3.24506360610222,0.001996007984031936,1.0,0.003992015968063872
numbers,verse,exploratory,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.029899839957219017,-0.0003766073524830957,0.030276447309702113,-79.39260813704134,0.005512740742041184,5.492086192047506,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,minor,robustness,positive_block_difference_share,13,run_preserving_circular_translation,500,0.7692307692307693,0.49815384615384617,0.2710769230769231,1.5441630636195183,0.14451354843222614,1.875788990151692,0.06187624750499002,0.9840319361277445,0.12375249500998003
deuteronomy,minor,robustness,median_block_hit_rate_difference,13,run_preserving_circular_translation,500,0.030275247060890076,-0.00030208773689919567,0.03057733479778927,-100.22004657207482,0.010409360096171936,2.937484582653082,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,major,robustness,positive_block_difference_share,13,run_preserving_circular_translation,500,0.6923076923076923,0.49153846153846154,0.20076923076923076,1.408450704225352,0.14212878566981543,1.412586689058507,0.1437125748502994,0.9540918163672655,0.2874251497005988
deuteronomy,major,robustness,median_block_hit_rate_difference,13,run_preserving_circular_translation,500,0.015090474477058885,-0.00035255000705772905,0.015443024484116614,-42.803784356719255,0.007635665238293859,2.022485795562098,0.031936127744510975,0.9700598802395209,0.06387225548902195
deuteronomy,verse,exploratory,positive_block_difference_share,13,run_preserving_circular_translation,500,0.8461538461538461,0.49123076923076925,0.3549230769230769,1.7225180081428124,0.14093945151760326,2.5182663413355715,0.015968063872255488,1.0,0.031936127744510975
deuteronomy,verse,exploratory,median_block_hit_rate_difference,13,run_preserving_circular_translation,500,0.005810251041318784,-9.777879944390661e-05,0.005908029840762691,-59.42240111724821,0.005499813063040421,1.0742237550700675,0.1536926147704591,0.8542914171656687,0.3073852295409182
