trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,5605,15893,run_preserving_circular_translation,500,0.3526709872270811,0.3078467249732587,0.04482426225382241,1.145605779167266,0.0036072295067922267,12.426229650600451,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,2984,15893,run_preserving_circular_translation,500,0.18775561567985904,0.1609451959982382,0.026810419681620845,1.1665810496258262,0.002642400500715444,10.146236225114922,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1561,15893,run_preserving_circular_translation,500,0.0982193418486126,0.08291814006166237,0.015301201786950228,1.1845338278882211,0.001927436097332609,7.938629876303374,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,5518,15656,run_preserving_circular_translation,500,0.352452733776188,0.3076034130296605,0.04484932074652753,1.1458024158600704,0.0036097453454824097,12.424510998443806,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2937,15656,run_preserving_circular_translation,500,0.18759580991313235,0.16075761394437674,0.026838195968755613,1.1669482104781788,0.002663142300297207,10.07764247736986,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1535,15656,run_preserving_circular_translation,500,0.09804547777210015,0.0828466113765405,0.01519886639555966,1.1834579126776872,0.001928507893683766,7.881153323426297,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,5334,15044,run_preserving_circular_translation,500,0.35455995745812285,0.30728658930066266,0.047273368157460194,1.153841299306446,0.003636332092961063,13.000289013472782,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2847,15044,run_preserving_circular_translation,500,0.18924488168040415,0.15988490393491986,0.029359977745484295,1.1836319566319724,0.0026771476793536007,10.966887621445405,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1486,15044,run_preserving_circular_translation,500,0.09877692103164053,0.08239817477265908,0.016378746258981447,1.1987755955052557,0.0019485080879486298,8.405788182395913,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,5087,14327,run_preserving_circular_translation,500,0.35506386542891044,0.30751070801295155,0.04755315741595889,1.1546390293958677,0.0036926699465841253,12.877716693837627,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2689,14327,run_preserving_circular_translation,500,0.18768758288546103,0.15939497846640327,0.02829260441905776,1.1774999732819136,0.0027321257003292674,10.355528084102435,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1401,14327,run_preserving_circular_translation,500,0.09778739443009701,0.08211112185008687,0.015676272580010142,1.1909153379810211,0.001998136007655779,7.8454482177124705,0.001996007984031936,1.0,0.003992015968063872
