book,coverage_unit,tokens,eligible_stream_positions,analyzed_total_arrivals,active_positions,active_rate,boundary_test_burst_ends,fixed_blocks_total,fixed_blocks_included,included_blocks_with_activity,canonical_verses_total,canonical_verses_with_analyzable_tokens,complete_represented_canonical_verses,complete_canonical_verses_with_activity,complete_canonical_verse_activity_coverage,complete_canonical_verses_with_burst_end,complete_canonical_verse_burst_end_coverage
genesis,canonical_chapter_verse,18128,18108,10988,6881,0.37999779103158826,4035,19,18,18,1533,1533,1530,1501,0.9810457516339869,1485,0.9705882352941176
exodus,canonical_chapter_verse,14626,14606,9833,5900,0.4039435848281528,3310,15,15,15,1210,1210,1206,1185,0.9825870646766169,1174,0.9734660033167496
leviticus,canonical_chapter_verse,10336,10316,7267,4310,0.4177975959674292,2364,11,10,10,859,859,857,841,0.9813302217036173,837,0.9766627771295215
numbers,canonical_chapter_verse,14463,14443,10220,6158,0.42636571349442637,3343,15,14,14,1288,1288,1286,1267,0.9852255054432348,1252,0.973561430793157
deuteronomy,canonical_chapter_verse,12690,12670,8744,5067,0.3999210734017364,2841,13,13,13,956,956,955,937,0.981151832460733,928,0.9717277486910995
