trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,5631,16051,run_preserving_circular_translation,500,0.35081926359728366,0.30785832658401346,0.042960937013270195,1.139547750713659,0.003455484711697408,12.432680390059334,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,2990,16051,run_preserving_circular_translation,500,0.18628122858388885,0.16098124727431312,0.025299981309575725,1.157161046630881,0.0027332546401086654,9.256357215429396,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1563,16051,run_preserving_circular_translation,500,0.09737711046040745,0.08289651735094386,0.014480593109463591,1.174682768012554,0.0020208957956529753,7.165432844490005,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,5545,15810,run_preserving_circular_translation,500,0.35072738772928524,0.3076028229523307,0.04312456477695453,1.1401956079695588,0.0034957191831862175,12.336392746984929,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2945,15810,run_preserving_circular_translation,500,0.18627450980392157,0.1608162777662416,0.025458232037679968,1.1583063132121825,0.002778670563123107,9.16201883575072,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1539,15810,run_preserving_circular_translation,500,0.09734345351043644,0.08285634520775807,0.014487108302678367,1.1748460937584524,0.0020368386268781445,7.112545938350898,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,5359,15195,run_preserving_circular_translation,500,0.35268180322474496,0.30729490740745413,0.04538689581729083,1.147698171115835,0.0035597830065167454,12.74990518641247,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2854,15195,run_preserving_circular_translation,500,0.18782494241526818,0.159910172718525,0.02791476969674317,1.1745653151527697,0.0028183158083238645,9.904769938946234,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1490,15195,run_preserving_circular_translation,500,0.09805857189865087,0.08241364551529408,0.015644926383356794,1.189834174735705,0.002066546836732342,7.570564627557539,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,5111,14478,run_preserving_circular_translation,500,0.3530183727034121,0.3075417256416699,0.04547664706174215,1.1478714700155157,0.003664153347828407,12.411229210342489,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2695,14478,run_preserving_circular_translation,500,0.18614449509600772,0.15943202604192205,0.02671246905408567,1.1675476986478346,0.0028390841036754454,9.408833299268597,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1404,14478,run_preserving_circular_translation,500,0.09697472026523,0.08216969188161073,0.014805028383619273,1.1801762674849774,0.00211347429341439,7.005066695039495,0.001996007984031936,1.0,0.003992015968063872
