excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,5631,16051,run_preserving_circular_translation,500,0.35081926359728366,0.30785832658401346,0.042960937013270195,1.139547750713659,0.003455484711697408,12.432680390059334,0.001996007984031936,1.0,0.003992015968063872
NONE,major,robustness,2990,16051,run_preserving_circular_translation,500,0.18628122858388885,0.16098124727431312,0.025299981309575725,1.157161046630881,0.0027332546401086654,9.256357215429396,0.001996007984031936,1.0,0.003992015968063872
NONE,verse,exploratory,1563,16051,run_preserving_circular_translation,500,0.09737711046040745,0.08289651735094386,0.014480593109463591,1.174682768012554,0.0020208957956529753,7.165432844490005,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,4154,11958,run_preserving_circular_translation,500,0.3473825054356916,0.30491637397558125,0.04246613146011036,1.139271403848949,0.0039683010587394036,10.701338137283471,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,2232,11958,run_preserving_circular_translation,500,0.18665328650275967,0.1595840441545409,0.02706924234821878,1.169623739588934,0.0031183384977562403,8.680661951130737,0.001996007984031936,1.0,0.003992015968063872
genesis,verse,exploratory,1170,11958,run_preserving_circular_translation,500,0.09784244856999498,0.08240073590901488,0.0154417126609801,1.1873977518602565,0.0023897369560241105,6.461678814504765,0.001996007984031936,1.0,0.003992015968063872
exodus,minor,robustness,4452,12710,run_preserving_circular_translation,500,0.35027537372147916,0.3078143194335169,0.04246105428796226,1.1379437264845413,0.003936431607451724,10.786686654883791,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,2369,12710,run_preserving_circular_translation,500,0.1863886703383163,0.16111549960660898,0.025273170731707317,1.1568636834656882,0.0029818154889508716,8.475766131525289,0.001996007984031936,1.0,0.003992015968063872
exodus,verse,exploratory,1241,12710,run_preserving_circular_translation,500,0.097639653815893,0.08313076317859952,0.014508890637293478,1.1745309447733847,0.002228904472785805,6.509426857203747,0.001996007984031936,1.0,0.003992015968063872
leviticus,minor,robustness,4840,13678,run_preserving_circular_translation,500,0.3538529024711215,0.30964336891358385,0.04420953355753765,1.1427756509453162,0.0037316666051114954,11.847128437728362,0.001996007984031936,1.0,0.003992015968063872
leviticus,major,robustness,2552,13678,run_preserving_circular_translation,500,0.18657698493931862,0.1609064190671151,0.025670565872203538,1.1595372392290713,0.003003705384929758,8.5462995142594,0.001996007984031936,1.0,0.003992015968063872
leviticus,verse,exploratory,1347,13678,run_preserving_circular_translation,500,0.09847930984061998,0.08289325924842814,0.015586050592191841,1.1880255491641487,0.0021527460993379746,7.240078426798663,0.001996007984031936,1.0,0.003992015968063872
numbers,minor,robustness,4397,12688,run_preserving_circular_translation,500,0.34654791929382095,0.307124684741488,0.03942323455233293,1.1283623118262738,0.004070624996453515,9.68481119893873,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,2271,12688,run_preserving_circular_translation,500,0.17898802017654478,0.15901119167717528,0.019976828499369492,1.1256315878691512,0.0031603003442205665,6.321180370056388,0.001996007984031936,1.0,0.003992015968063872
numbers,verse,exploratory,1177,12688,run_preserving_circular_translation,500,0.09276481715006306,0.08136585750315259,0.01139895964691047,1.1400951209353236,0.002239435655529071,5.090103669094901,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,minor,robustness,4681,13170,run_preserving_circular_translation,500,0.3554290053151101,0.3094249050873196,0.0460041002277905,1.1486761390936135,0.0037355887971634912,12.315086784370473,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,major,robustness,2536,13170,run_preserving_circular_translation,500,0.19255884586180713,0.16409597570235382,0.028462870159453313,1.1734525788193662,0.002998684400029898,9.491785850878316,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,verse,exploratory,1317,13170,run_preserving_circular_translation,500,0.1,0.08459863325740319,0.015401366742596817,1.1820521933934323,0.002229417011116696,6.9082485088253645,0.001996007984031936,1.0,0.003992015968063872
