scope,level,metric_role,metric,eligible_blocks,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
ALL,minor,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.8714285714285714,0.49774285714285715,0.3736857142857143,1.7507605763159406,0.05676488566797223,6.583043546876278,0.001996007984031936,1.0,0.003992015968063872
ALL,minor,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.05396246247314454,-0.00013652998270534676,0.054098992455849884,-395.24257898431034,0.00433924105850135,12.467385823117679,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.8142857142857143,0.4952,0.3190857142857143,1.6443572582506347,0.06149681259369198,5.188654514403962,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.03148517795047122,-0.0002684896578737725,0.03175366760834499,-117.26774952826538,0.0033954214563926438,9.35190756616136,0.001996007984031936,1.0,0.003992015968063872
ALL,verse,exploratory,positive_block_difference_share,70,run_preserving_circular_translation,500,0.7571428571428571,0.49082857142857145,0.26631428571428567,1.5425810582688164,0.060098280052811176,4.431312934085016,0.001996007984031936,1.0,0.003992015968063872
ALL,verse,exploratory,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.015263585187559159,-0.0004054444784151294,0.015669029665974287,-37.646548418229955,0.002506066154937037,6.252440557128054,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.9444444444444444,0.5014444444444445,0.44299999999999995,1.8834478174163527,0.11586129425383113,3.8235374708439482,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.059570912017807315,4.394549301139278e-05,0.05952696652479592,1355.5636297529688,0.008435057502135579,7.0570907797279325,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.8333333333333334,0.49322222222222223,0.34011111111111114,1.6895697229105655,0.12231203770643852,2.7806838761644443,0.003992015968063872,1.0,0.007984031936127744
genesis,major,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.03093529947177065,-0.0005159043927585297,0.03145120386452918,-59.96324106945527,0.006451522870913718,4.8750046297324525,0.001996007984031936,1.0,0.003992015968063872
genesis,verse,exploratory,positive_block_difference_share,18,run_preserving_circular_translation,500,0.7222222222222222,0.495,0.22722222222222221,1.4590347923681257,0.11995240825808201,1.8942697818400216,0.05788423153692615,0.9780439121756487,0.1157684630738523
genesis,verse,exploratory,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.016323907595138507,-0.000292836758931968,0.016616744354070474,-55.74405226541551,0.0046645821786403625,3.562322136837975,0.001996007984031936,1.0,0.003992015968063872
exodus,minor,robustness,positive_block_difference_share,15,run_preserving_circular_translation,500,0.8666666666666667,0.4981333333333333,0.3685333333333334,1.73982869379015,0.1338857888068948,2.7525948542968495,0.003992015968063872,1.0,0.007984031936127744
exodus,minor,robustness,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.04940378826765096,6.785270528020127e-05,0.04933593556237076,728.1034420607912,0.009997883950990442,4.934637749769369,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,positive_block_difference_share,15,run_preserving_circular_translation,500,0.8,0.5,0.30000000000000004,1.6,0.1326314861226817,2.261906344942147,0.013972055888223553,0.998003992015968,0.027944111776447105
exodus,major,robustness,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.03224666209960411,0.00016774828955995697,0.03207891381004416,192.23243458514335,0.007313515677950534,4.386250774953371,0.001996007984031936,1.0,0.003992015968063872
exodus,verse,exploratory,positive_block_difference_share,15,run_preserving_circular_translation,500,0.8,0.4924,0.30760000000000004,1.6246953696181967,0.12915114315319773,2.3817055930749924,0.015968063872255488,0.9960079840319361,0.031936127744510975
exodus,verse,exploratory,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.01672725441220653,-0.0003716444287981576,0.017098898841004687,-45.008758684476895,0.005402196230900951,3.165175441646817,0.001996007984031936,1.0,0.003992015968063872
leviticus,minor,robustness,positive_block_difference_share,10,run_preserving_circular_translation,500,0.8,0.499,0.30100000000000005,1.6032064128256514,0.1595587666034054,1.8864522859352306,0.06187624750499002,0.9900199600798403,0.12375249500998003
leviticus,minor,robustness,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,0.025508589519874614,-0.0002763163705841799,0.025784905890458794,-92.3166060191986,0.011619415825022501,2.219122396405747,0.015968063872255488,0.9860279441117764,0.031936127744510975
leviticus,major,robustness,positive_block_difference_share,10,run_preserving_circular_translation,500,0.8,0.494,0.30600000000000005,1.619433198380567,0.16359706598836055,1.8704491926632172,0.06786427145708583,0.9900199600798403,0.13572854291417166
leviticus,major,robustness,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,0.029800207925927316,-0.0005222816775401129,0.03032248960346743,-57.05773188575731,0.009131053447842668,3.320809562299903,0.003992015968063872,0.998003992015968,0.007984031936127744
leviticus,verse,exploratory,positive_block_difference_share,10,run_preserving_circular_translation,500,0.7,0.49560000000000004,0.20439999999999992,1.4124293785310733,0.1634033047401429,1.2508926935416225,0.16367265469061876,0.936127744510978,0.3273453093812375
leviticus,verse,exploratory,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,0.010539219920727344,-0.00027659765620441883,0.010815817576931763,-38.10307023331521,0.006337164950695944,1.706728112820225,0.04590818363273453,0.9560878243512974,0.09181636726546906
numbers,minor,robustness,positive_block_difference_share,14,run_preserving_circular_translation,500,0.9285714285714286,0.489,0.4395714285714286,1.8989190768331874,0.12645649409168033,3.476068443371058,0.001996007984031936,1.0,0.003992015968063872
numbers,minor,robustness,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.07277788529009802,-0.0006876855825078582,0.07346557087260587,-105.83017463401072,0.009512108122123943,7.723374243584804,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,positive_block_difference_share,14,run_preserving_circular_translation,500,0.9285714285714286,0.49328571428571427,0.43528571428571433,1.882421083116131,0.1291487830498813,3.370420564610302,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.051738946577021674,-0.0005296187676201893,0.05226856534464187,-97.69092362324616,0.007279913310005534,7.179833484116329,0.001996007984031936,1.0,0.003992015968063872
numbers,verse,exploratory,positive_block_difference_share,14,run_preserving_circular_translation,500,0.8571428571428571,0.4838571428571428,0.3732857142857143,1.7714791851195748,0.12815257169738367,2.9128226561631707,0.005988023952095809,1.0,0.011976047904191617
numbers,verse,exploratory,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.025163325899410012,-0.0005764784058714054,0.025739804305281416,-43.65007542888463,0.005315312448846839,4.842575963876909,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,minor,robustness,positive_block_difference_share,13,run_preserving_circular_translation,500,0.7692307692307693,0.5006153846153847,0.2686153846153846,1.5365703749231714,0.13790349082262235,1.9478505077213002,0.04590818363273453,0.9860279441117764,0.09181636726546906
