trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,4538,14006,run_preserving_circular_translation,500,0.32400399828644866,0.3078519206054548,0.01615207768099386,1.0524670356099368,0.003823487026905015,4.224436376358893,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,2402,14006,run_preserving_circular_translation,500,0.17149792945880338,0.16093974011138085,0.01055818934742253,1.0656033701813832,0.0028457794411914285,3.7101221530373363,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1243,14006,run_preserving_circular_translation,500,0.08874767956590032,0.08301870626874197,0.005728973297158352,1.0690082218170558,0.002200566586127036,2.603408291880528,0.00998003992015968,0.9920159680638723,0.01996007984031936
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,4453,13767,run_preserving_circular_translation,500,0.32345463790222995,0.30757314970683464,0.01588148819539531,1.051634832918715,0.003854575239697079,4.12016557151013,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2360,13767,run_preserving_circular_translation,500,0.17142442071620542,0.16073771993498975,0.010686700781215669,1.0664853326620403,0.0028902126772692043,3.6975482341710983,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1223,13767,run_preserving_circular_translation,500,0.08883562141352509,0.08294575175622616,0.0058898696572989295,1.0710086958354297,0.0022150944822693485,2.6589699466294547,0.00998003992015968,0.9920159680638723,0.01996007984031936
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,4262,13101,run_preserving_circular_translation,500,0.3253186779635142,0.30792276452631684,0.017395913437197374,1.0564944052251473,0.0039253477214252685,4.4316872470296795,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2267,13101,run_preserving_circular_translation,500,0.17304022593695137,0.160680518872077,0.012359707064874381,1.07692100543137,0.0029580594719475525,4.178315947358858,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1170,13101,run_preserving_circular_translation,500,0.08930615983512709,0.08290908469728814,0.006397075137838951,1.0771577102943002,0.0022542316827865788,2.837807305561058,0.007984031936127744,0.9940119760479041,0.015968063872255488
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,4047,12500,run_preserving_circular_translation,500,0.32376,0.30786626548745594,0.015893734512544055,1.0516254500550066,0.00397097906011945,4.002472506633153,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2154,12500,run_preserving_circular_translation,500,0.17232,0.16062833992537767,0.011691660074622329,1.0727870317283603,0.0030164757889863496,3.875933669784623,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1114,12500,run_preserving_circular_translation,500,0.08912,0.08296780363144617,0.006152196368553839,1.0741516118214085,0.002313939004376275,2.658754771374006,0.00998003992015968,0.9920159680638723,0.01996007984031936
