scope,level,metric_role,metric,eligible_blocks,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
ALL,minor,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.6714285714285714,0.4981142857142857,0.1733142857142857,1.3479408053229323,0.05903747685554818,2.9356655288359956,0.005988023952095809,0.998003992015968,0.011976047904191617
ALL,minor,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.014368116610228632,-5.69031443687184e-05,0.01442501975459735,-252.5012768561042,0.004712788995973625,3.0608244432164007,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.6142857142857143,0.49542857142857144,0.11885714285714288,1.2399077277970012,0.05706709262985534,2.082761489674372,0.02594810379241517,0.9880239520958084,0.05189620758483034
ALL,major,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.010913641576176955,-0.00025367053354601526,0.01116731210972297,-43.022898338317425,0.0035668638190272145,3.1308490248917367,0.001996007984031936,1.0,0.003992015968063872
ALL,verse,exploratory,positive_block_difference_share,70,run_preserving_circular_translation,500,0.5714285714285714,0.4894,0.0820285714285714,1.1676104851421565,0.0600534387875006,1.3659262997216515,0.10778443113772455,0.9221556886227545,0.2155688622754491
ALL,verse,exploratory,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.004217470842737721,-0.0004045146233874487,0.004621985466125169,-10.42600340976593,0.00266704001227285,1.7330019215520938,0.04790419161676647,0.9540918163672655,0.09580838323353294
genesis,minor,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.7222222222222222,0.5011111111111111,0.22111111111111115,1.4412416851441243,0.11753118840083929,1.8812973315390402,0.05389221556886228,0.9880239520958084,0.10778443113772455
genesis,minor,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.011801431926539124,0.0002149262410230694,0.011586505685516054,54.909218485203034,0.009146637280342578,1.26675031821991,0.10179640718562874,0.9001996007984032,0.20359281437125748
genesis,major,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.6666666666666666,0.4921111111111111,0.17455555555555552,1.3547076089410701,0.12020861496211956,1.4521052056923034,0.1157684630738523,0.9600798403193613,0.2315369261477046
genesis,major,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.015169998694637352,-0.000328736422859632,0.015498735117496984,-46.146388534241694,0.007168483083243339,2.162066219243231,0.017964071856287425,0.9840319361277445,0.03592814371257485
genesis,verse,exploratory,positive_block_difference_share,18,run_preserving_circular_translation,500,0.5,0.49088888888888893,0.00911111111111107,1.0185604345857853,0.11430282499776258,0.07971028809908605,0.5249500998003992,0.6387225548902196,1.0
genesis,verse,exploratory,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.0018531541048183442,-0.00042768544072732743,0.002280839545545672,-4.332983843609093,0.0049964610646034005,0.4564910075461012,0.32335329341317365,0.6786427145708582,0.6467065868263473
exodus,minor,robustness,positive_block_difference_share,15,run_preserving_circular_translation,500,0.6,0.49693333333333334,0.10306666666666664,1.2074054199087738,0.12606671954872856,0.8175565052823341,0.2994011976047904,0.8682634730538922,0.5988023952095808
exodus,minor,robustness,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.011374281828875898,-6.347129563861021e-05,0.011437753124514508,-179.20355515725146,0.010291673685830983,1.1113598695090172,0.12974051896207583,0.872255489021956,0.25948103792415167
exodus,major,robustness,positive_block_difference_share,15,run_preserving_circular_translation,500,0.6666666666666666,0.4966666666666667,0.16999999999999993,1.3422818791946307,0.12912526218108264,1.3165510538255123,0.13572854291417166,0.9461077844311377,0.2714570858283433
exodus,major,robustness,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.0074704620969634206,-7.485370334437502e-05,0.007545315800307795,-99.8008350047092,0.007907960469471528,0.9541418206927421,0.16167664670658682,0.8403193612774451,0.32335329341317365
exodus,verse,exploratory,positive_block_difference_share,15,run_preserving_circular_translation,500,0.6,0.49026666666666663,0.10973333333333335,1.2238237693772098,0.12845550894289345,0.8542516723211669,0.28542914171656686,0.8642714570858283,0.5708582834331337
exodus,verse,exploratory,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.0044569673800297915,-0.0004507574894394295,0.004907724869469221,-9.887727845792558,0.0056498301596623795,0.868649982526642,0.18962075848303392,0.812375249500998,0.37924151696606784
leviticus,minor,robustness,positive_block_difference_share,10,run_preserving_circular_translation,500,0.6,0.49460000000000004,0.10539999999999994,1.2131014961585118,0.1476172076690248,0.7140088995337127,0.36327345309381237,0.8582834331337326,0.7265469061876247
leviticus,minor,robustness,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,0.020506232420848952,-0.00031895331141862447,0.020825185732267576,-64.29227001796083,0.011244136012477566,1.8520930117848062,0.02594810379241517,0.9760479041916168,0.05189620758483034
leviticus,major,robustness,positive_block_difference_share,10,run_preserving_circular_translation,500,0.6,0.49319999999999997,0.1068,1.2165450121654502,0.15097602458668727,0.7073970870035572,0.36327345309381237,0.8403193612774451,0.7265469061876247
leviticus,major,robustness,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,0.004907497890098533,-0.0004072349333169169,0.00531473282341545,-12.05077828202778,0.008835623207011065,0.6015119362715933,0.2754491017964072,0.7265469061876247,0.5508982035928144
leviticus,verse,exploratory,positive_block_difference_share,10,run_preserving_circular_translation,500,0.2,0.485,-0.285,0.4123711340206186,0.15164102347320133,-1.8794386470912103,0.9900199600798403,0.06187624750499002,0.12375249500998003
leviticus,verse,exploratory,median_block_hit_rate_difference,10,run_preserving_circular_translation,500,-0.010467906922105322,-0.0005929567295718779,-0.009874950192533444,17.653745037455398,0.0061283607806032515,-1.6113526187603782,0.9481037924151696,0.05389221556886228,0.10778443113772455
numbers,minor,robustness,positive_block_difference_share,14,run_preserving_circular_translation,500,0.5714285714285714,0.4982857142857143,0.07314285714285712,1.146788990825688,0.1296664480700464,0.5640846821326132,0.40119760479041916,0.7964071856287425,0.8023952095808383
numbers,minor,robustness,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.006068431924211526,-0.0002219813197410082,0.006290413243952534,-27.337579266992982,0.009282198705387547,0.6776856910315301,0.25149700598802394,0.7504990019960079,0.5029940119760479
numbers,major,robustness,positive_block_difference_share,14,run_preserving_circular_translation,500,0.5,0.495,0.0050000000000000044,1.0101010101010102,0.12985667138056795,0.03850399018273478,0.590818363273453,0.6327345309381237,1.0
numbers,major,robustness,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.005804197558920116,-0.00018519630736267556,0.005989393866282791,-31.34078449822209,0.007662499889142323,0.7816501080502064,0.22554890219560877,0.7764471057884231,0.45109780439121755
numbers,verse,exploratory,positive_block_difference_share,14,run_preserving_circular_translation,500,0.7142857142857143,0.48728571428571427,0.22700000000000004,1.4658457930225741,0.134587730283474,1.686632202815841,0.08183632734530938,0.9780439121756487,0.16367265469061876
numbers,verse,exploratory,median_block_hit_rate_difference,14,run_preserving_circular_translation,500,0.02072980142566,-0.00041979340629573107,0.02114959483195573,-49.38096005027891,0.005809850051033843,3.640299602602004,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,minor,robustness,positive_block_difference_share,13,run_preserving_circular_translation,500,0.8461538461538461,0.4978461538461539,0.34830769230769226,1.699629171817058,0.14052345084250667,2.478644597890371,0.017964071856287425,0.998003992015968,0.03592814371257485
deuteronomy,minor,robustness,median_block_hit_rate_difference,13,run_preserving_circular_translation,500,0.029544142097946202,-0.00044202440053236293,0.029986166498478566,-66.83826065340283,0.01040148772595672,2.8828728436268443,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,major,robustness,positive_block_difference_share,13,run_preserving_circular_translation,500,0.6153846153846154,0.5007692307692307,0.11461538461538467,1.228878648233487,0.14095825896069647,0.8131157795255047,0.2834331337325349,0.8702594810379242,0.5668662674650699
deuteronomy,major,robustness,median_block_hit_rate_difference,13,run_preserving_circular_translation,500,0.02068255470387198,-0.0002667208353751486,0.02094927553924713,-77.54382845562674,0.0078133823580219,2.6812044488951416,0.00998003992015968,0.9920159680638723,0.01996007984031936
deuteronomy,verse,exploratory,positive_block_difference_share,13,run_preserving_circular_translation,500,0.7692307692307693,0.492,0.2772307692307693,1.5634771732332708,0.13775855733254175,2.0124395507536357,0.03992015968063872,0.9840319361277445,0.07984031936127745
deuteronomy,verse,exploratory,median_block_hit_rate_difference,13,run_preserving_circular_translation,500,0.006404119191807306,-0.00027058899374573966,0.006674708185553046,-23.667330674302924,0.005927200125759773,1.1261148677171506,0.13373253493013973,0.8682634730538922,0.26746506986027946
