excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,4538,14006,run_preserving_circular_translation,500,0.32400399828644866,0.3078519206054548,0.01615207768099386,1.0524670356099368,0.003823487026905015,4.224436376358893,0.001996007984031936,1.0,0.003992015968063872
NONE,major,robustness,2402,14006,run_preserving_circular_translation,500,0.17149792945880338,0.16093974011138085,0.01055818934742253,1.0656033701813832,0.0028457794411914285,3.7101221530373363,0.001996007984031936,1.0,0.003992015968063872
NONE,verse,exploratory,1243,14006,run_preserving_circular_translation,500,0.08874767956590032,0.08301870626874197,0.005728973297158352,1.0690082218170558,0.002200566586127036,2.603408291880528,0.00998003992015968,0.9920159680638723,0.01996007984031936
genesis,minor,robustness,3401,10552,run_preserving_circular_translation,500,0.3223085670962851,0.3048741470811221,0.017434420015162988,1.0571856294870552,0.004292653643224417,4.061455096122585,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,1793,10552,run_preserving_circular_translation,500,0.16992039423805913,0.1595822592873389,0.010338134950720224,1.0647824826950576,0.0032720626318491776,3.1595162177191325,0.001996007984031936,1.0,0.003992015968063872
genesis,verse,exploratory,927,10552,run_preserving_circular_translation,500,0.08785064442759666,0.0825871872630781,0.005263457164518565,1.0637321276937552,0.0025174843727771836,2.0907606106456735,0.023952095808383235,0.9780439121756487,0.04790419161676647
exodus,minor,robustness,3622,11087,run_preserving_circular_translation,500,0.32668891494543156,0.30786362406421935,0.01882529088121221,1.0611481494068469,0.004360479027137494,4.317252935756091,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,1916,11087,run_preserving_circular_translation,500,0.17281500856859386,0.16101055289979255,0.011804455668801311,1.073314794938615,0.0032178272866213854,3.668455332540737,0.001996007984031936,1.0,0.003992015968063872
exodus,verse,exploratory,999,11087,run_preserving_circular_translation,500,0.0901055289979255,0.08314350139803374,0.006962027599891757,1.0837350783023,0.00245007294749956,2.8415593123449265,0.005988023952095809,0.9960079840319361,0.011976047904191617
leviticus,minor,robustness,3903,11949,run_preserving_circular_translation,500,0.3266382124027115,0.30957101012637045,0.017067202276341065,1.0551317846893158,0.004162021993833048,4.100699684343303,0.001996007984031936,1.0,0.003992015968063872
leviticus,major,robustness,2072,11949,run_preserving_circular_translation,500,0.17340363210310486,0.1608424135910955,0.012561218512009364,1.0780964313551233,0.0030606218783773695,4.104139292982139,0.001996007984031936,1.0,0.003992015968063872
leviticus,verse,exploratory,1092,11949,run_preserving_circular_translation,500,0.0913884007029877,0.08306167880157335,0.008326721901414355,1.1002474549220962,0.0023719095679803196,3.5105562260135224,0.001996007984031936,1.0,0.003992015968063872
numbers,minor,robustness,3543,10947,run_preserving_circular_translation,500,0.32365031515483694,0.3070594683474924,0.016590846807344517,1.0540313799689414,0.0043302498049409485,3.8313833045876127,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,1821,10947,run_preserving_circular_translation,500,0.1663469443683201,0.15886050972869278,0.00748643463962731,1.047125837959433,0.003227366915253686,2.3196726112062906,0.017964071856287425,0.9840319361277445,0.03592814371257485
numbers,verse,exploratory,921,10947,run_preserving_circular_translation,500,0.08413263907919978,0.08137608477208368,0.0027565543071161047,1.0338742557452425,0.0024029344980094542,1.1471616514722238,0.13373253493013973,0.872255489021956,0.26746506986027946
deuteronomy,minor,robustness,3683,11489,run_preserving_circular_translation,500,0.3205674993472017,0.30954269301070586,0.01102480633649583,1.0356164321931338,0.004044343407565879,2.7259817541387266,0.007984031936127744,0.9940119760479041,0.015968063872255488
deuteronomy,major,robustness,2006,11489,run_preserving_circular_translation,500,0.17460179301940987,0.1642005396466185,0.01040125337279138,1.0633448184468595,0.003144666564951017,3.307585449191621,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,verse,exploratory,1033,11489,run_preserving_circular_translation,500,0.08991208982505004,0.08481504047349638,0.0050970493515536675,1.060096055170149,0.0024196093710726094,2.106558774524068,0.011976047904191617,0.9900199600798403,0.023952095808383235
