scope,level,metric_role,metric,eligible_blocks,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
ALL,minor,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.8142857142857143,0.4957142857142857,0.31857142857142856,1.6426512968299711,0.057103557914814834,5.578836769622353,0.001996007984031936,1.0,0.003992015968063872
ALL,minor,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.042724175483365934,-0.00029442049493910553,0.04301859597830504,-145.1127765144288,0.0042122717875107,10.21268288191999,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.7571428571428571,0.49448571428571425,0.26265714285714287,1.5311723580054313,0.06128721942873671,4.285675631973388,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.022432762651328042,-0.00032296648791369295,0.022755729139241735,-69.45848405585288,0.003429940808787005,6.634437854129988,0.001996007984031936,1.0,0.003992015968063872
ALL,verse,exploratory,positive_block_difference_share,70,run_preserving_circular_translation,500,0.7142857142857143,0.4910571428571428,0.2232285714285715,1.4545877698260314,0.058703898977001866,3.802619167016907,0.001996007984031936,1.0,0.003992015968063872
ALL,verse,exploratory,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.01232855749523478,-0.0002772124825354536,0.012605769977770234,-44.47331297088342,0.002439508814361055,5.167339385519654,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.9444444444444444,0.4902222222222222,0.4542222222222222,1.926563916591115,0.124238718841025,3.6560439970685934,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.042724175483365934,-0.00018750972268480697,0.042911685206050744,-227.8504542144879,0.008938671012782359,4.800678439187073,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.8333333333333334,0.49322222222222223,0.34011111111111114,1.6895697229105655,0.11604485084400518,2.9308591345281663,0.005988023952095809,0.998003992015968,0.011976047904191617
genesis,major,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.014290543867057665,-0.00026934243124819834,0.014559886298305864,-53.05715776319315,0.006331863561139518,2.299463050288087,0.013972055888223553,0.9880239520958084,0.027944111776447105
