book,coverage_unit,tokens,eligible_stream_positions,analyzed_total_arrivals,active_positions,active_rate,boundary_test_burst_ends,fixed_blocks_total,fixed_blocks_included,included_blocks_with_activity,canonical_verses_total,canonical_verses_with_analyzable_tokens,complete_represented_canonical_verses,complete_canonical_verses_with_activity,complete_canonical_verse_activity_coverage,complete_canonical_verses_with_burst_end,complete_canonical_verse_burst_end_coverage
genesis,canonical_chapter_verse,18128,18108,11980,7356,0.40622929092113985,4184,19,18,18,1533,1533,1530,1510,0.9869281045751634,1492,0.9751633986928104
exodus,canonical_chapter_verse,14626,14606,10717,6290,0.4306449404354375,3378,15,15,15,1210,1210,1206,1190,0.9867330016583747,1176,0.9751243781094527
leviticus,canonical_chapter_verse,10336,10316,7750,4558,0.44183792167506786,2397,11,10,10,859,859,857,842,0.9824970828471412,837,0.9766627771295215
numbers,canonical_chapter_verse,14463,14443,11155,6489,0.44928338987744926,3397,15,14,14,1288,1288,1286,1270,0.9875583203732504,1255,0.9758942457231726
deuteronomy,canonical_chapter_verse,12690,12670,9411,5363,0.4232833464877664,2924,13,13,13,956,956,955,942,0.9863874345549738,933,0.9769633507853404
