excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,5722,16280,run_preserving_circular_translation,500,0.3514742014742015,0.30770429975429975,0.04376990171990175,1.1422466366406052,0.0034974377750673132,12.514847878618609,0.001996007984031936,1.0,0.003992015968063872
NONE,major,robustness,3032,16280,run_preserving_circular_translation,500,0.18624078624078624,0.1607906633906634,0.025450122850122853,1.1582810986250378,0.0027114057552237968,9.386320288319306,0.001996007984031936,1.0,0.003992015968063872
NONE,verse,exploratory,1593,16280,run_preserving_circular_translation,500,0.09785012285012284,0.08289189189189189,0.014958230958230956,1.18045469365978,0.0019048837556238478,7.852568910868867,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,4204,12096,run_preserving_circular_translation,500,0.34755291005291006,0.3045226521164021,0.04303025793650794,1.1413039642123564,0.004119517988063882,10.445459410830631,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,2258,12096,run_preserving_circular_translation,500,0.18667328042328044,0.15936392195767196,0.027309358465608474,1.1713647488724708,0.003165753599549541,8.626495274140842,0.001996007984031936,1.0,0.003992015968063872
genesis,verse,exploratory,1186,12096,run_preserving_circular_translation,500,0.0980489417989418,0.08234292328042328,0.015706018518518522,1.1907391417843016,0.0022635147208673913,6.9387746294399575,0.001996007984031936,1.0,0.003992015968063872
exodus,minor,robustness,4534,12902,run_preserving_circular_translation,500,0.3514183847465509,0.3077031467989459,0.04371523794760501,1.1420695186330632,0.0039777891882012886,10.989832763704742,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,2403,12902,run_preserving_circular_translation,500,0.186250193768408,0.16086110680514648,0.02538908696326153,1.1578323528136338,0.003029216518850486,8.381403839992288,0.001996007984031936,1.0,0.003992015968063872
exodus,verse,exploratory,1261,12902,run_preserving_circular_translation,500,0.09773678499457449,0.08307471709812432,0.014662067896450165,1.1764925407947155,0.002109808370933457,6.949478492192694,0.001996007984031936,1.0,0.003992015968063872
leviticus,minor,robustness,4920,13883,run_preserving_circular_translation,500,0.35439026147086367,0.3093674277893827,0.04502283368148097,1.1455319133083801,0.003749241410104579,12.008518192544216,0.001996007984031936,1.0,0.003992015968063872
leviticus,major,robustness,2587,13883,run_preserving_circular_translation,500,0.18634300943600088,0.16062594540084996,0.02571706403515092,1.1601052928963171,0.0029482911688915323,8.722701579308314,0.001996007984031936,1.0,0.003992015968063872
leviticus,verse,exploratory,1372,13883,run_preserving_circular_translation,500,0.09882590218252539,0.082857739681625,0.015968162500900385,1.192717814440231,0.0020959073009697614,7.618735090770488,0.001996007984031936,1.0,0.003992015968063872
numbers,minor,robustness,4479,12883,run_preserving_circular_translation,500,0.34766746875727705,0.30696142202903054,0.040706046728246514,1.1326096499657106,0.004032786844913787,10.09377591567618,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,2315,12883,run_preserving_circular_translation,500,0.17969417061243498,0.15885802996196538,0.020836140650469598,1.1311620234460813,0.0030411705265319636,6.851355577955817,0.001996007984031936,1.0,0.003992015968063872
numbers,verse,exploratory,1212,12883,run_preserving_circular_translation,500,0.09407746642862687,0.08139237755181247,0.012685088876814396,1.1558510668734228,0.002127258586760251,5.9631156060502235,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,minor,robustness,4751,13356,run_preserving_circular_translation,500,0.3557202755315963,0.3095747229709494,0.046145552560646896,1.1490611123472674,0.0037826372120966993,12.19930698431125,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,major,robustness,2565,13356,run_preserving_circular_translation,500,0.19204851752021562,0.16405016471997605,0.027998352800239573,1.1706694586258484,0.002963192238752364,9.448712923204782,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,verse,exploratory,1341,13356,run_preserving_circular_translation,500,0.10040431266846361,0.08469436957172806,0.015709943096735554,1.1854898168104402,0.002155141028520291,7.289519752459969,0.001996007984031936,1.0,0.003992015968063872
