trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,5722,16280,run_preserving_circular_translation,500,0.3514742014742015,0.30770429975429975,0.04376990171990175,1.1422466366406052,0.0034974377750673132,12.514847878618609,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,3032,16280,run_preserving_circular_translation,500,0.18624078624078624,0.1607906633906634,0.025450122850122853,1.1582810986250378,0.0027114057552237968,9.386320288319306,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1593,16280,run_preserving_circular_translation,500,0.09785012285012284,0.08289189189189189,0.014958230958230956,1.18045469365978,0.0019048837556238478,7.852568910868867,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,5638,16034,run_preserving_circular_translation,500,0.35162779094424346,0.3074351486281453,0.04419264231609815,1.143746225873317,0.0035030628947758037,12.615429309591795,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2990,16034,run_preserving_circular_translation,500,0.1864787326930273,0.1605934934836643,0.025885239209363003,1.1611848565458605,0.002723223006113003,9.50536887770728,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1570,16034,run_preserving_circular_translation,500,0.09791692653112137,0.08282606259029215,0.015090863940829216,1.1821994607600481,0.0019122527450663757,7.89166807565775,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,5400,15323,run_preserving_circular_translation,500,0.3524114076877896,0.3077478184840199,0.04466358920376973,1.145130481911406,0.0035428709357717266,12.606609163435662,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2854,15323,run_preserving_circular_translation,500,0.1862559551001762,0.16056444337807002,0.02569151172210618,1.160007478502648,0.002747378013403339,9.35128387748892,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1494,15323,run_preserving_circular_translation,500,0.09750048946028846,0.08281151424665996,0.014688975213628497,1.1773784158791776,0.0019329893880789782,7.59909770028615,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,5209,14706,run_preserving_circular_translation,500,0.3542091663266694,0.30735785224395507,0.04685131408271431,1.1524324618377657,0.003608404900477295,12.98394037667922,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2745,14706,run_preserving_circular_translation,500,0.18665850673194614,0.15926906530903384,0.027389441422912303,1.1719696249222527,0.0028003763162866646,9.780628861777783,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1438,14706,run_preserving_circular_translation,500,0.09778321773425813,0.08217302445520216,0.015610193279055967,1.1899673692498212,0.0019981858717269515,7.812182790365096,0.001996007984031936,1.0,0.003992015968063872
