trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,2879,8603,run_preserving_circular_translation,500,0.33465070324305474,0.30749320004649544,0.027157503196559296,1.0883190366240711,0.004871949432289604,5.574258020119978,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,1494,8603,run_preserving_circular_translation,500,0.17366035104033475,0.1609864000929908,0.012673950947343943,1.0787268423917988,0.0037444338451082517,3.3847442555037417,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,757,8603,run_preserving_circular_translation,500,0.08799256073462745,0.08301243752179473,0.004980123212832727,1.059992494637026,0.002735316588137259,1.8206752499622623,0.03592814371257485,0.9660678642714571,0.0718562874251497
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,2804,8417,run_preserving_circular_translation,500,0.33313532137341095,0.30721910656724744,0.025916214806163518,1.0843574317227263,0.004885931921969685,5.3042521304136,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,1457,8417,run_preserving_circular_translation,500,0.173102055364144,0.1608017315019416,0.012300323862202395,1.0764937276938082,0.003758797622167904,3.272409184697772,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,739,8417,run_preserving_circular_translation,500,0.08779850302958299,0.08297099054441551,0.004827512485167482,1.058183136702258,0.0027373878356420156,1.763547138739753,0.041916167664670656,0.9600798403193613,0.08383233532934131
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,2679,7917,run_preserving_circular_translation,500,0.33838575217885564,0.307171133981246,0.031214618197609623,1.1016196339579076,0.005021801396891861,6.215820923728537,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,1396,7917,run_preserving_circular_translation,500,0.17632941770872806,0.16007302962696837,0.016256388081759693,1.1015560717482722,0.0038467321407980866,4.226025490401565,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,708,7917,run_preserving_circular_translation,500,0.0894278135657446,0.0826268509218638,0.0068009626438808035,1.082309353049315,0.0028233321322578098,2.4088425751178253,0.00998003992015968,0.9920159680638723,0.01996007984031936
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,2536,7483,run_preserving_circular_translation,500,0.3389015100895363,0.3070886728010892,0.03181283728844708,1.1035949551582882,0.005165127184192256,6.159158555825979,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,1310,7483,run_preserving_circular_translation,500,0.17506347721502072,0.15930889420421163,0.015754583010809092,1.098893304667685,0.0039592290739472605,3.9792047180291426,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,661,7483,run_preserving_circular_translation,500,0.08833355606040358,0.08222908125218518,0.006104474808218394,1.0742374195997255,0.00293016225650416,2.083323131566563,0.033932135728542916,0.9680638722554891,0.06786427145708583
