excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,2879,8603,run_preserving_circular_translation,500,0.33465070324305474,0.30749320004649544,0.027157503196559296,1.0883190366240711,0.004871949432289604,5.574258020119978,0.001996007984031936,1.0,0.003992015968063872
NONE,major,robustness,1494,8603,run_preserving_circular_translation,500,0.17366035104033475,0.1609864000929908,0.012673950947343943,1.0787268423917988,0.0037444338451082517,3.3847442555037417,0.001996007984031936,1.0,0.003992015968063872
NONE,verse,exploratory,757,8603,run_preserving_circular_translation,500,0.08799256073462745,0.08301243752179473,0.004980123212832727,1.059992494637026,0.002735316588137259,1.8206752499622623,0.03592814371257485,0.9660678642714571,0.0718562874251497
genesis,minor,robustness,2148,6620,run_preserving_circular_translation,500,0.3244712990936556,0.30473927492447134,0.019732024169184237,1.0647505122996528,0.005589781385346176,3.530017152533458,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,1130,6620,run_preserving_circular_translation,500,0.17069486404833836,0.15972326283987914,0.01097160120845922,1.0686913165520424,0.0042679225267985505,2.5707123640524996,0.00998003992015968,0.9920159680638723,0.01996007984031936
genesis,verse,exploratory,577,6620,run_preserving_circular_translation,500,0.08716012084592145,0.08256525679758307,0.004594864048338379,1.0556513020919094,0.003085090978777064,1.4893771626014711,0.07385229540918163,0.936127744510978,0.14770459081836326
exodus,minor,robustness,2278,6807,run_preserving_circular_translation,500,0.33465550168943736,0.3075839576906126,0.027071543998824776,1.0880135108543438,0.005402237579689574,5.0111724261450155,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,1175,6807,run_preserving_circular_translation,500,0.1726164242691347,0.16107536359629793,0.011541060672836778,1.071650067491153,0.0042569004982709584,2.7111417514984093,0.005988023952095809,0.998003992015968,0.011976047904191617
exodus,verse,exploratory,596,6807,run_preserving_circular_translation,500,0.08755692669311003,0.08319729690024974,0.004359629792860295,1.0524010990175237,0.002983645965485511,1.461175301390317,0.08183632734530938,0.9241516966067864,0.16367265469061876
leviticus,minor,robustness,2447,7276,run_preserving_circular_translation,500,0.3363111599780099,0.30922842221000546,0.02708273776800446,1.087581657515336,0.00514333726033986,5.265596323390796,0.001996007984031936,1.0,0.003992015968063872
leviticus,major,robustness,1280,7276,run_preserving_circular_translation,500,0.1759208356239692,0.1609079164376031,0.015012919186366103,1.093301308715832,0.004105402647252341,3.6568688814028825,0.001996007984031936,1.0,0.003992015968063872
leviticus,verse,exploratory,650,7276,run_preserving_circular_translation,500,0.08933479934029687,0.08307751511819682,0.0062572842221000485,1.0753186251803226,0.003014608734225513,2.075653848892472,0.02594810379241517,0.9820359281437125,0.05189620758483034
numbers,minor,robustness,2279,6668,run_preserving_circular_translation,500,0.34178164367126573,0.30648110377924415,0.03530053989202159,1.1151801512612938,0.005687713153248088,6.206455730254693,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,1147,6668,run_preserving_circular_translation,500,0.17201559688062387,0.15893341331733654,0.01308218356328733,1.0823123551569778,0.0042935293716054035,3.0469533176608365,0.003992015968063872,0.998003992015968,0.007984031936127744
numbers,verse,exploratory,578,6668,run_preserving_circular_translation,500,0.08668266346730653,0.081375524895021,0.005307138572285527,1.0652178720706507,0.0031867460227794297,1.6653785818980091,0.05588822355289421,0.9520958083832335,0.11177644710578842
deuteronomy,minor,robustness,2364,7041,run_preserving_circular_translation,500,0.33574776310183213,0.30916006249112343,0.026587700610708698,1.085999790517807,0.005441022387653415,4.886526596736785,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,major,robustness,1244,7041,run_preserving_circular_translation,500,0.17667944894191165,0.16411333617383894,0.012566112768072707,1.0765697234669698,0.004043032230608331,3.1080911680444254,0.003992015968063872,0.998003992015968,0.007984031936127744
deuteronomy,verse,exploratory,627,7041,run_preserving_circular_translation,500,0.08904985087345547,0.08473711120579464,0.004312739667660839,1.0508955238890174,0.003084650608162591,1.3981290640335355,0.09381237524950099,0.9141716566866267,0.18762475049900199
