excluded_book,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
NONE,minor,robustness,5723,16271,run_preserving_circular_translation,500,0.35173007190707395,0.308278163603958,0.04345190830311596,1.140950328090504,0.003467911880895799,12.529703693593236,0.001996007984031936,1.0,0.003992015968063872
NONE,major,robustness,3039,16271,run_preserving_circular_translation,500,0.18677401511892325,0.1611055251674759,0.025668489951447354,1.1593271858600993,0.002620262583034786,9.796151774116518,0.001996007984031936,1.0,0.003992015968063872
NONE,verse,exploratory,1598,16271,run_preserving_circular_translation,500,0.09821154200725217,0.08308057279822997,0.015130969209022196,1.182124035732991,0.001984133029402803,7.625985246350348,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,4209,12092,run_preserving_circular_translation,500,0.34808137611644063,0.305298213695005,0.04278316242143565,1.1401356460741572,0.0039838157087889025,10.7392423618014,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,2266,12092,run_preserving_circular_translation,500,0.18739662586834271,0.15976976513397287,0.027626860734369846,1.1729167011743662,0.003025813665487361,9.130390628307262,0.001996007984031936,1.0,0.003992015968063872
genesis,verse,exploratory,1191,12092,run_preserving_circular_translation,500,0.0984948726430698,0.08261214025802184,0.015882732385047962,1.1922566384969757,0.002348338601343279,6.763391095288746,0.001996007984031936,1.0,0.003992015968063872
exodus,minor,robustness,4534,12893,run_preserving_circular_translation,500,0.3516636934770806,0.3082522298921896,0.04341146358489101,1.1408309798766876,0.003840200067159219,11.30447966920759,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,2408,12893,run_preserving_circular_translation,500,0.18676801365081827,0.16122128286667184,0.025546730784146432,1.1584575580215006,0.002918367196318015,8.753775335871957,0.001996007984031936,1.0,0.003992015968063872
exodus,verse,exploratory,1266,12893,run_preserving_circular_translation,500,0.09819281780811293,0.0832617699526875,0.014931047855425428,1.1793265728546225,0.0021888087486245443,6.821540650734403,0.001996007984031936,1.0,0.003992015968063872
leviticus,minor,robustness,4921,13876,run_preserving_circular_translation,500,0.35464110694724704,0.3099955318535601,0.04464557509368694,1.144020059988404,0.003745014099766964,11.921336984142474,0.001996007984031936,1.0,0.003992015968063872
leviticus,major,robustness,2593,13876,run_preserving_circular_translation,500,0.18686941481695013,0.1609057365234938,0.025963678293456333,1.1613595565604051,0.002841766166805012,9.13645837463369,0.001996007984031936,1.0,0.003992015968063872
leviticus,verse,exploratory,1378,13876,run_preserving_circular_translation,500,0.09930815797059671,0.08304021331795908,0.01626794465263763,1.1959044179035048,0.0021626731507502837,7.52214667620666,0.001996007984031936,1.0,0.003992015968063872
numbers,minor,robustness,4477,12875,run_preserving_circular_translation,500,0.34772815533980583,0.30755215533980584,0.04017599999999999,1.1306315020150344,0.003940459299928315,10.195765757745772,0.001996007984031936,1.0,0.003992015968063872
numbers,major,robustness,2318,12875,run_preserving_circular_translation,500,0.1800388349514563,0.1591951844660194,0.020843650485436904,1.1309314132544381,0.002898953516464376,7.190060263835569,0.001996007984031936,1.0,0.003992015968063872
numbers,verse,exploratory,1213,12875,run_preserving_circular_translation,500,0.09421359223300971,0.08158617475728155,0.012627417475728153,1.1547739860741684,0.002144330727175432,5.888745292738175,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,minor,robustness,4751,13348,run_preserving_circular_translation,500,0.3559334731795025,0.30991774048546594,0.04601573269403658,1.14847724632335,0.003879839079184875,11.8602168169573,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,major,robustness,2571,13348,run_preserving_circular_translation,500,0.19261312556188193,0.16425412046748578,0.02835900509439615,1.1726532339869662,0.0029743667676383942,9.534468110303964,0.001996007984031936,1.0,0.003992015968063872
deuteronomy,verse,exploratory,1344,13348,run_preserving_circular_translation,500,0.10068924183398262,0.08481330536409949,0.015875936469883126,1.1871868617987293,0.0021678466789056385,7.323366834179222,0.001996007984031936,1.0,0.003992015968063872
