scope,level,metric_role,metric,eligible_blocks,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
ALL,minor,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.8142857142857143,0.495,0.3192857142857143,1.645021645021645,0.05991746023336041,5.328759147036488,0.001996007984031936,1.0,0.003992015968063872
ALL,minor,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.041380871838390676,-0.0003816782291428512,0.04176255006753353,-108.4182137695441,0.004280667227231567,9.75608423889156,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,positive_block_difference_share,70,run_preserving_circular_translation,500,0.7714285714285715,0.4950857142857143,0.27634285714285717,1.5581717451523547,0.05979840964372186,4.621240912413964,0.001996007984031936,1.0,0.003992015968063872
ALL,major,robustness,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.02102995285047575,-0.00029331002116718077,0.02132326287164293,-71.69871921453752,0.0032021765160258017,6.658990460059672,0.001996007984031936,1.0,0.003992015968063872
ALL,verse,exploratory,positive_block_difference_share,70,run_preserving_circular_translation,500,0.7,0.4916857142857143,0.20831428571428567,1.4236736591318495,0.06174218284817231,3.3739378185987183,0.003992015968063872,1.0,0.007984031936127744
ALL,verse,exploratory,median_block_hit_rate_difference,70,run_preserving_circular_translation,500,0.012446674500769604,-0.0003036885640897474,0.012750363064859351,-40.98499572440702,0.0023887370954307034,5.337700448177779,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.9444444444444444,0.49511111111111117,0.44933333333333325,1.9075403949730698,0.11183453385677862,4.017840624335001,0.001996007984031936,1.0,0.003992015968063872
genesis,minor,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.04073466633732903,-0.00031426242273528286,0.04104892876006431,-129.61990804621792,0.008151363315385907,5.035835991089172,0.001996007984031936,1.0,0.003992015968063872
genesis,major,robustness,positive_block_difference_share,18,run_preserving_circular_translation,500,0.8333333333333334,0.5011111111111112,0.3322222222222222,1.662971175166297,0.116476034731041,2.8522796383768427,0.007984031936127744,0.9960079840319361,0.015968063872255488
genesis,major,robustness,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.013297975848729354,-0.0002314312717746478,0.013529407120504003,-57.459719020504835,0.006495211272660087,2.0829818388591215,0.017964071856287425,0.9840319361277445,0.03592814371257485
genesis,verse,exploratory,positive_block_difference_share,18,run_preserving_circular_translation,500,0.7222222222222222,0.49177777777777776,0.23044444444444445,1.4685946678716675,0.11474738760844608,2.0082761729686855,0.03792415169660679,0.9840319361277445,0.07584830339321358
genesis,verse,exploratory,median_block_hit_rate_difference,18,run_preserving_circular_translation,500,0.010724859703258316,-0.00031807977484684725,0.011042939478105163,-33.71751538878021,0.004399280969956545,2.5101691738989436,0.007984031936127744,0.9940119760479041,0.015968063872255488
exodus,minor,robustness,positive_block_difference_share,15,run_preserving_circular_translation,500,0.7333333333333333,0.4956,0.2377333333333333,1.4796879203658864,0.1260272280986225,1.8863648508344188,0.059880239520958084,0.9780439121756487,0.11976047904191617
exodus,minor,robustness,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.04553608776424839,-0.00027425919563225806,0.04581034695988065,-166.03303914485952,0.009450830707053132,4.847229664762961,0.001996007984031936,1.0,0.003992015968063872
exodus,major,robustness,positive_block_difference_share,15,run_preserving_circular_translation,500,0.8666666666666667,0.49906666666666666,0.36760000000000004,1.7365749398877905,0.1255353690753681,2.928258408029236,0.003992015968063872,1.0,0.007984031936127744
exodus,major,robustness,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.018813541785488802,-0.00014405616830330336,0.018957597953792104,-130.59865472666044,0.007213369671884843,2.6281195635490717,0.013972055888223553,0.9880239520958084,0.027944111776447105
exodus,verse,exploratory,positive_block_difference_share,15,run_preserving_circular_translation,500,0.6,0.4973333333333333,0.10266666666666668,1.2064343163538875,0.12934707830742317,0.793730078870863,0.2634730538922156,0.8542914171656687,0.5269461077844312
exodus,verse,exploratory,median_block_hit_rate_difference,15,run_preserving_circular_translation,500,0.016826062262882843,-0.0002708236273370505,0.017096885890219893,-62.12922568215276,0.005265593862896975,3.2469055410235703,0.001996007984031936,1.0,0.003992015968063872
leviticus,minor,robustness,positive_block_difference_share,10,run_preserving_circular_translation,500,0.7,0.4952,0.20479999999999998,1.4135702746365104,0.15930147519718704,1.285612702245813,0.16367265469061876,0.9580838323353293,0.3273453093812375
