fold,feature,pos_count,neg_count,log_likelihood_ratio,direction,rank
0,pos_dist_combo=2_3,78,106,1.36901692,positive,1
0,pos_dist_combo=5_7,16,23,1.32755741,positive,2
0,pos_dist_combo=9_3,16,23,1.32755741,positive,3
0,pos_dist_combo=8_3,22,35,1.22437318,positive,4
0,pos_dist_combo=3_3,56,91,1.19366059,positive,5
0,pos_dist_combo=9_5,11,21,1.0662621,positive,6
0,pos_dist_combo=6_3,32,63,1.01002238,positive,7
0,pos_dist_combo=3_5,36,76,0.93951039,positive,8
0,pos_dist_combo=6_7,12,27,0.90514275,positive,9
0,pos_dist_combo=4_4,35,77,0.89920801,positive,10
0,pos_dist_combo=7_9,5,12,0.89920801,positive,11
0,pos_dist_combo=7_3,28,66,0.83500111,positive,12
0,pos_dist_combo=8_9,2,6,0.82510004,positive,13
0,dist_end=3,385,919,0.8038616,positive,14
0,pos_dist_combo=9_4,11,28,0.79000872,positive,15
0,pos_dist_combo=5_5,27,67,0.78509471,positive,16
0,pos_dist_combo=10+_4,29,72,0.78313584,positive,17
0,pos_dist_combo=3_4,33,82,0.77991782,positive,18
0,pos_dist_combo=1_3,47,117,0.77291429,positive,19
0,pos_dist_combo=2_9,16,41,0.76794163,positive,20
0,pos_dist_combo=3_8,16,41,0.76794163,positive,21
0,pos_dist_combo=6_5,16,41,0.76794163,positive,22
0,pos_dist_combo=4_3,32,83,0.73808866,positive,23
0,pos_dist_combo=2_4,39,108,0.66992947,positive,24
0,pos_dist_combo=10+_8,7,21,0.66079699,positive,25
0,pos_dist_combo=10+_7,9,27,0.64277848,positive,26
0,pos_dist_combo=5_3,28,84,0.59704247,positive,27
0,pos_dist_combo=2_5,28,87,0.56235692,positive,28
0,pos_dist_combo=10+_3,34,106,0.55491713,positive,29
0,pos_dist_combo=6_6,9,30,0.54099579,positive,30
0,pos_dist_combo=8_5,9,30,0.54099579,positive,31
0,pos_dist_combo=10+_5,16,53,0.5166272,positive,32
0,pos_dist_combo=2_7,22,73,0.50382702,positive,33
0,rel=Q2,537,1743,0.49631986,positive,34
0,pos_dist_combo=4_5,21,74,0.44595224,positive,35
0,pos_dist_combo=6_9,3,13,0.41963493,positive,36
0,pos_dist_combo=9_6,3,13,0.41963493,positive,37
0,pos_dist_combo=5_6,12,45,0.40870586,positive,38
0,dist_end=4,252,895,0.40784698,positive,39
0,pos_dist_combo=4_9,8,31,0.40388658,positive,40
0,pos_dist_combo=5_8,8,31,0.40388658,positive,41
0,pos_dist_combo=7_5,8,31,0.40388658,positive,42
0,pos_dist_combo=7_6,8,31,0.40388658,positive,43
0,pos_dist_combo=8_4,8,31,0.40388658,positive,44
0,pos_dist_combo=2_6,24,88,0.40263736,positive,45
0,pos_dist_combo=3_7,20,74,0.39943223,positive,46
0,pos_dist_combo=10+_6,11,42,0.39610444,positive,47
0,pos_dist_combo=3_6,20,75,0.386187,positive,48
0,pos_dist_combo=5_4,20,75,0.386187,positive,49
0,dist_end=5,211,772,0.37870513,positive,50
0,pos_dist_combo=7_10+,7,29,0.35064206,positive,51
0,pos_dist_combo=9_7,3,14,0.35064206,positive,52
0,pos_dist_combo=4_6,19,75,0.33739683,positive,53
0,pos_dist_combo=6_4,19,75,0.33739683,positive,54
0,pos_dist_combo=7_4,11,46,0.30715695,positive,55
0,pos_start=3,229,918,0.28719109,positive,56
0,major_len=29,5,23,0.28610354,positive,57
0,pos_dist_combo=9_8,1,7,0.28610354,positive,58
0,pos_dist_combo=1_9,18,76,0.27303146,positive,59
0,major_len=12,123,504,0.26812104,positive,60
0,pos_start=2,256,1048,0.26588138,positive,61
0,major_len=9,175,721,0.26085676,positive,62
0,rel=Q3,525,2169,0.25521667,positive,63
0,dist_end=7,124,528,0.22972321,positive,64
0,pos_dist_combo=3_10+,26,114,0.22330264,positive,65
0,pos_dist_combo=4_7,10,47,0.19909216,positive,66
0,dist_end=9,78,347,0.18964327,positive,67
0,dist_end=6,147,652,0.18803305,positive,68
0,pos_dist_combo=1_7,20,92,0.18432085,positive,69
0,major_len=13,85,383,0.17610264,positive,70
0,major_len=22,7,35,0.1683205,positive,71
0,half=first,1081,5029,0.1357891,positive,72
0,pos_dist_combo=5_9,5,27,0.13195286,positive,73
0,pos_dist_combo=6_8,5,27,0.13195286,positive,74
0,pos_dist_combo=8_6,5,27,0.13195286,positive,75
0,pos_start=6,114,538,0.12761446,positive,76
0,pos_dist_combo=0_8,19,93,0.12483539,positive,77
0,pos_dist_combo=1_5,25,122,0.11831008,positive,78
0,major_len=16,41,199,0.11175015,positive,79
0,major_len=10,146,709,0.09756552,positive,80
0,dist_end=1,2,1486,-4.53350576,negative,1
0,pos_dist_combo=10+_1,0,236,-3.79566224,negative,2
0,pos_dist_combo=4_1,0,184,-3.54795792,negative,3
0,pos_dist_combo=3_1,0,164,-3.43354757,negative,4
0,pos_dist_combo=5_1,0,147,-3.32481437,negative,5
0,pos_dist_combo=1_1,0,129,-3.19513655,negative,6
0,pos_dist_combo=6_1,0,115,-3.08119229,negative,7
0,pos_dist_combo=7_1,0,112,-3.05498992,negative,8
0,pos_dist_combo=8_1,0,95,-2.89195029,negative,9
0,pos_dist_combo=9_1,0,94,-2.88147899,negative,10
0,pos_dist_combo=2_1,1,156,-2.69070072,negative,11
0,major_len=3,3,255,-2.48648518,negative,12
0,pos_dist_combo=0_2,3,126,-1.78549482,negative,13
0,major_len=2,1,54,-1.6417881,negative,14
0,pos_dist_combo=0_1,1,54,-1.6417881,negative,15
0,rel=Q4,108,1820,-1.1433953,negative,16
0,pos_dist_combo=8_2,5,89,-1.0356523,negative,17
0,major_len=4,32,439,-0.91786926,negative,18
0,pos_dist_combo=10+_2,12,167,-0.88661672,negative,19
0,pos_dist_combo=7_2,6,89,-0.88150162,negative,20
0,pos_dist_combo=0_7,8,107,-0.81250875,negative,21
0,pos_dist_combo=0_5,14,170,-0.76121545,negative,22
0,pos_dist_combo=0_3,12,145,-0.74625936,negative,23
0,dist_end=2,118,1315,-0.73083072,negative,24
0,pos_dist_combo=5_2,9,106,-0.69784584,negative,25
0,pos_dist_combo=0_10+,29,301,-0.63683173,negative,26
0,pos_start=0,135,1353,-0.62576567,negative,27
0,pos_dist_combo=3_2,16,168,-0.62428747,negative,28
0,pos_dist_combo=4_2,13,134,-0.59381955,negative,29
0,pos_dist_combo=9_2,5,52,-0.50613454,negative,30
0,pos_dist_combo=2_10+,18,161,-0.47075945,negative,31
0,pos_dist_combo=2_2,17,147,-0.43444261,negative,32
