taam,rank,successor,count,prob,book,run_label,stream_type
atnah,1,merkha,296,0.20190996,genesis,main,full
atnah,2,munah,221,0.15075034,genesis,main,full
atnah,3,tipeha,213,0.14529332,genesis,main,full
atnah,4,meteg,150,0.10231924,genesis,main,full
atnah,5,mahapakh,124,0.0845839,genesis,main,full
atnah,6,pashta,121,0.08253752,genesis,main,full
atnah,7,qadma,69,0.04706685,genesis,main,full
atnah,8,revia,63,0.04297408,genesis,main,full
atnah,9,zaqef_gadol,55,0.03751705,genesis,main,full
atnah,10,tevir,46,0.0313779,genesis,main,full
darga,1,tevir,204,0.80632411,genesis,main,full
darga,2,meteg,22,0.08695652,genesis,main,full
darga,3,munah,17,0.06719368,genesis,main,full
darga,4,paseq,9,0.03557312,genesis,main,full
darga,5,merkha_kefula,1,0.00395257,genesis,main,full
geresh,1,revia,83,0.34016393,genesis,main,full
geresh,2,munah,61,0.25,genesis,main,full
geresh,3,mahapakh,43,0.17622951,genesis,main,full
geresh,4,meteg,21,0.08606557,genesis,main,full
geresh,5,darga,18,0.07377049,genesis,main,full
geresh,6,merkha,9,0.03688525,genesis,main,full
geresh,7,qadma,7,0.02868852,genesis,main,full
geresh,8,telisha_gedola,2,0.00819672,genesis,main,full
gershayim,1,mahapakh,43,0.38053097,genesis,main,full
gershayim,2,munah,35,0.30973451,genesis,main,full
gershayim,3,darga,19,0.16814159,genesis,main,full
gershayim,4,meteg,5,0.04424779,genesis,main,full
gershayim,5,qadma,4,0.03539823,genesis,main,full
gershayim,6,merkha,4,0.03539823,genesis,main,full
gershayim,7,revia,3,0.02654867,genesis,main,full
mahapakh,1,pashta,702,0.88190955,genesis,main,full
mahapakh,2,meteg,87,0.10929648,genesis,main,full
mahapakh,3,paseq,5,0.00628141,genesis,main,full
mahapakh,4,zaqef_qatan,2,0.00251256,genesis,main,full
merkha,1,tipeha,1472,0.61129568,genesis,main,full
merkha,2,meteg,747,0.31021595,genesis,main,full
merkha,3,tevir,160,0.06644518,genesis,main,full
merkha,4,pashta,25,0.01038206,genesis,main,full
merkha,5,paseq,3,0.00124585,genesis,main,full
merkha,6,munah,1,0.00041528,genesis,main,full
merkha_kefula,1,tipeha,1,1.0,genesis,main,full
meteg,1,sof_pasuq,1529,0.56734694,genesis,main,full
meteg,2,tipeha,194,0.07198516,genesis,main,full
meteg,3,pashta,191,0.07087199,genesis,main,full
meteg,4,merkha,156,0.05788497,genesis,main,full
meteg,5,zaqef_qatan,124,0.04601113,genesis,main,full
meteg,6,munah,93,0.03450835,genesis,main,full
meteg,7,meteg,87,0.032282,genesis,main,full
meteg,8,atnah,70,0.02597403,genesis,main,full
meteg,9,mahapakh,55,0.02040816,genesis,main,full
meteg,10,revia,43,0.01595547,genesis,main,full
munah,1,zaqef_qatan,1159,0.48251457,genesis,main,full
munah,2,atnah,575,0.23938385,genesis,main,full
munah,3,revia,307,0.12781016,genesis,main,full
munah,4,meteg,114,0.04746045,genesis,main,full
munah,5,paseq,72,0.02997502,genesis,main,full
munah,6,zinor,44,0.01831807,genesis,main,full
munah,7,segol,35,0.01457119,genesis,main,full
munah,8,mahapakh,24,0.00999167,genesis,main,full
munah,9,munah,21,0.00874271,genesis,main,full
