from_shape,to_shape,count,p_to_given_from,p_to_background,lift,null_mean,null_sd,z,empirical_p,empirical_p_tail,p_value_scope,book,level,shape_field,transition_accent_mode
P<=4_A2_C0,P<=4_A3_C0,247,0.33975241,0.26685892,1.27315366,194.078,10.96614923,4.825942,0.00199601,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P7-9_A6-7_C0,46,0.05162738,0.0350488,1.47301425,30.95,4.80809063,3.130141,0.00399202,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P<=4_A4_C0,169,0.23246217,0.19764862,1.17613858,143.412,9.59386995,2.66712,0.00798403,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A6-7_C0,P5-6_A5_C0,30,0.12145749,0.07342502,1.65417029,18.254,4.40503037,2.666497,0.00798403,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P5-6_A4_C0,27,0.08181818,0.05434783,1.50545455,18.126,3.77924455,2.348088,0.01796407,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A0-1_C0,P<=4_A3_C0,83,0.32046332,0.26685892,1.20087169,69.288,6.60729663,2.075281,0.02994012,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A4_C0,P<=4_A4_C0,60,0.24489796,0.19764862,1.23905724,48.596,5.78097079,1.972679,0.02994012,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A5_C0,66,0.05486284,0.04591837,1.1947908,55.374,5.99683651,1.771934,0.04590818,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P5-6_A6-7_C0,24,0.07272727,0.05479148,1.32734634,17.978,3.89459262,1.546246,0.08982036,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P5-6_A4_C0,57,0.06397306,0.05434783,1.17710438,47.988,6.00733153,1.500167,0.0758483,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A0-1_C0,78,0.06483791,0.05723159,1.13290417,69.098,6.36186629,1.399275,0.0998004,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A0-1_C0,60,0.06734007,0.05723159,1.17662412,51.308,6.38895716,1.360472,0.10379242,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A4_C0,P<=4_A2_C0,45,0.18367347,0.16126886,1.1389271,39.266,5.28953707,1.084027,0.16566866,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A2_C0,206,0.17123857,0.16126886,1.06182046,194.102,11.11641784,1.070309,0.16966068,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A4_C0,P5-6_A5_C0,21,0.08571429,0.07342502,1.1673716,17.74,3.90370052,0.835105,0.23153693,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A2_C0,152,0.17059484,0.16126886,1.05782878,144.436,9.48883449,0.797147,0.23153693,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P<=4_A3_C0,330,0.27431421,0.26685892,1.02793722,319.756,13.02350519,0.786578,0.22355289,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A6-7_C0,P<=4_A2_C0,43,0.17408907,0.16126886,1.0794959,39.72,5.3342768,0.614891,0.29141717,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A0-1_C0,P<=4_A2_C0,43,0.16602317,0.16126886,1.02948065,41.6,5.97221355,0.234419,0.44710579,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P7-9_A6-7_C0,P<=4_A4_C0,32,0.20253165,0.19764862,1.02470556,31.078,4.58890314,0.200919,0.45708583,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P<=4_A3_C0,90,0.27272727,0.26685892,1.02199048,88.746,7.92711564,0.158191,0.45708583,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P<=4_A2_C0,54,0.16363636,0.16126886,1.01468051,53.018,6.58455684,0.149137,0.46906188,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P5-6_A6-7_C0,67,0.0556941,0.05479148,1.01647366,66.296,6.59601386,0.106731,0.51896208,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P5-6_A5_C0,66,0.07407407,0.07342502,1.00883966,65.538,6.7506814,0.068438,0.49301397,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P5-6_A5_C0,24,0.07272727,0.07342502,0.99049712,23.956,4.69405286,0.009374,0.5508982,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A0-1_C0,P<=4_A4_C0,51,0.1969112,0.19764862,0.996269,51.228,6.44321706,-0.035386,0.53093812,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A5_C0,P<=4_A2_C0,33,0.15942029,0.16126886,0.98853737,33.452,5.00417621,-0.090325,0.57684631,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
