ngram_n,rank,pattern,count,share,book,model,relation
2,1,2-2,2513,0.17184081,exodus,continuous,continuous
2,2,3-2,1838,0.12568381,exodus,continuous,continuous
2,3,2-3,1804,0.12335886,exodus,continuous,continuous
2,4,3-3,1398,0.09559628,exodus,continuous,continuous
2,5,4-2,700,0.04786652,exodus,continuous,continuous
2,6,2-4,697,0.04766138,exodus,continuous,continuous
2,7,2-1,687,0.04697757,exodus,continuous,continuous
2,8,1-2,646,0.04417396,exodus,continuous,continuous
2,9,3-1,610,0.04171225,exodus,continuous,continuous
2,10,4-3,579,0.03959245,exodus,continuous,continuous
2,11,1-3,565,0.03863512,exodus,continuous,continuous
2,12,3-4,532,0.03637856,exodus,continuous,continuous
2,13,4-4,232,0.01586433,exodus,continuous,continuous
2,14,1-4,231,0.01579595,exodus,continuous,continuous
2,15,4-1,221,0.01511214,exodus,continuous,continuous
2,16,1-1,194,0.01326586,exodus,continuous,continuous
2,17,5-2,178,0.01217177,exodus,continuous,continuous
2,18,2-5,174,0.01189825,exodus,continuous,continuous
2,19,5-3,158,0.01080416,exodus,continuous,continuous
2,20,3-5,136,0.00929978,exodus,continuous,continuous
2,21,1-5,107,0.00731674,exodus,continuous,continuous
2,22,5-4,70,0.00478665,exodus,continuous,continuous
2,23,5-1,56,0.00382932,exodus,continuous,continuous
2,24,4-5,45,0.00307713,exodus,continuous,continuous
2,25,2-6,35,0.00239333,exodus,continuous,continuous
2,26,6-2,34,0.00232495,exodus,continuous,continuous
2,27,1-6,32,0.00218818,exodus,continuous,continuous
2,28,6-3,24,0.00164114,exodus,continuous,continuous
2,29,6-4,24,0.00164114,exodus,continuous,continuous
2,30,3-6,18,0.00123085,exodus,continuous,continuous
2,31,5-5,17,0.00116247,exodus,continuous,continuous
2,32,6-1,14,0.00095733,exodus,continuous,continuous
2,33,4-6,12,0.00082057,exodus,continuous,continuous
2,34,1-7,11,0.00075219,exodus,continuous,continuous
2,35,7-1,6,0.00041028,exodus,continuous,continuous
2,36,7-3,4,0.00027352,exodus,continuous,continuous
2,37,5-6,3,0.00020514,exodus,continuous,continuous
2,38,7-2,3,0.00020514,exodus,continuous,continuous
2,39,7-4,3,0.00020514,exodus,continuous,continuous
2,40,6-5,3,0.00020514,exodus,continuous,continuous
2,41,2-7,2,0.00013676,exodus,continuous,continuous
2,42,1-8,2,0.00013676,exodus,continuous,continuous
2,43,3-7,2,0.00013676,exodus,continuous,continuous
2,44,6-7,1,6.838e-05,exodus,continuous,continuous
2,45,8-3,1,6.838e-05,exodus,continuous,continuous
2,46,8-5,1,6.838e-05,exodus,continuous,continuous
2,47,6-6,1,6.838e-05,exodus,continuous,continuous
3,1,2-2-2,1112,0.07604459,exodus,continuous,continuous
3,2,3-2-2,751,0.05135745,exodus,continuous,continuous
3,3,2-2-3,742,0.05074198,exodus,continuous,continuous
3,4,2-3-2,725,0.04957943,exodus,continuous,continuous
3,5,3-2-3,593,0.04055255,exodus,continuous,continuous
3,6,3-3-2,564,0.03856938,exodus,continuous,continuous
3,7,2-3-3,555,0.03795391,exodus,continuous,continuous
3,8,3-3-3,442,0.03022636,exodus,continuous,continuous
3,9,2-2-4,313,0.02140464,exodus,continuous,continuous
3,10,4-2-2,287,0.01962662,exodus,continuous,continuous
3,11,1-2-2,267,0.01825891,exodus,continuous,continuous
3,12,2-4-2,266,0.01819052,exodus,continuous,continuous
3,13,2-1-2,264,0.01805375,exodus,continuous,continuous
3,14,2-2-1,263,0.01798537,exodus,continuous,continuous
3,15,2-3-1,249,0.01702797,exodus,continuous,continuous
3,16,2-4-3,241,0.01648089,exodus,continuous,continuous
3,17,4-3-2,240,0.0164125,exodus,continuous,continuous
3,18,1-3-2,223,0.01524995,exodus,continuous,continuous
3,19,3-2-1,220,0.01504479,exodus,continuous,continuous
3,20,2-3-4,213,0.01456609,exodus,continuous,continuous
3,21,1-2-3,212,0.01449771,exodus,continuous,continuous
3,22,3-4-2,210,0.01436094,exodus,continuous,continuous
3,23,3-1-2,209,0.01429255,exodus,continuous,continuous
3,24,3-1-3,208,0.01422417,exodus,continuous,continuous
3,25,2-1-3,204,0.01395063,exodus,continuous,continuous
3,26,3-2-4,204,0.01395063,exodus,continuous,continuous
3,27,4-2-3,197,0.01347193,exodus,continuous,continuous
3,28,3-3-1,194,0.01326677,exodus,continuous,continuous
3,29,1-3-3,181,0.01237776,exodus,continuous,continuous
3,30,3-4-3,178,0.0121726,exodus,continuous,continuous
3,31,4-3-3,172,0.01176229,exodus,continuous,continuous
3,32,3-3-4,151,0.0103262,exodus,continuous,continuous
3,33,1-4-2,96,0.006565,exodus,continuous,continuous
3,34,4-2-1,95,0.00649661,exodus,continuous,continuous
3,35,4-2-4,95,0.00649661,exodus,continuous,continuous
3,36,3-1-4,92,0.00629146,exodus,continuous,continuous
3,37,4-4-2,92,0.00629146,exodus,continuous,continuous
3,38,2-4-1,91,0.00622307,exodus,continuous,continuous
3,39,1-2-1,88,0.00601792,exodus,continuous,continuous
3,40,4-1-2,85,0.00581276,exodus,continuous,continuous
3,41,1-3-1,82,0.0056076,exodus,continuous,continuous
3,42,2-1-1,82,0.0056076,exodus,continuous,continuous
3,43,2-4-4,79,0.00540245,exodus,continuous,continuous
3,44,4-3-4,76,0.00519729,exodus,continuous,continuous
3,45,5-2-2,76,0.00519729,exodus,continuous,continuous
3,46,2-5-2,75,0.00512891,exodus,continuous,continuous
3,47,2-1-4,74,0.00506052,exodus,continuous,continuous
3,48,5-3-2,74,0.00506052,exodus,continuous,continuous
3,49,4-1-3,71,0.00485536,exodus,continuous,continuous
3,50,1-1-2,70,0.00478698,exodus,continuous,continuous
4,1,2-2-2-2,512,0.03501573,exodus,continuous,continuous
4,2,3-2-2-2,329,0.02250034,exodus,continuous,continuous
4,3,2-3-2-2,321,0.02195322,exodus,continuous,continuous
4,4,2-2-3-2,308,0.02106415,exodus,continuous,continuous
4,5,2-2-2-3,303,0.0207222,exodus,continuous,continuous
4,6,3-2-3-2,238,0.01627684,exodus,continuous,continuous
4,7,3-2-2-3,229,0.01566133,exodus,continuous,continuous
4,8,2-3-3-2,228,0.01559294,exodus,continuous,continuous
4,9,2-3-2-3,227,0.01552455,exodus,continuous,continuous
4,10,2-2-3-3,225,0.01538777,exodus,continuous,continuous
4,11,3-3-2-2,208,0.01422514,exodus,continuous,continuous
4,12,3-3-2-3,198,0.01354124,exodus,continuous,continuous
4,13,3-2-3-3,182,0.012447,exodus,continuous,continuous
4,14,3-3-3-2,177,0.01210505,exodus,continuous,continuous
4,15,2-3-3-3,176,0.01203666,exodus,continuous,continuous
4,16,2-2-2-4,143,0.00977978,exodus,continuous,continuous
4,17,3-3-3-3,137,0.00936944,exodus,continuous,continuous
4,18,2-2-2-1,122,0.00834359,exodus,continuous,continuous
4,19,4-2-2-2,121,0.0082752,exodus,continuous,continuous
4,20,2-2-4-2,118,0.00807003,exodus,continuous,continuous
4,21,2-1-2-2,117,0.00800164,exodus,continuous,continuous
4,22,1-2-2-2,112,0.00765969,exodus,continuous,continuous
4,23,4-3-2-2,112,0.00765969,exodus,continuous,continuous
4,24,2-2-4-3,111,0.0075913,exodus,continuous,continuous
4,25,2-4-2-2,111,0.0075913,exodus,continuous,continuous
4,26,2-4-3-2,105,0.00718096,exodus,continuous,continuous
4,27,2-2-1-2,94,0.00642867,exodus,continuous,continuous
4,28,2-2-3-4,94,0.00642867,exodus,continuous,continuous
4,29,2-3-4-2,93,0.00636028,exodus,continuous,continuous
4,30,2-2-3-1,92,0.00629189,exodus,continuous,continuous
4,31,4-2-2-3,91,0.0062235,exodus,continuous,continuous
4,32,3-1-3-2,88,0.00601833,exodus,continuous,continuous
4,33,3-2-2-4,87,0.00594994,exodus,continuous,continuous
4,34,2-1-2-3,87,0.00594994,exodus,continuous,continuous
4,35,3-2-4-2,85,0.00581316,exodus,continuous,continuous
4,36,2-3-1-3,85,0.00581316,exodus,continuous,continuous
4,37,2-3-1-2,84,0.00574477,exodus,continuous,continuous
4,38,3-2-3-1,83,0.00567638,exodus,continuous,continuous
4,39,2-3-2-1,83,0.00567638,exodus,continuous,continuous
4,40,1-2-2-3,82,0.00560799,exodus,continuous,continuous
4,41,1-2-3-2,81,0.0055396,exodus,continuous,continuous
4,42,1-3-3-2,81,0.0055396,exodus,continuous,continuous
