measure,value,count,share,cum_share,level,book,run_label
word_count,2,3,0.00248963,0.00248963,verse,exodus,main
word_count,3,3,0.00248963,0.00497925,verse,exodus,main
word_count,4,8,0.006639,0.01161826,verse,exodus,main
word_count,5,41,0.0340249,0.04564315,verse,exodus,main
word_count,6,30,0.02489627,0.07053942,verse,exodus,main
word_count,7,45,0.0373444,0.10788382,verse,exodus,main
word_count,8,49,0.0406639,0.14854772,verse,exodus,main
word_count,9,76,0.06307054,0.21161826,verse,exodus,main
word_count,10,90,0.0746888,0.28630705,verse,exodus,main
word_count,11,80,0.06639004,0.3526971,verse,exodus,main
word_count,12,96,0.07966805,0.43236515,verse,exodus,main
word_count,13,98,0.0813278,0.51369295,verse,exodus,main
word_count,14,93,0.07717842,0.59087137,verse,exodus,main
word_count,15,71,0.05892116,0.64979253,verse,exodus,main
word_count,16,73,0.06058091,0.71037344,verse,exodus,main
word_count,17,77,0.06390041,0.77427386,verse,exodus,main
word_count,18,46,0.03817427,0.81244813,verse,exodus,main
word_count,19,58,0.04813278,0.86058091,verse,exodus,main
word_count,20,45,0.0373444,0.89792531,verse,exodus,main
word_count,21,28,0.02323651,0.92116183,verse,exodus,main
word_count,22,22,0.01825726,0.93941909,verse,exodus,main
word_count,23,16,0.01327801,0.9526971,verse,exodus,main
word_count,24,19,0.01576763,0.96846473,verse,exodus,main
word_count,25,9,0.00746888,0.97593361,verse,exodus,main
word_count,26,7,0.00580913,0.98174274,verse,exodus,main
word_count,27,7,0.00580913,0.98755187,verse,exodus,main
word_count,28,1,0.00082988,0.98838174,verse,exodus,main
word_count,29,4,0.0033195,0.99170124,verse,exodus,main
word_count,30,1,0.00082988,0.99253112,verse,exodus,main
word_count,31,1,0.00082988,0.993361,verse,exodus,main
word_count,32,1,0.00082988,0.99419087,verse,exodus,main
word_count,33,3,0.00248963,0.9966805,verse,exodus,main
word_count,34,1,0.00082988,0.99751037,verse,exodus,main
word_count,37,1,0.00082988,0.99834025,verse,exodus,main
word_count,>40,2,0.00165975,1.0,verse,exodus,main
pulse_count,3,3,0.00248963,0.00248963,verse,exodus,main
pulse_count,8,6,0.00497925,0.00746888,verse,exodus,main
pulse_count,9,6,0.00497925,0.01244813,verse,exodus,main
pulse_count,10,5,0.00414938,0.01659751,verse,exodus,main
pulse_count,11,16,0.01327801,0.02987552,verse,exodus,main
pulse_count,12,7,0.00580913,0.03568465,verse,exodus,main
pulse_count,13,11,0.00912863,0.04481328,verse,exodus,main
pulse_count,14,19,0.01576763,0.06058091,verse,exodus,main
pulse_count,15,19,0.01576763,0.07634855,verse,exodus,main
pulse_count,16,21,0.01742739,0.09377593,verse,exodus,main
pulse_count,17,31,0.02572614,0.11950207,verse,exodus,main
pulse_count,18,22,0.01825726,0.13775934,verse,exodus,main
pulse_count,19,32,0.02655602,0.16431535,verse,exodus,main
pulse_count,20,32,0.02655602,0.19087137,verse,exodus,main
pulse_count,21,35,0.02904564,0.21991701,verse,exodus,main
pulse_count,22,30,0.02489627,0.24481328,verse,exodus,main
pulse_count,23,48,0.03983402,0.2846473,verse,exodus,main
pulse_count,24,37,0.03070539,0.3153527,verse,exodus,main
pulse_count,25,41,0.0340249,0.34937759,verse,exodus,main
pulse_count,26,41,0.0340249,0.38340249,verse,exodus,main
pulse_count,27,37,0.03070539,0.41410788,verse,exodus,main
pulse_count,28,38,0.03153527,0.44564315,verse,exodus,main
pulse_count,29,46,0.03817427,0.48381743,verse,exodus,main
pulse_count,30,42,0.03485477,0.5186722,verse,exodus,main
pulse_count,31,36,0.02987552,0.54854772,verse,exodus,main
pulse_count,32,49,0.0406639,0.58921162,verse,exodus,main
pulse_count,33,34,0.02821577,0.61742739,verse,exodus,main
pulse_count,34,39,0.03236515,0.64979253,verse,exodus,main
pulse_count,35,28,0.02323651,0.67302905,verse,exodus,main
pulse_count,36,33,0.02738589,0.70041494,verse,exodus,main
pulse_count,37,28,0.02323651,0.72365145,verse,exodus,main
pulse_count,38,36,0.02987552,0.75352697,verse,exodus,main
pulse_count,39,28,0.02323651,0.77676349,verse,exodus,main
pulse_count,40,22,0.01825726,0.79502075,verse,exodus,main
pulse_count,41,25,0.02074689,0.81576763,verse,exodus,main
pulse_count,42,17,0.01410788,0.82987552,verse,exodus,main
pulse_count,43,26,0.02157676,0.85145228,verse,exodus,main
pulse_count,44,16,0.01327801,0.86473029,verse,exodus,main
pulse_count,45,17,0.01410788,0.87883817,verse,exodus,main
pulse_count,46,18,0.01493776,0.89377593,verse,exodus,main
pulse_count,47,16,0.01327801,0.90705394,verse,exodus,main
pulse_count,48,17,0.01410788,0.92116183,verse,exodus,main
