from_shape,to_shape,count,p_to_given_from,p_to_background,lift,null_mean,null_sd,z,empirical_p,empirical_p_tail,p_value_scope,book,level,shape_field,transition_accent_mode
P<=4_A2_C0,P<=4_A3_C0,247,0.33975241,0.26685892,1.27315366,194.512,10.58385222,4.959253,0.00398406,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A5_C0,P10-12_A8+_C0,6,0.02898551,0.00709849,4.08333333,1.464,1.31438748,3.451037,0.01593625,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P13-15_A8+_C0,3,0.00909091,0.00177462,5.12272727,0.568,0.74268589,3.274601,0.01992032,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P7-9_A6-7_C0,46,0.05162738,0.0350488,1.47301425,30.8,4.88995364,3.108414,0.00398406,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A6-7_C0,P5-6_A5_C0,30,0.12145749,0.07342502,1.65417029,18.092,4.21647372,2.824161,0.00796813,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P<=4_A4_C0,169,0.23246217,0.19764862,1.17613858,143.564,9.79211141,2.597601,0.01593625,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P7-9_A6-7_C0,P7-9_A8+_C0,6,0.03797468,0.01486247,2.55507274,2.316,1.46996161,2.506188,0.03187251,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P7-9_A4_C0,4,0.00448934,0.0015528,2.89113356,1.42,1.03532002,2.491983,0.0438247,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A0-1_C0,P<=4_A3_C0,83,0.32046332,0.26685892,1.20087169,68.988,6.08076961,2.304314,0.02390438,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P5-6_A5_C0,P5-6_A4_C0,27,0.08181818,0.05434783,1.50545455,18.176,3.84762797,2.293361,0.02390438,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P7-9_A6-7_C0,P5-6_A4_C0,15,0.09493671,0.05434783,1.74683544,8.716,3.01724362,2.082696,0.03984064,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
