trim_fraction_of_fixed_blocks,blocks_removed,selection_rule,level,metric_role,observed_boundary_hits,observed_burst_ends,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
0.0,0,highest_observed_analyzed_arrival_density,minor,robustness,5629,16037,run_preserving_circular_translation,500,0.3510008106254287,0.30797667892997443,0.04302413169545427,1.1396993169902867,0.0034723266805896926,12.390577170045429,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,major,robustness,2994,16037,run_preserving_circular_translation,500,0.18669327180894182,0.16104009478081935,0.025653177028122476,1.1592968326492683,0.002656717232434298,9.655968168135445,0.001996007984031936,1.0,0.003992015968063872
0.0,0,highest_observed_analyzed_arrival_density,verse,exploratory,1567,16037,run_preserving_circular_translation,500,0.09771154205898859,0.08295404377377315,0.014757498285215442,1.1778996853421773,0.0019065692562400672,7.740342102399473,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,minor,robustness,5543,15796,run_preserving_circular_translation,500,0.35091162319574576,0.30773283557274655,0.043178787622999204,1.1403125784176904,0.003484712666841485,12.390917631133158,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,major,robustness,2949,15796,run_preserving_circular_translation,500,0.18669283362876676,0.16085785541643705,0.025834978212329718,1.160607501234222,0.0026659409924991743,9.690753953301432,0.001996007984031936,1.0,0.003992015968063872
0.01,1,highest_observed_analyzed_arrival_density,verse,exploratory,1543,15796,run_preserving_circular_translation,500,0.09768295771081287,0.08288532620062311,0.014797631510189757,1.1785313780918498,0.0019191536338393508,7.710498653818791,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,minor,robustness,5357,15181,run_preserving_circular_translation,500,0.35287530465713723,0.3074071280469138,0.045468176610223454,1.1479086607363396,0.003606234765084897,12.608213156403602,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,major,robustness,2858,15181,run_preserving_circular_translation,500,0.18826164284302746,0.15999608403234716,0.028265558810680297,1.1766640663840604,0.002746852057624342,10.29016423808649,0.001996007984031936,1.0,0.003992015968063872
0.05,4,highest_observed_analyzed_arrival_density,verse,exploratory,1494,15181,run_preserving_circular_translation,500,0.09841248929583031,0.08246801396365841,0.0159444753321719,1.1933413279383476,0.0020096779977218514,7.933845795319638,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,minor,robustness,5109,14463,run_preserving_circular_translation,500,0.353246214478324,0.3077078533302679,0.045538361148056095,1.1479921966735733,0.00367128297532415,12.403936567715911,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,major,robustness,2699,14463,run_preserving_circular_translation,500,0.1866141187858674,0.15956175452023943,0.02705236426562796,1.169541657065425,0.0027585341821243755,9.806789577207507,0.001996007984031936,1.0,0.003992015968063872
0.1,7,highest_observed_analyzed_arrival_density,verse,exploratory,1408,14463,run_preserving_circular_translation,500,0.09735186337550993,0.08225168855448493,0.015100174821024992,1.18358498270856,0.0020439611109507433,7.387701625106352,0.001996007984031936,1.0,0.003992015968063872
