from_shape,to_shape,count,p_to_given_from,p_to_background,lift,null_mean,null_sd,z,empirical_p,empirical_p_tail,p_value_scope,book,level,shape_field,transition_accent_mode
P<=4_A2_C0,P5-6_A4_C0,27,0.03713893,0.05434783,0.68335626,39.25,5.51100827,-2.222824,0.99009901,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A4_C0,P<=4_A3_C0,206,0.2312009,0.26685892,0.86637876,238.82,12.776541,-2.56877,0.99009901,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A3_C0,P7-9_A6-7_C0,26,0.02161264,0.0350488,0.61664404,41.91,5.29359247,-3.00552,1.0,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P<=4_A2_C0,P<=4_A2_C0,85,0.11691884,0.16126886,0.72499333,116.55,9.5572438,-3.301161,1.0,upper,screening_selected_transition,exodus,minor,transition_bucket_shape,taam_events
P2_A2_C0,P2_A3_C0,53,0.106,0.05700976,1.85933074,28.76,5.27069275,4.599016,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A2_C0,P3_A4_C0,68,0.136,0.0907276,1.49899267,45.92,5.91467956,3.733085,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A2_C0,P3_A3_C0,98,0.196,0.14396628,1.36142989,71.97,7.67977141,3.389424,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P3_A4_C0,77,0.11864407,0.0907276,1.3076955,59.59,5.14456662,3.384153,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P1_A1_C0,P3_A3_C0,49,0.21212121,0.14396628,1.47340897,33.5,4.75352076,3.260741,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A4_C0,P2_A2_C0,66,0.16136919,0.11091393,1.45490465,45.84,6.25181994,3.224661,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A2_C0,P3_A3_C0,32,0.22535211,0.14396628,1.56531175,20.17,4.16346544,2.841383,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P5_A5_C0,P4_A3_C0,25,0.10416667,0.06588287,1.58108866,15.73,3.41965501,2.7108,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P5_A4_C0,P3_A4_C0,29,0.145,0.0907276,1.59819071,18.04,4.1631379,2.63263,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P4_A5_C0,37,0.05701079,0.03837622,1.48557585,25.38,4.50539519,2.57913,0.02970297,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P2_A3_C0,47,0.07241911,0.05700976,1.27029312,36.81,4.76666667,2.137762,0.00990099,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A4_C0,P5_A4_C0,25,0.06112469,0.04436557,1.37775061,18.18,3.70743179,1.839548,0.07920792,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A4_C0,P1_A1_C0,30,0.0660793,0.05102041,1.29515419,22.26,4.43042739,1.74701,0.06930693,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A4_C0,P4_A3_C0,35,0.08557457,0.06588287,1.29888947,27.18,4.86251379,1.608222,0.06930693,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P1_A1_C0,41,0.06317411,0.05102041,1.23821263,32.98,5.09501638,1.574087,0.05940594,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A4_C0,P5_A5_C0,30,0.0660793,0.05323869,1.24118943,24.32,3.8635306,1.470158,0.12871287,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A4_C0,P4_A5_C0,23,0.05066079,0.03837622,1.32010899,17.68,4.58561651,1.160149,0.15841584,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A4_C0,P4_A4_C0,48,0.11735941,0.10070985,1.1653221,41.63,5.50418574,1.157301,0.14851485,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A5_C0,P4_A4_C0,22,0.12716763,0.10070985,1.26271294,17.83,3.63500101,1.14718,0.16831683,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A4_C0,P1_A1_C0,25,0.06112469,0.05102041,1.19804401,20.94,3.66203564,1.108673,0.15841584,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A4_C0,P4_A3_C0,34,0.07488987,0.06588287,1.1367122,29.73,5.01685039,0.851132,0.24752475,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A5_C0,P2_A2_C0,22,0.12716763,0.11091393,1.14654335,18.63,4.03183042,0.835849,0.21782178,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P3_A3_C0,100,0.1540832,0.14396628,1.07027286,93.63,7.86329537,0.810093,0.21782178,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A3_C0,P4_A4_C0,34,0.11447811,0.10070985,1.1367122,30.06,5.03887914,0.78192,0.18811881,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A3_C0,P2_A2_C0,32,0.12451362,0.11091393,1.12261479,28.34,4.73162581,0.773518,0.23762376,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P2_A2_C0,75,0.1155624,0.11091393,1.04191063,71.68,7.16878756,0.463119,0.3960396,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P1_A1_C0,P3_A4_C0,22,0.0952381,0.0907276,1.04971475,20.7,4.64605839,0.279807,0.46534653,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A2_C0,P4_A4_C0,51,0.102,0.10070985,1.01281057,49.86,6.61650828,0.172296,0.46534653,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P5_A4_C0,P3_A3_C0,29,0.145,0.14396628,1.00718028,28.66,4.8371876,0.070289,0.51485149,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P5_A5_C0,P2_A2_C0,26,0.10833333,0.11091393,0.97673333,26.61,4.51461152,-0.135117,0.63366337,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A4_C0,P4_A4_C0,44,0.0969163,0.10070985,0.96233189,45.03,5.72687268,-0.179854,0.61386139,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A3_C0,P3_A3_C0,41,0.13804714,0.14396628,0.95888521,42.02,5.28382323,-0.193042,0.62376238,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A4_C0,P3_A4_C0,39,0.08590308,0.0907276,0.94682421,40.52,6.45650561,-0.235421,0.63366337,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A4_C0,P2_A2_C0,49,0.10792952,0.11091393,0.97309251,50.52,5.98057462,-0.254156,0.63366337,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P1_A1_C0,P2_A2_C0,25,0.10822511,0.11091393,0.97575758,26.25,4.67180453,-0.267563,0.64356436,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A3_C0,P3_A3_C0,35,0.13618677,0.14396628,0.94596296,37.01,5.77786616,-0.347879,0.66336634,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P5_A5_C0,P3_A3_C0,33,0.1375,0.14396628,0.95508475,35.05,5.49080959,-0.373351,0.66336634,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P1_A1_C0,P4_A4_C0,22,0.0952381,0.10070985,0.94566814,23.84,4.60285375,-0.399752,0.65346535,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A3_C0,P4_A4_C0,24,0.09338521,0.10070985,0.92726992,26.0,4.93799943,-0.405022,0.71287129,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A4_C0,P3_A3_C0,62,0.13656388,0.14396628,0.94858237,65.98,8.22165163,-0.484088,0.69306931,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A2_C0,P5_A5_C0,24,0.048,0.05323869,0.9016,26.24,4.53074793,-0.4944,0.68316832,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A3_C0,P3_A4_C0,23,0.07744108,0.0907276,0.85355593,26.18,4.91828171,-0.646567,0.77227723,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P4_A4_C0,57,0.08782743,0.10070985,0.87208379,64.63,7.72854476,-0.987249,0.85148515,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P4_A3_C0,35,0.05392912,0.06588287,0.81856054,43.25,5.89191365,-1.400224,0.93069307,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A4_C0,P3_A4_C0,29,0.07090465,0.0907276,0.78151135,36.56,5.05588965,-1.495286,0.94059406,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A3_C0,P5_A5_C0,27,0.04160247,0.05323869,0.78143297,34.73,5.13230017,-1.506147,0.97029703,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P4_A3_C0,P2_A2_C0,23,0.07744108,0.11091393,0.69820875,32.28,5.62835534,-1.648794,0.97029703,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A2_C0,P4_A3_C0,22,0.044,0.06588287,0.66785185,32.62,5.26236879,-2.018103,1.0,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P2_A2_C0,P2_A2_C0,40,0.08,0.11091393,0.72128,55.1,6.90703053,-2.186178,0.97029703,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P3_A4_C0,P3_A3_C0,38,0.09290954,0.14396628,0.64535622,59.5,6.08940129,-3.530725,1.0,upper,screening_selected_transition,exodus,minor,transition_exact_shape,taam_events
P<=4_A3_C0,P7-9_A8+_C1,21,0.11731844,0.07790549,1.50590713,13.83,3.28158314,2.184921,0.03960396,upper,screening_selected_transition,exodus,major,transition_bucket_shape,taam_events
