taam,rank,successor,count,prob,book,run_label,stream_type
atnah,1,merkha,227,0.19773519,exodus,control_exclude_meteg,core_projected
atnah,2,munah,213,0.18554007,exodus,control_exclude_meteg,core_projected
atnah,3,tipeha,152,0.13240418,exodus,control_exclude_meteg,core_projected
atnah,4,mahapakh,132,0.11498258,exodus,control_exclude_meteg,core_projected
atnah,5,pashta,107,0.09320557,exodus,control_exclude_meteg,core_projected
atnah,6,qadma,82,0.07142857,exodus,control_exclude_meteg,core_projected
atnah,7,tevir,59,0.05139373,exodus,control_exclude_meteg,core_projected
atnah,8,revia,50,0.04355401,exodus,control_exclude_meteg,core_projected
atnah,9,darga,49,0.04268293,exodus,control_exclude_meteg,core_projected
atnah,10,zaqef_gadol,38,0.03310105,exodus,control_exclude_meteg,core_projected
darga,1,tevir,211,0.95475113,exodus,control_exclude_meteg,core_projected
darga,2,munah,8,0.0361991,exodus,control_exclude_meteg,core_projected
darga,3,tipeha,1,0.00452489,exodus,control_exclude_meteg,core_projected
darga,4,paseq,1,0.00452489,exodus,control_exclude_meteg,core_projected
geresh,1,revia,71,0.30603448,exodus,control_exclude_meteg,core_projected
geresh,2,munah,70,0.30172414,exodus,control_exclude_meteg,core_projected
geresh,3,mahapakh,50,0.21551724,exodus,control_exclude_meteg,core_projected
geresh,4,darga,19,0.08189655,exodus,control_exclude_meteg,core_projected
geresh,5,merkha,12,0.05172414,exodus,control_exclude_meteg,core_projected
geresh,6,qadma,6,0.02586207,exodus,control_exclude_meteg,core_projected
geresh,7,pashta,3,0.01293103,exodus,control_exclude_meteg,core_projected
geresh,8,tipeha,1,0.00431034,exodus,control_exclude_meteg,core_projected
mahapakh,1,pashta,649,0.98782344,exodus,control_exclude_meteg,core_projected
mahapakh,2,munah,2,0.00304414,exodus,control_exclude_meteg,core_projected
mahapakh,3,zaqef_qatan,2,0.00304414,exodus,control_exclude_meteg,core_projected
mahapakh,4,merkha,1,0.00152207,exodus,control_exclude_meteg,core_projected
mahapakh,5,tipeha,1,0.00152207,exodus,control_exclude_meteg,core_projected
mahapakh,6,qadma,1,0.00152207,exodus,control_exclude_meteg,core_projected
mahapakh,7,paseq,1,0.00152207,exodus,control_exclude_meteg,core_projected
merkha,1,tipeha,1228,0.65284423,exodus,control_exclude_meteg,core_projected
merkha,2,sof_pasuq,456,0.24242424,exodus,control_exclude_meteg,core_projected
merkha,3,tevir,145,0.07708666,exodus,control_exclude_meteg,core_projected
merkha,4,pashta,26,0.01382243,exodus,control_exclude_meteg,core_projected
merkha,5,munah,10,0.00531632,exodus,control_exclude_meteg,core_projected
merkha,6,paseq,8,0.00425306,exodus,control_exclude_meteg,core_projected
merkha,7,qadma,3,0.0015949,exodus,control_exclude_meteg,core_projected
merkha,8,atnah,2,0.00106326,exodus,control_exclude_meteg,core_projected
merkha,9,telisha_qetana,1,0.00053163,exodus,control_exclude_meteg,core_projected
merkha,10,mahapakh,1,0.00053163,exodus,control_exclude_meteg,core_projected
munah,1,zaqef_qatan,896,0.448,exodus,control_exclude_meteg,core_projected
munah,2,atnah,524,0.262,exodus,control_exclude_meteg,core_projected
munah,3,revia,306,0.153,exodus,control_exclude_meteg,core_projected
munah,4,munah,86,0.043,exodus,control_exclude_meteg,core_projected
munah,5,paseq,67,0.0335,exodus,control_exclude_meteg,core_projected
munah,6,mahapakh,39,0.0195,exodus,control_exclude_meteg,core_projected
munah,7,telisha_qetana,22,0.011,exodus,control_exclude_meteg,core_projected
munah,8,qadma,20,0.01,exodus,control_exclude_meteg,core_projected
munah,9,merkha,13,0.0065,exodus,control_exclude_meteg,core_projected
munah,10,pashta,12,0.006,exodus,control_exclude_meteg,core_projected
paseq,1,munah,65,0.82278481,exodus,control_exclude_meteg,core_projected
paseq,2,sof_pasuq,3,0.03797468,exodus,control_exclude_meteg,core_projected
paseq,3,zaqef_qatan,3,0.03797468,exodus,control_exclude_meteg,core_projected
paseq,4,tipeha,2,0.02531646,exodus,control_exclude_meteg,core_projected
