cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,618,0.53832753,exodus,control_exclude_meteg,full
atnah,2,munah,524,0.45644599,exodus,control_exclude_meteg,full
paseq,1,munah,67,0.84810127,exodus,control_exclude_meteg,full
paseq,2,merkha,8,0.10126582,exodus,control_exclude_meteg,full
revia,1,munah,290,0.57199211,exodus,control_exclude_meteg,full
revia,2,geresh,71,0.14003945,exodus,control_exclude_meteg,full
revia,3,sof_pasuq,63,0.12426036,exodus,control_exclude_meteg,full
revia,4,atnah,50,0.09861933,exodus,control_exclude_meteg,full
revia,5,zaqef_qatan,15,0.0295858,exodus,control_exclude_meteg,full
revia,6,segol,14,0.02761341,exodus,control_exclude_meteg,full
sof_pasuq,1,tipeha,736,0.61078838,exodus,control_exclude_meteg,full
sof_pasuq,2,merkha,456,0.37842324,exodus,control_exclude_meteg,full
sof_pasuq,3,atnah,9,0.00746888,exodus,control_exclude_meteg,full
zaqef_gadol,1,zaqef_qatan,41,0.41414141,exodus,control_exclude_meteg,full
zaqef_gadol,2,atnah,38,0.38383838,exodus,control_exclude_meteg,full
zaqef_gadol,3,sof_pasuq,18,0.18181818,exodus,control_exclude_meteg,full
zaqef_qatan,1,munah,896,0.60622463,exodus,control_exclude_meteg,full
zaqef_qatan,2,pashta,527,0.35656292,exodus,control_exclude_meteg,full
zaqef_qatan,3,qadma,22,0.01488498,exodus,control_exclude_meteg,full
zaqef_qatan,4,yetiv,13,0.00879567,exodus,control_exclude_meteg,full
zaqef_qatan,5,atnah,7,0.00473613,exodus,control_exclude_meteg,full
zaqef_qatan,6,zaqef_qatan,5,0.00338295,exodus,control_exclude_meteg,full
