source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,1228,0.65423548,0.52366738,458,770,2.68122271,316.818902,3.876031,exodus,control_exclude_meteg,core_adjacent
munah,zaqef_qatan,896,0.47812166,0.61244019,82,814,10.92682927,197.341251,4.540358,exodus,control_exclude_meteg,core_adjacent
tipeha,sof_pasuq,736,0.31372549,0.61078838,73,663,10.08219178,203.47873,3.617086,exodus,control_exclude_meteg,core_adjacent
mahapakh,pashta,649,0.98782344,0.49055178,10,639,64.9,62.564673,10.373266,exodus,control_exclude_meteg,core_adjacent
zaqef_qatan,tipeha,633,0.436853,0.26993603,1,632,633.0,244.576765,2.588144,exodus,control_exclude_meteg,core_adjacent
tipeha,atnah,618,0.26342711,0.53832753,152,466,4.06578947,193.853595,3.187973,exodus,control_exclude_meteg,core_adjacent
pashta,munah,572,0.43137255,0.3158476,3,569,190.66666667,172.848629,3.309254,exodus,control_exclude_meteg,core_adjacent
pashta,zaqef_qatan,527,0.3974359,0.36021873,72,455,7.31944444,139.634204,3.774147,exodus,control_exclude_meteg,core_adjacent
tipeha,munah,525,0.22378517,0.28989509,4,521,131.25,305.809113,1.716757,exodus,control_exclude_meteg,core_adjacent
munah,atnah,524,0.2796158,0.45644599,188,336,2.78723404,154.851508,3.383887,exodus,control_exclude_meteg,core_adjacent
tipeha,merkha,458,0.19522592,0.24465812,1228,-770,0.37296417,316.109696,1.448864,exodus,control_exclude_meteg,core_adjacent
merkha,sof_pasuq,456,0.24294086,0.37842324,232,224,1.96551724,162.800331,2.800977,exodus,control_exclude_meteg,core_adjacent
zaqef_qatan,merkha,454,0.31331953,0.24252137,1,453,454.0,195.244224,2.325293,exodus,control_exclude_meteg,core_adjacent
tevir,merkha,383,0.65470085,0.20459402,145,238,2.64137931,78.825308,4.858846,exodus,control_exclude_meteg,core_adjacent
munah,revia,290,0.1547492,0.59183673,23,267,12.60869565,66.095156,4.387614,exodus,control_exclude_meteg,core_adjacent
sof_pasuq,merkha,232,0.20769919,0.12393162,456,-224,0.50877193,150.509177,1.541434,exodus,control_exclude_meteg,core_adjacent
sof_pasuq,munah,227,0.20322292,0.12534511,0,227,inf,145.604765,1.559015,exodus,control_exclude_meteg,core_adjacent
atnah,merkha,226,0.20695971,0.1207265,2,224,113.0,147.140574,1.535946,exodus,control_exclude_meteg,core_adjacent
darga,tevir,211,0.95909091,0.36130137,0,211,inf,9.247823,22.816182,exodus,control_exclude_meteg,core_adjacent
pashta,pashta,206,0.15535445,0.15570673,206,0,1.0,126.272079,1.631398,exodus,control_exclude_meteg,core_adjacent
qadma,geresh,203,0.4987715,0.89035088,6,197,33.83333333,6.679335,30.392248,exodus,control_exclude_meteg,core_adjacent
tevir,tipeha,199,0.34017094,0.08486141,0,199,inf,98.742172,2.01535,exodus,control_exclude_meteg,core_adjacent
atnah,munah,188,0.17216117,0.10381005,524,-336,0.35877863,142.34593,1.320726,exodus,control_exclude_meteg,core_adjacent
revia,pashta,158,0.35033259,0.11942555,0,158,inf,42.947743,3.678889,exodus,control_exclude_meteg,core_adjacent
sof_pasuq,mahapakh,154,0.13786929,0.25245902,0,154,inf,49.044123,3.14003,exodus,control_exclude_meteg,core_adjacent
atnah,tipeha,152,0.13919414,0.06481876,618,-466,0.24595469,184.318722,0.824658,exodus,control_exclude_meteg,core_adjacent
merkha,tevir,145,0.07725093,0.24828767,383,-238,0.37859008,78.900741,1.837752,exodus,control_exclude_meteg,core_adjacent
revia,mahapakh,136,0.30155211,0.22295082,0,136,inf,19.802059,6.867973,exodus,control_exclude_meteg,core_adjacent
atnah,mahapakh,124,0.11355311,0.20327869,0,124,inf,47.946448,2.586219,exodus,control_exclude_meteg,core_adjacent
sof_pasuq,qadma,122,0.10922113,0.33888889,0,122,inf,28.944073,4.215025,exodus,control_exclude_meteg,core_adjacent
atnah,pashta,107,0.09798535,0.0808768,1,106,107.0,103.988771,1.028957,exodus,control_exclude_meteg,core_adjacent
qadma,mahapakh,94,0.23095823,0.15409836,1,93,94.0,17.87015,5.260168,exodus,control_exclude_meteg,core_adjacent
telisha_qetana,qadma,87,0.96666667,0.24166667,0,87,inf,2.33211,37.305278,exodus,control_exclude_meteg,core_adjacent
geresh,revia,71,0.30603448,0.14489796,1,70,71.0,8.182538,8.677014,exodus,control_exclude_meteg,core_adjacent
geresh,munah,70,0.30172414,0.03865268,1,69,70.0,30.241992,2.314662,exodus,control_exclude_meteg,core_adjacent
paseq,munah,62,0.84931507,0.03423523,67,-5,0.92537313,9.515799,6.51548,exodus,control_exclude_meteg,core_adjacent
geresh,mahapakh,50,0.21551724,0.08196721,0,50,inf,10.186425,4.908493,exodus,control_exclude_meteg,core_adjacent
zaqef_gadol,tipeha,46,0.4742268,0.0196162,0,46,inf,16.372634,2.809566,exodus,control_exclude_meteg,core_adjacent
zaqef_gadol,merkha,32,0.32989691,0.01709402,0,32,inf,13.070179,2.448321,exodus,control_exclude_meteg,core_adjacent
