k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,555,0.03776538,30.578512,14696,18.15,3.83680929,22,139.92095,True,0.00497512,0,200,1,exodus,control_exclude_meteg,full
3,mahapakh pashta zaqef_qatan,283,0.01925694,46.431501,14696,6.095,2.22050178,12,124.703796,True,0.00497512,0,200,2,exodus,control_exclude_meteg,full
3,tevir merkha tipeha,381,0.02592542,32.605905,14696,11.685,2.96305136,16,124.640094,True,0.00497512,0,200,3,exodus,control_exclude_meteg,full
3,tipeha munah atnah,518,0.03524769,20.728291,14696,24.99,4.68397246,23,105.254675,True,0.00497512,0,200,4,exodus,control_exclude_meteg,full
3,paseq munah revia,60,0.00408274,181.818182,14696,0.33,0.58550326,4,101.912327,True,0.00497512,0,200,5,exodus,control_exclude_meteg,full
3,sof_pasuq qadma geresh,68,0.00462711,127.102804,14696,0.535,0.70087885,4,96.257721,True,0.00497512,0,200,6,exodus,control_exclude_meteg,full
3,darga tevir merkha,103,0.00700871,83.739837,14696,1.23,1.14176096,6,89.134244,True,0.00497512,0,200,7,exodus,control_exclude_meteg,full
3,mahapakh pashta munah,252,0.01714752,30.416415,14696,8.285,2.75713328,15,88.394349,True,0.00497512,0,200,8,exodus,control_exclude_meteg,full
3,tipeha merkha sof_pasuq,453,0.03082471,18.211055,14696,24.875,4.85046493,27,88.264735,True,0.00497512,0,200,9,exodus,control_exclude_meteg,full
3,darga tevir tipeha,108,0.00734894,75.261324,14696,1.435,1.24641194,6,85.497416,True,0.00497512,0,200,10,exodus,control_exclude_meteg,full
3,revia mahapakh pashta,131,0.00891399,61.214953,14696,2.14,1.5105658,8,85.305784,True,0.00497512,0,200,11,exodus,control_exclude_meteg,full
3,merkha tipeha sof_pasuq,403,0.02742243,16.452337,14696,24.495,4.9702608,26,76.153951,True,0.00497512,0,200,12,exodus,control_exclude_meteg,full
3,merkha tipeha atnah,352,0.0239521,14.768198,14696,23.835,4.39252163,22,74.709934,True,0.00497512,0,200,13,exodus,control_exclude_meteg,full
3,zaqef_qatan merkha tipeha,432,0.02939575,14.16858,14696,30.49,5.49279107,27,73.097628,True,0.00497512,0,200,14,exodus,control_exclude_meteg,full
3,yetiv munah zaqef_qatan,72,0.00489929,57.370518,14696,1.255,1.03699169,6,68.221376,True,0.00497512,0,200,15,exodus,control_exclude_meteg,full
3,sof_pasuq mahapakh pashta,154,0.01047904,29.961089,14696,5.14,2.18501061,12,68.127816,True,0.00497512,0,200,16,exodus,control_exclude_meteg,full
3,qadma mahapakh pashta,94,0.0063963,52.661064,14696,1.785,1.35941718,7,67.834217,True,0.00497512,0,200,17,exodus,control_exclude_meteg,full
3,munah zaqef_qatan tipeha,390,0.02653783,11.996309,14696,32.51,5.50923391,27,64.88924,True,0.00497512,0,200,18,exodus,control_exclude_meteg,full
3,atnah mahapakh pashta,124,0.00843767,26.752967,14696,4.635,1.97262038,12,60.510883,True,0.00497512,0,200,19,exodus,control_exclude_meteg,full
3,qadma geresh munah,59,0.0040147,57.843137,14696,1.02,0.98715367,6,58.734523,True,0.00497512,0,200,20,exodus,control_exclude_meteg,full
3,munah zaqef_qatan merkha,275,0.01871257,10.611615,14696,25.915,4.7264651,23,52.700061,True,0.00497512,0,200,21,exodus,control_exclude_meteg,full
3,revia yetiv munah,30,0.00204137,86.956522,14696,0.345,0.58108805,4,51.033574,True,0.00497512,0,200,22,exodus,control_exclude_meteg,full
3,gershayim mahapakh pashta,32,0.00217746,98.461538,14696,0.325,0.62556507,4,50.634221,True,0.00497512,0,200,23,exodus,control_exclude_meteg,full
