book,equivalence_profile,family,metric_role,metric,null,permutations,observed,null_mean,difference,fold,null_sd,z,p_enrich,p_deplete,p_two_sided
genesis,STRICT,boundary_alignment,secondary,run_contained_minor,run_preserving_circular_translation,1000,0.8970453853183065,0.8744590313737435,0.022586353944562987,1.0258289446780378,0.0044518040814407085,5.073528289064669,0.000999000999000999,1.0,0.001998001998001998
genesis,STRICT,boundary_alignment,secondary,run_contained_major,run_preserving_circular_translation,1000,0.9473042948522693,0.9301596101127018,0.01714468473956754,1.0184319815149685,0.0038973045028905333,4.39911347108027,0.000999000999000999,1.0,0.001998001998001998
genesis,STRICT,boundary_alignment,secondary,run_contained_verse,run_preserving_circular_translation,1000,0.9741090466037161,0.96351325007615,0.010595796527566148,1.0109970428810695,0.002863756571024142,3.6999641082540964,0.000999000999000999,1.0,0.001998001998001998
genesis,STRICT,boundary_alignment,primary,run_ends_minor_boundary,run_preserving_circular_translation,1000,0.37374352726165094,0.31727535790435574,0.056468169357295206,1.1779784277300156,0.007987180634308717,7.06985004379865,0.000999000999000999,1.0,0.001998001998001998
genesis,STRICT,boundary_alignment,primary,run_ends_major_boundary,run_preserving_circular_translation,1000,0.1928114529393847,0.16515686871763632,0.02765458422174838,1.167444348130798,0.0060937699194086,4.538173345480076,0.000999000999000999,1.0,0.001998001998001998
genesis,STRICT,boundary_alignment,primary,run_ends_verse_boundary,run_preserving_circular_translation,1000,0.09869022235759975,0.08433049040511728,0.014359731952482468,1.1702792416301555,0.00437032337460539,3.285736711366136,0.001998001998001998,0.999000999000999,0.003996003996003996
genesis,STRICT,boundary_alignment,secondary,run_starts_after_minor_boundary,run_preserving_circular_translation,1000,0.2735303076454462,0.31659914712153514,-0.043068839476088916,0.8639641329812054,0.007873120886669605,-5.470364306105224,1.0,0.000999000999000999,0.001998001998001998
genesis,STRICT,boundary_alignment,secondary,run_starts_after_major_boundary,run_preserving_circular_translation,1000,0.14377094121230583,0.16514316174230886,-0.02137222053000304,0.870583678400487,0.0059674738903494964,-3.5814518710447736,1.0,0.000999000999000999,0.001998001998001998
genesis,STRICT,boundary_alignment,secondary,run_starts_after_verse_boundary,run_preserving_circular_translation,1000,0.07584526347852574,0.08441029546146817,-0.008565031982942423,0.898530956015286,0.004349407547655921,-1.9692410722831617,0.975024975024975,0.027972027972027972,0.055944055944055944
exodus,STRICT,boundary_alignment,secondary,run_contained_minor,run_preserving_circular_translation,1000,0.887627695800227,0.8643870601589103,0.02324063564131673,1.0268868389087686,0.004687797834372715,4.957687268616313,0.000999000999000999,1.0,0.001998001998001998
