taam,rank,predecessor,count,prob,book,run_label,stream_type
atnah,1,tipeha,808,0.55115962,genesis,explore_k3_7_edges20,full
atnah,2,munah,575,0.39222374,genesis,explore_k3_7_edges20,full
atnah,3,meteg,70,0.04774898,genesis,explore_k3_7_edges20,full
atnah,4,sof_pasuq,7,0.0047749,genesis,explore_k3_7_edges20,full
atnah,5,paseq,6,0.00409277,genesis,explore_k3_7_edges20,full
darga,1,sof_pasuq,70,0.27667984,genesis,explore_k3_7_edges20,full
darga,2,qadma,44,0.17391304,genesis,explore_k3_7_edges20,full
darga,3,atnah,27,0.10671937,genesis,explore_k3_7_edges20,full
darga,4,zaqef_qatan,22,0.08695652,genesis,explore_k3_7_edges20,full
darga,5,gershayim,19,0.07509881,genesis,explore_k3_7_edges20,full
darga,6,geresh,18,0.07114625,genesis,explore_k3_7_edges20,full
darga,7,meteg,17,0.06719368,genesis,explore_k3_7_edges20,full
darga,8,revia,16,0.06324111,genesis,explore_k3_7_edges20,full
darga,9,munah,13,0.0513834,genesis,explore_k3_7_edges20,full
darga,10,telisha_gedola,3,0.01185771,genesis,explore_k3_7_edges20,full
darga,11,zaqef_gadol,2,0.00790514,genesis,explore_k3_7_edges20,full
darga,12,segol,1,0.00395257,genesis,explore_k3_7_edges20,full
darga,13,paseq,1,0.00395257,genesis,explore_k3_7_edges20,full
geresh,1,qadma,200,0.81967213,genesis,explore_k3_7_edges20,full
geresh,2,meteg,18,0.07377049,genesis,explore_k3_7_edges20,full
geresh,3,atnah,11,0.04508197,genesis,explore_k3_7_edges20,full
geresh,4,sof_pasuq,9,0.03688525,genesis,explore_k3_7_edges20,full
geresh,5,telisha_gedola,2,0.00819672,genesis,explore_k3_7_edges20,full
geresh,6,segol,2,0.00819672,genesis,explore_k3_7_edges20,full
geresh,7,munah,1,0.00409836,genesis,explore_k3_7_edges20,full
geresh,8,revia,1,0.00409836,genesis,explore_k3_7_edges20,full
gershayim,1,sof_pasuq,34,0.30088496,genesis,explore_k3_7_edges20,full
gershayim,2,meteg,26,0.2300885,genesis,explore_k3_7_edges20,full
gershayim,3,atnah,25,0.22123894,genesis,explore_k3_7_edges20,full
gershayim,4,revia,10,0.08849558,genesis,explore_k3_7_edges20,full
gershayim,5,munah,6,0.05309735,genesis,explore_k3_7_edges20,full
gershayim,6,telisha_gedola,6,0.05309735,genesis,explore_k3_7_edges20,full
gershayim,7,zaqef_qatan,3,0.02654867,genesis,explore_k3_7_edges20,full
gershayim,8,segol,2,0.01769912,genesis,explore_k3_7_edges20,full
gershayim,9,pazer,1,0.00884956,genesis,explore_k3_7_edges20,full
mahapakh,1,sof_pasuq,179,0.22487437,genesis,explore_k3_7_edges20,full
mahapakh,2,revia,141,0.17713568,genesis,explore_k3_7_edges20,full
mahapakh,3,atnah,124,0.15577889,genesis,explore_k3_7_edges20,full
mahapakh,4,qadma,121,0.15201005,genesis,explore_k3_7_edges20,full
mahapakh,5,meteg,55,0.06909548,genesis,explore_k3_7_edges20,full
mahapakh,6,geresh,43,0.0540201,genesis,explore_k3_7_edges20,full
mahapakh,7,gershayim,43,0.0540201,genesis,explore_k3_7_edges20,full
mahapakh,8,zaqef_qatan,39,0.04899497,genesis,explore_k3_7_edges20,full
mahapakh,9,munah,24,0.03015075,genesis,explore_k3_7_edges20,full
mahapakh,10,pashta,14,0.01758794,genesis,explore_k3_7_edges20,full
mahapakh,11,segol,11,0.0138191,genesis,explore_k3_7_edges20,full
mahapakh,12,telisha_gedola,1,0.00125628,genesis,explore_k3_7_edges20,full
mahapakh,13,yetiv,1,0.00125628,genesis,explore_k3_7_edges20,full
merkha,1,tipeha,629,0.26121262,genesis,explore_k3_7_edges20,full
merkha,2,zaqef_qatan,579,0.2404485,genesis,explore_k3_7_edges20,full
merkha,3,tevir,378,0.15697674,genesis,explore_k3_7_edges20,full
merkha,4,atnah,296,0.12292359,genesis,explore_k3_7_edges20,full
merkha,5,sof_pasuq,205,0.08513289,genesis,explore_k3_7_edges20,full
merkha,6,meteg,156,0.06478405,genesis,explore_k3_7_edges20,full
merkha,7,zaqef_gadol,87,0.03612957,genesis,explore_k3_7_edges20,full
merkha,8,qadma,33,0.01370432,genesis,explore_k3_7_edges20,full
merkha,9,revia,28,0.01162791,genesis,explore_k3_7_edges20,full
merkha,10,geresh,9,0.00373754,genesis,explore_k3_7_edges20,full
merkha,11,gershayim,4,0.00166113,genesis,explore_k3_7_edges20,full
merkha,12,munah,3,0.00124585,genesis,explore_k3_7_edges20,full
merkha,13,pashta,1,0.00041528,genesis,explore_k3_7_edges20,full
merkha_kefula,1,darga,1,1.0,genesis,explore_k3_7_edges20,full
meteg,1,tipeha,937,0.34768089,genesis,explore_k3_7_edges20,full
meteg,2,merkha,747,0.27717996,genesis,explore_k3_7_edges20,full
meteg,3,atnah,150,0.05565863,genesis,explore_k3_7_edges20,full
meteg,4,sof_pasuq,143,0.05306122,genesis,explore_k3_7_edges20,full
meteg,5,zaqef_qatan,135,0.05009276,genesis,explore_k3_7_edges20,full
meteg,6,munah,114,0.04230056,genesis,explore_k3_7_edges20,full
meteg,7,pashta,93,0.03450835,genesis,explore_k3_7_edges20,full
meteg,8,meteg,87,0.032282,genesis,explore_k3_7_edges20,full
meteg,9,mahapakh,87,0.032282,genesis,explore_k3_7_edges20,full
meteg,10,revia,65,0.02411874,genesis,explore_k3_7_edges20,full
meteg,11,tevir,25,0.00927644,genesis,explore_k3_7_edges20,full
meteg,12,darga,22,0.00816327,genesis,explore_k3_7_edges20,full
meteg,13,geresh,21,0.00779221,genesis,explore_k3_7_edges20,full
meteg,14,qadma,21,0.00779221,genesis,explore_k3_7_edges20,full
meteg,15,zaqef_gadol,13,0.00482375,genesis,explore_k3_7_edges20,full
munah,1,pashta,735,0.305995,genesis,explore_k3_7_edges20,full
munah,2,tipeha,593,0.2468776,genesis,explore_k3_7_edges20,full
munah,3,sof_pasuq,284,0.1182348,genesis,explore_k3_7_edges20,full
munah,4,atnah,221,0.09200666,genesis,explore_k3_7_edges20,full
munah,5,zaqef_qatan,112,0.04662781,genesis,explore_k3_7_edges20,full
munah,6,meteg,93,0.03871774,genesis,explore_k3_7_edges20,full
munah,7,yetiv,67,0.02789342,genesis,explore_k3_7_edges20,full
munah,8,geresh,61,0.0253955,genesis,explore_k3_7_edges20,full
munah,9,paseq,52,0.02164863,genesis,explore_k3_7_edges20,full
munah,10,zinor,38,0.01582015,genesis,explore_k3_7_edges20,full
munah,11,gershayim,35,0.01457119,genesis,explore_k3_7_edges20,full
munah,12,revia,24,0.00999167,genesis,explore_k3_7_edges20,full
munah,13,munah,21,0.00874271,genesis,explore_k3_7_edges20,full
munah,14,segol,18,0.00749376,genesis,explore_k3_7_edges20,full
munah,15,darga,17,0.00707744,genesis,explore_k3_7_edges20,full
paseq,1,munah,72,0.7826087,genesis,explore_k3_7_edges20,full
paseq,2,darga,9,0.09782609,genesis,explore_k3_7_edges20,full
paseq,3,mahapakh,5,0.05434783,genesis,explore_k3_7_edges20,full
paseq,4,merkha,3,0.0326087,genesis,explore_k3_7_edges20,full
paseq,5,shalshelet,3,0.0326087,genesis,explore_k3_7_edges20,full
pashta,1,mahapakh,702,0.41269841,genesis,explore_k3_7_edges20,full
pashta,2,pashta,297,0.17460317,genesis,explore_k3_7_edges20,full
pashta,3,meteg,191,0.11228689,genesis,explore_k3_7_edges20,full
pashta,4,revia,187,0.10993533,genesis,explore_k3_7_edges20,full
pashta,5,atnah,121,0.07113463,genesis,explore_k3_7_edges20,full
pashta,6,sof_pasuq,98,0.05761317,genesis,explore_k3_7_edges20,full
pashta,7,zaqef_qatan,65,0.03821282,genesis,explore_k3_7_edges20,full
pashta,8,merkha,25,0.01469724,genesis,explore_k3_7_edges20,full
pashta,9,segol,6,0.00352734,genesis,explore_k3_7_edges20,full
pashta,10,paseq,5,0.00293945,genesis,explore_k3_7_edges20,full
pashta,11,zaqef_gadol,3,0.00176367,genesis,explore_k3_7_edges20,full
pashta,12,tipeha,1,0.00058789,genesis,explore_k3_7_edges20,full
pazer,1,sof_pasuq,13,0.44827586,genesis,explore_k3_7_edges20,full
pazer,2,atnah,5,0.17241379,genesis,explore_k3_7_edges20,full
pazer,3,munah,5,0.17241379,genesis,explore_k3_7_edges20,full
pazer,4,meteg,4,0.13793103,genesis,explore_k3_7_edges20,full
pazer,5,paseq,1,0.03448276,genesis,explore_k3_7_edges20,full
pazer,6,segol,1,0.03448276,genesis,explore_k3_7_edges20,full
qadma,1,sof_pasuq,153,0.33479212,genesis,explore_k3_7_edges20,full
qadma,2,telisha_qetana,92,0.20131291,genesis,explore_k3_7_edges20,full
qadma,3,atnah,69,0.15098468,genesis,explore_k3_7_edges20,full
qadma,4,revia,56,0.12253829,genesis,explore_k3_7_edges20,full
qadma,5,telisha_gedola,26,0.05689278,genesis,explore_k3_7_edges20,full
qadma,6,zaqef_qatan,18,0.03938731,genesis,explore_k3_7_edges20,full
qadma,7,meteg,12,0.02625821,genesis,explore_k3_7_edges20,full
qadma,8,segol,11,0.02407002,genesis,explore_k3_7_edges20,full
qadma,9,geresh,7,0.01531729,genesis,explore_k3_7_edges20,full
qadma,10,pashta,5,0.01094092,genesis,explore_k3_7_edges20,full
qadma,11,gershayim,4,0.00875274,genesis,explore_k3_7_edges20,full
qadma,12,paseq,2,0.00437637,genesis,explore_k3_7_edges20,full
qadma,13,zaqef_gadol,1,0.00218818,genesis,explore_k3_7_edges20,full
qadma,14,tipeha,1,0.00218818,genesis,explore_k3_7_edges20,full
revia,1,munah,307,0.50327869,genesis,explore_k3_7_edges20,full
revia,2,geresh,83,0.13606557,genesis,explore_k3_7_edges20,full
