taam,rank,successor,count,prob,book,run_label,stream_type
atnah,1,merkha,194,0.16854909,numbers,main,full
atnah,2,tipeha,164,0.1424848,numbers,main,full
atnah,3,munah,141,0.12250217,numbers,main,full
atnah,4,meteg,134,0.1164205,numbers,main,full
atnah,5,pashta,104,0.09035621,numbers,main,full
atnah,6,mahapakh,94,0.08166811,numbers,main,full
atnah,7,qadma,60,0.05212858,numbers,main,full
atnah,8,darga,57,0.04952215,numbers,main,full
atnah,9,tevir,50,0.04344049,numbers,main,full
atnah,10,revia,45,0.03909644,numbers,main,full
darga,1,tevir,198,0.83544304,numbers,main,full
darga,2,meteg,25,0.10548523,numbers,main,full
darga,3,munah,8,0.03375527,numbers,main,full
darga,4,paseq,4,0.01687764,numbers,main,full
darga,5,merkha_kefula,2,0.00843882,numbers,main,full
geresh,1,munah,69,0.30941704,numbers,main,full
geresh,2,revia,61,0.2735426,numbers,main,full
geresh,3,mahapakh,43,0.19282511,numbers,main,full
geresh,4,darga,16,0.07174888,numbers,main,full
geresh,5,meteg,12,0.05381166,numbers,main,full
geresh,6,qadma,10,0.04484305,numbers,main,full
geresh,7,merkha,9,0.04035874,numbers,main,full
geresh,8,telisha_qetana,1,0.0044843,numbers,main,full
geresh,9,pashta,1,0.0044843,numbers,main,full
geresh,10,tevir,1,0.0044843,numbers,main,full
gershayim,1,mahapakh,32,0.28070175,numbers,main,full
gershayim,2,munah,32,0.28070175,numbers,main,full
gershayim,3,revia,15,0.13157895,numbers,main,full
gershayim,4,darga,13,0.11403509,numbers,main,full
gershayim,5,meteg,11,0.09649123,numbers,main,full
gershayim,6,qadma,6,0.05263158,numbers,main,full
gershayim,7,merkha,5,0.04385965,numbers,main,full
mahapakh,1,pashta,503,0.88712522,numbers,main,full
mahapakh,2,meteg,63,0.11111111,numbers,main,full
mahapakh,3,paseq,1,0.00176367,numbers,main,full
merkha,1,tipeha,1064,0.57389428,numbers,main,full
merkha,2,meteg,607,0.32740022,numbers,main,full
merkha,3,tevir,141,0.07605178,numbers,main,full
merkha,4,pashta,35,0.0188781,numbers,main,full
merkha,5,paseq,6,0.00323625,numbers,main,full
merkha,6,zinor,1,0.00053937,numbers,main,full
merkha_kefula,1,tipeha,2,1.0,numbers,main,full
meteg,1,sof_pasuq,1283,0.59729981,numbers,main,full
meteg,2,tipeha,178,0.08286778,numbers,main,full
meteg,3,pashta,136,0.06331471,numbers,main,full
meteg,4,zaqef_qatan,125,0.05819367,numbers,main,full
meteg,5,merkha,78,0.03631285,numbers,main,full
meteg,6,meteg,53,0.02467412,numbers,main,full
meteg,7,munah,51,0.02374302,numbers,main,full
meteg,8,revia,47,0.02188082,numbers,main,full
meteg,9,atnah,45,0.02094972,numbers,main,full
meteg,10,tevir,38,0.01769088,numbers,main,full
munah,1,zaqef_qatan,756,0.40084836,numbers,main,full
munah,2,atnah,484,0.25662778,numbers,main,full
munah,3,revia,237,0.12566278,numbers,main,full
munah,4,meteg,101,0.05355249,numbers,main,full
