current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
meteg,sof_pasuq,1283,166.614,11.16827941,54,99.960429,True,0.00199601,0,500,numbers,main,full
merkha,tipeha,1064,271.012,13.406092,65,59.151317,True,0.00199601,0,500,numbers,main,full
tipeha,meteg,808,313.38,15.38522051,76,32.149035,True,0.00199601,0,500,numbers,main,full
munah,zaqef_qatan,756,153.226,11.18199437,56,53.905769,True,0.00199601,0,500,numbers,main,full
tipeha,atnah,621,169.444,11.35820768,62,39.75592,True,0.00199601,0,500,numbers,main,full
merkha,meteg,607,240.124,13.19654962,62,27.800903,True,0.00199601,0,500,numbers,main,full
zaqef_qatan,tipeha,603,197.852,12.70215673,66,31.896001,True,0.00199601,0,500,numbers,main,full
pashta,munah,529,137.658,10.54093253,59,37.125937,True,0.00199601,0,500,numbers,main,full
tipeha,merkha,509,272.444,14.107619,72,16.767961,True,0.00199601,0,500,numbers,main,full
mahapakh,pashta,503,41.502,6.32819786,35,72.927239,True,0.00199601,0,500,numbers,main,full
tipeha,munah,496,276.334,13.88755458,70,15.817472,True,0.00199601,0,500,numbers,main,full
munah,atnah,484,130.312,10.08017241,52,35.087495,True,0.00199601,0,500,numbers,main,full
pashta,zaqef_qatan,421,98.988,9.14369018,49,35.216854,True,0.00199601,0,500,numbers,main,full
zaqef_qatan,merkha,416,150.48,11.30491939,59,23.48712,True,0.00199601,0,500,numbers,main,full
tevir,merkha,339,64.078,7.57301903,44,36.302827,True,0.00199601,0,500,numbers,main,full
sof_pasuq,munah,269,145.818,10.96601034,56,11.233073,True,0.00199601,0,500,numbers,main,full
munah,revia,237,56.512,7.3877611,38,24.430676,True,0.00199601,0,500,numbers,main,full
tevir,tipeha,211,84.298,7.73724278,42,16.375601,True,0.00199601,0,500,numbers,main,full
darga,tevir,198,8.082,2.72214919,16,69.767668,True,0.00199601,0,500,numbers,main,full
sof_pasuq,merkha,196,143.054,10.51209266,58,5.036676,True,0.00199601,0,500,numbers,main,full
atnah,merkha,194,127.822,10.81147965,56,6.121086,True,0.00199601,0,500,numbers,main,full
qadma,geresh,189,5.902,2.46587857,14,74.252643,True,0.00199601,0,500,numbers,main,full
pashta,pashta,174,88.948,8.83977257,45,9.621515,True,0.00199601,0,500,numbers,main,full
sof_pasuq,qadma,148,33.516,5.84654669,32,19.581474,True,0.00199601,0,500,numbers,main,full
merkha,tevir,141,64.038,7.81836362,42,9.843748,True,0.00199601,0,500,numbers,main,full
revia,pashta,119,36.528,5.75320909,32,14.334956,True,0.00199601,0,500,numbers,main,full
revia,mahapakh,102,16.906,4.12883259,27,20.6097,True,0.00199601,0,500,numbers,main,full
qadma,mahapakh,97,14.87,3.73107784,24,22.012406,True,0.00199601,0,500,numbers,main,full
sof_pasuq,mahapakh,96,43.554,6.08581616,29,8.617743,True,0.00199601,0,500,numbers,main,full
atnah,mahapakh,94,39.328,6.09513884,35,8.969771,True,0.00199601,0,500,numbers,main,full
zaqef_gadol,tipeha,87,18.776,4.04159535,23,16.880463,True,0.00199601,0,500,numbers,main,full
telisha_qetana,qadma,84,2.34,1.48620915,10,54.94516,True,0.00199601,0,500,numbers,main,full
geresh,munah,69,25.13,4.91950231,30,8.917569,True,0.00199601,0,500,numbers,main,full
munah,paseq,68,9.08,2.73579406,17,21.536709,True,0.00199601,0,500,numbers,main,full
munah,zinor,67,10.666,3.05829206,19,18.420085,True,0.00199601,0,500,numbers,main,full
geresh,revia,61,6.65,2.34659605,14,23.161208,True,0.00199601,0,500,numbers,main,full
atnah,qadma,60,29.922,5.10136883,29,5.896065,True,0.00199601,0,500,numbers,main,full
yetiv,munah,58,8.29,2.84007607,19,17.503052,True,0.00199601,0,500,numbers,main,full
atnah,darga,57,16.29,3.87762452,24,10.498696,True,0.00199601,0,500,numbers,main,full
revia,qadma,55,12.946,3.42323254,20,12.28488,True,0.00199601,0,500,numbers,main,full
munah,segol,50,10.85,2.98820326,18,13.101518,True,0.00199601,0,500,numbers,main,full
revia,tevir,50,17.016,3.85973303,21,8.545669,True,0.00199601,0,500,numbers,main,full
zinor,munah,50,10.796,3.04251504,17,12.885392,True,0.00199601,0,500,numbers,main,full
sof_pasuq,gershayim,45,8.888,3.01157686,19,11.99106,True,0.00199601,0,500,numbers,main,full
zaqef_qatan,zaqef_gadol,45,10.188,3.12348657,20,11.145238,True,0.00199601,0,500,numbers,main,full
paseq,munah,44,9.002,2.85065756,17,12.277167,True,0.00199601,0,500,numbers,main,full
qadma,darga,44,6.268,2.48929089,15,15.15773,True,0.00199601,0,500,numbers,main,full
atnah,zaqef_gadol,43,8.848,2.78431334,17,12.265861,True,0.00199601,0,500,numbers,main,full
geresh,mahapakh,43,7.59,2.69302893,15,13.148763,True,0.00199601,0,500,numbers,main,full
zinor,segol,42,0.57,0.73086821,4,56.686007,True,0.00199601,0,500,numbers,main,full
segol,mahapakh,37,3.34,1.74082191,10,19.335694,True,0.00199601,0,500,numbers,main,full
sof_pasuq,zaqef_gadol,34,9.692,3.01185633,17,8.07077,True,0.00199601,0,500,numbers,main,full
gershayim,mahapakh,32,3.798,1.91010287,11,14.76465,True,0.00199601,0,500,numbers,main,full
gershayim,munah,32,12.696,3.37377366,18,5.721783,True,0.00199601,0,500,numbers,main,full
sof_pasuq,telisha_qetana,29,6.884,2.43112417,16,9.097026,True,0.00199601,0,500,numbers,main,full
telisha_gedola,qadma,29,1.274,1.08502468,6,25.553336,True,0.00199601,0,500,numbers,main,full
revia,darga,28,7.074,2.54272588,15,8.229751,True,0.00199601,0,500,numbers,main,full
zaqef_gadol,merkha,28,14.012,3.26146137,21,4.288875,True,0.00199601,0,500,numbers,main,full
revia,yetiv,22,2.224,1.4049098,8,14.076349,True,0.00199601,0,500,numbers,main,full
sof_pasuq,darga,31,18.006,3.91415447,24,3.319746,True,0.00598802,2,500,numbers,main,full
munah,gershayim,22,12.77,3.25550251,19,2.8352,True,0.00598802,2,500,numbers,main,full
atnah,pashta,104,83.606,8.46534631,44,2.409116,True,0.00798403,3,500,numbers,main,full
sof_pasuq,revia,52,38.43,6.04202882,36,2.245934,True,0.01996008,9,500,numbers,main,full
atnah,revia,45,34.25,5.635514,30,1.907546,True,0.03792415,18,500,numbers,main,full
atnah,tevir,50,39.792,5.99471511,32,1.702833,True,0.05389222,26,500,numbers,main,full
