source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
meteg,sof_pasuq,1283,0.59729981,0.99922118,86,1197,14.91860465,170.670297,7.517418,numbers,main,core_projected
merkha,tipeha,1064,0.57389428,0.43696099,509,555,2.09037328,279.362005,3.808678,numbers,main,core_projected
tipeha,meteg,808,0.33182752,0.37616387,178,630,4.53932584,323.662129,2.49643,numbers,main,core_projected
munah,zaqef_qatan,756,0.40084836,0.55711127,54,702,14.0,158.372649,4.773552,numbers,main,core_projected
tipeha,atnah,621,0.2550308,0.53953084,164,457,3.78658537,173.433478,3.580624,numbers,main,core_projected
merkha,meteg,607,0.32740022,0.28258845,79,528,7.6835443,246.435149,2.463123,numbers,main,core_projected
zaqef_qatan,tipeha,603,0.44436256,0.2476386,0,603,inf,204.4737,2.949035,numbers,main,core_projected
pashta,munah,529,0.43467543,0.2804878,5,524,105.8,142.03354,3.724472,numbers,main,core_projected
tipeha,merkha,509,0.20903491,0.27454153,1064,-555,0.47838346,279.362005,1.822009,numbers,main,core_projected
mahapakh,pashta,503,0.88712522,0.41331142,7,496,71.85714286,42.700433,11.77974,numbers,main,core_projected
tipeha,munah,496,0.2036961,0.26299046,1,495,496.0,284.183787,1.745349,numbers,main,core_projected
munah,atnah,484,0.25662778,0.42050391,159,325,3.04402516,134.330817,3.603045,numbers,main,core_projected
pashta,zaqef_qatan,421,0.34593262,0.31024318,40,381,10.525,102.194864,4.119581,numbers,main,core_projected
zaqef_qatan,merkha,416,0.30655859,0.22437972,0,416,inf,155.68552,2.672053,numbers,main,core_projected
tevir,merkha,339,0.58854167,0.1828479,141,198,2.40425532,66.083168,5.129899,numbers,main,core_projected
sof_pasuq,munah,306,0.23850351,0.16224814,0,306,inf,149.736262,2.043593,numbers,main,core_projected
munah,revia,264,0.13997879,0.53118712,62,202,4.25806452,58.003837,4.551423,numbers,main,core_projected
tevir,tipeha,211,0.36631944,0.08665298,0,211,inf,86.792079,2.431097,numbers,main,core_projected
darga,tevir,198,0.83544304,0.34375,0,198,inf,8.447525,23.438819,numbers,main,core_projected
sof_pasuq,merkha,198,0.1543258,0.10679612,0,198,inf,147.195668,1.345148,numbers,main,core_projected
atnah,merkha,196,0.17028671,0.10571737,0,196,inf,132.051609,1.484268,numbers,main,core_projected
qadma,geresh,189,0.43448276,0.84753363,10,179,18.9,6.002785,31.485387,numbers,main,core_projected
meteg,tipeha,178,0.08286778,0.07310062,808,-630,0.22029703,323.662129,0.549956,numbers,main,core_projected
pashta,pashta,174,0.14297453,0.14297453,174,0,1.0,91.651547,1.898495,numbers,main,core_projected
atnah,tipeha,164,0.1424848,0.06735113,621,-457,0.26409018,173.433478,0.945608,numbers,main,core_projected
atnah,munah,159,0.13814075,0.08430541,484,-325,0.3285124,134.330817,1.183645,numbers,main,core_projected
sof_pasuq,qadma,155,0.1208106,0.35714286,0,155,inf,34.456807,4.498385,numbers,main,core_projected
merkha,tevir,141,0.07605178,0.24479167,339,-198,0.4159292,66.083168,2.133675,numbers,main,core_projected
meteg,pashta,137,0.06378026,0.1125719,83,54,1.65060241,161.764604,0.84691,numbers,main,core_projected
atnah,meteg,136,0.11815812,0.06331471,45,91,3.02222222,152.991832,0.888936,numbers,main,core_projected
meteg,zaqef_qatan,125,0.05819367,0.09211496,65,60,1.92307692,180.373515,0.693006,numbers,main,core_projected
sof_pasuq,tipeha,124,0.09664848,0.05092402,1,123,124.0,193.323329,0.641413,numbers,main,core_projected
revia,pashta,119,0.23943662,0.09778143,0,119,inf,37.428775,3.179372,numbers,main,core_projected
munah,meteg,111,0.05885472,0.05167598,70,41,1.58571429,250.688614,0.44278,numbers,main,core_projected
revia,mahapakh,109,0.2193159,0.19223986,0,109,inf,17.438057,6.250696,numbers,main,core_projected
sof_pasuq,mahapakh,105,0.08183944,0.18518519,0,105,inf,45.016151,2.332496,numbers,main,core_projected
atnah,pashta,104,0.09035621,0.08545604,0,104,inf,86.681126,1.1998,numbers,main,core_projected
atnah,mahapakh,101,0.08774978,0.17813051,0,101,inf,40.384715,2.500946,numbers,main,core_projected
qadma,mahapakh,97,0.22298851,0.17107584,0,97,inf,15.262686,6.355369,numbers,main,core_projected
zaqef_gadol,tipeha,87,0.69047619,0.03572895,0,87,inf,18.985767,4.58238,numbers,main,core_projected
telisha_qetana,qadma,84,0.95454545,0.19354839,0,84,inf,2.363366,35.542522,numbers,main,core_projected
geresh,munah,69,0.30941704,0.03658537,3,66,23.0,26.025866,2.651209,numbers,main,core_projected
geresh,revia,61,0.2735426,0.12273642,0,61,inf,6.858354,8.894262,numbers,main,core_projected
paseq,munah,48,0.6,0.02545069,68,-20,0.70588235,9.336634,5.141039,numbers,main,core_projected
geresh,mahapakh,43,0.19282511,0.07583774,0,43,inf,7.824319,5.495686,numbers,main,core_projected
zaqef_gadol,merkha,28,0.22222222,0.01510248,0,28,inf,14.455693,1.936953,numbers,main,core_projected
paseq,revia,16,0.2,0.03219316,0,16,inf,2.460396,6.503018,numbers,main,core_projected
