fold,feature,pos_count,neg_count,log_likelihood_ratio,direction,rank
0,pos_dist_combo=5_3,43,55,1.60096085,positive,1
0,pos_dist_combo=9_3,12,20,1.36254983,positive,2
0,pos_dist_combo=6_8,6,11,1.30312641,positive,3
0,pos_dist_combo=9_5,6,11,1.30312641,positive,4
0,pos_dist_combo=7_3,23,44,1.21351425,positive,5
0,pos_dist_combo=10+_4,24,46,1.21085113,positive,6
0,pos_dist_combo=3_4,32,64,1.1642432,positive,7
0,pos_dist_combo=8_9,2,5,1.14897573,positive,8
0,pos_dist_combo=10+_5,17,36,1.12157675,positive,9
0,pos_dist_combo=7_4,14,30,1.11618591,positive,10
0,pos_dist_combo=5_4,21,45,1.10452397,positive,11
0,pos_dist_combo=2_3,48,103,1.08955231,positive,12
0,pos_dist_combo=5_10+,16,37,1.03775009,positive,13
0,pos_dist_combo=8_3,13,31,1.01544434,positive,14
0,pos_dist_combo=9_7,2,6,0.99482505,positive,15
0,pos_dist_combo=4_6,19,48,0.94603488,positive,16
0,pos_dist_combo=3_3,41,104,0.92583218,positive,17
0,pos_dist_combo=4_5,18,48,0.89474159,positive,18
0,pos_dist_combo=6_3,18,48,0.89474159,positive,19
0,pos_dist_combo=7_8,5,15,0.86129366,positive,20
0,pos_dist_combo=4_4,26,72,0.84750033,positive,21
0,pos_dist_combo=7_6,6,18,0.84359408,positive,22
0,pos_dist_combo=8_5,6,18,0.84359408,positive,23
0,pos_dist_combo=8_4,8,24,0.82047166,positive,24
0,dist_end=3,302,854,0.80475425,positive,25
0,pos_dist_combo=5_5,17,50,0.80066903,positive,26
0,pos_dist_combo=9_10+,2,8,0.74351062,positive,27
0,pos_dist_combo=4_3,23,73,0.71611165,positive,28
0,pos_dist_combo=10+_3,22,72,0.68715768,positive,29
0,pos_dist_combo=5_6,10,34,0.68467012,positive,30
0,pos_dist_combo=1_3,49,160,0.67274155,positive,31
0,pos_dist_combo=4_9,5,19,0.6381501,positive,32
0,pos_dist_combo=9_4,5,19,0.6381501,positive,33
0,major_len=21,4,16,0.61834748,positive,34
0,pos_dist_combo=9_8,1,6,0.58935994,positive,35
0,pos_dist_combo=3_5,21,77,0.57645654,positive,36
0,major_len=22,4,17,0.56118906,positive,37
0,pos_dist_combo=3_8,9,35,0.56118906,positive,38
0,pos_dist_combo=6_5,9,35,0.56118906,positive,39
0,dist_end=4,209,793,0.51214698,positive,40
0,pos_dist_combo=4_10+,14,56,0.50712184,positive,41
0,pos_dist_combo=3_9,6,26,0.49219619,positive,42
0,pos_dist_combo=5_7,6,26,0.49219619,positive,43
0,pos_dist_combo=6_6,6,26,0.49219619,positive,44
0,pos_dist_combo=7_5,6,26,0.49219619,positive,45
0,rel=Q2,387,1499,0.48990786,positive,46
0,pos_dist_combo=3_7,13,54,0.47384705,positive,47
0,pos_dist_combo=6_4,13,54,0.47384705,positive,48
0,pos_dist_combo=7_9,1,7,0.45582855,positive,49
0,pos_dist_combo=8_10+,3,15,0.45582855,positive,50
0,pos_dist_combo=8_8,1,7,0.45582855,positive,51
0,pos_dist_combo=9_9,1,7,0.45582855,positive,52
0,pos_start=5,125,517,0.42842957,positive,53
0,pos_dist_combo=2_5,18,78,0.41711404,positive,54
0,pos_dist_combo=5_8,4,20,0.40703838,positive,55
0,pos_dist_combo=3_6,12,54,0.39973908,positive,56
0,pos_dist_combo=2_4,27,118,0.39520393,positive,57
0,rel=Q3,421,1829,0.37505698,positive,58
0,pos_dist_combo=1_4,27,124,0.34601368,positive,59
0,dist_end=5,143,650,0.33342657,positive,60
0,pos_dist_combo=2_7,11,55,0.30167787,positive,61
0,pos_dist_combo=4_8,5,27,0.30167787,positive,62
0,pos_dist_combo=4_7,7,37,0.28397829,positive,63
0,major_len=9,133,651,0.25991815,positive,64
0,pos_start=4,134,659,0.25515785,positive,65
0,major_len=10,99,495,0.24071717,positive,66
0,pos_dist_combo=10+_9,1,9,0.232685,positive,67
0,pos_dist_combo=3_10+,15,79,0.232685,positive,68
0,major_len=11,110,560,0.2219322,positive,69
0,pos_start=3,163,839,0.20858744,positive,70
0,pos_dist_combo=1_6,15,81,0.20799238,positive,71
0,major_len=13,61,323,0.18851378,positive,72
0,pos_dist_combo=2_6,15,83,0.18389483,positive,73
0,pos_dist_combo=2_8,10,57,0.17957517,positive,74
0,pos_dist_combo=8_6,2,15,0.16814648,positive,75
0,major_len=19,22,122,0.16543277,positive,76
0,major_len=12,75,409,0.15669909,positive,77
0,pos_start=7,62,339,0.15631202,positive,78
0,major_len=8,104,568,0.15220282,positive,79
0,major_len=16,46,254,0.15100697,positive,80
0,dist_end=1,0,1332,-5.35306441,negative,1
0,pos_dist_combo=3_1,0,209,-3.50498462,negative,2
0,pos_dist_combo=10+_1,0,170,-3.29954065,negative,3
0,pos_dist_combo=2_1,0,154,-3.20130221,negative,4
0,pos_dist_combo=4_1,0,151,-3.18175761,negative,5
0,pos_dist_combo=5_1,0,145,-3.14148371,negative,6
0,pos_dist_combo=1_1,0,126,-3.00206418,negative,7
0,pos_dist_combo=7_1,0,98,-2.75299694,negative,8
0,pos_dist_combo=6_1,0,96,-2.73258807,negative,9
0,pos_dist_combo=9_1,0,67,-2.3773848,negative,10
0,pos_dist_combo=8_1,0,66,-2.36256971,negative,11
0,major_len=2,0,50,-2.08970272,negative,12
0,pos_dist_combo=0_1,0,50,-2.08970272,negative,13
0,major_len=3,5,247,-1.87954637,negative,14
0,pos_dist_combo=1_10+,6,164,-1.31791242,negative,15
0,pos_dist_combo=8_2,2,65,-1.24891954,negative,16
0,pos_dist_combo=0_5,6,145,-1.19557356,negative,17
0,rel=Q4,71,1494,-1.19109246,negative,18
0,pos_dist_combo=0_2,5,121,-1.17013867,negative,19
0,major_len=4,22,440,-1.11142775,negative,20
0,pos_dist_combo=0_6,7,138,-1.01290948,negative,21
0,pos_start=0,79,1253,-0.90994418,negative,22
0,pos_dist_combo=0_4,12,197,-0.88119476,negative,23
0,pos_dist_combo=0_10+,15,222,-0.79246014,negative,24
0,pos_dist_combo=0_3,10,144,-0.73671556,negative,25
0,pos_dist_combo=7_2,4,62,-0.69157391,negative,26
0,pos_dist_combo=6_7,1,23,-0.64278374,negative,27
0,pos_dist_combo=10+_2,9,117,-0.62597662,negative,28
0,pos_dist_combo=5_2,7,89,-0.57824522,negative,29
0,pos_dist_combo=1_2,12,142,-0.55577236,negative,30
0,dist_end=2,109,1173,-0.52556873,negative,31
0,pos_dist_combo=2_10+,10,116,-0.52215575,negative,32
0,pos_dist_combo=9_2,3,41,-0.50925235,negative,33
