cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,860,0.58663029,genesis,control_exclude_meteg,full
atnah,2,munah,592,0.40381992,genesis,control_exclude_meteg,full
atnah,3,sof_pasuq,8,0.00545703,genesis,control_exclude_meteg,full
atnah,4,paseq,6,0.00409277,genesis,control_exclude_meteg,full
paseq,1,munah,72,0.7826087,genesis,control_exclude_meteg,full
paseq,2,darga,9,0.09782609,genesis,control_exclude_meteg,full
paseq,3,mahapakh,5,0.05434783,genesis,control_exclude_meteg,full
revia,1,munah,327,0.53606557,genesis,control_exclude_meteg,full
revia,2,geresh,91,0.14918033,genesis,control_exclude_meteg,full
revia,3,sof_pasuq,90,0.14754098,genesis,control_exclude_meteg,full
revia,4,atnah,63,0.10327869,genesis,control_exclude_meteg,full
revia,5,segol,15,0.02459016,genesis,control_exclude_meteg,full
revia,6,zaqef_qatan,11,0.01803279,genesis,control_exclude_meteg,full
revia,7,paseq,6,0.00983607,genesis,control_exclude_meteg,full
sof_pasuq,1,tipeha,865,0.56535948,genesis,control_exclude_meteg,full
sof_pasuq,2,merkha,643,0.42026144,genesis,control_exclude_meteg,full
sof_pasuq,3,atnah,22,0.01437908,genesis,control_exclude_meteg,full
zaqef_gadol,1,zaqef_qatan,60,0.34090909,genesis,control_exclude_meteg,full
zaqef_gadol,2,sof_pasuq,57,0.32386364,genesis,control_exclude_meteg,full
zaqef_gadol,3,atnah,55,0.3125,genesis,control_exclude_meteg,full
zaqef_qatan,1,munah,1216,0.6488794,genesis,control_exclude_meteg,full
zaqef_qatan,2,pashta,610,0.32550694,genesis,control_exclude_meteg,full
zaqef_qatan,3,qadma,28,0.0149413,genesis,control_exclude_meteg,full
zaqef_qatan,4,yetiv,7,0.00373533,genesis,control_exclude_meteg,full
