taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,1466,0.08091847,1466,1466,18,4,3.35590296,0.80478737,1.05317279,0.52658639,merkha,0.22442019,tipeha,0.58663029,genesis,control_exclude_meteg,full
darga,253,0.01396478,253,253,4,12,0.62454004,0.31227002,2.94609529,0.8217925,tevir,0.88932806,sof_pasuq,0.28853755,genesis,control_exclude_meteg,full
geresh,244,0.01346801,244,244,7,8,2.18810013,0.77941699,0.76828335,0.25609445,revia,0.37295082,qadma,0.8852459,genesis,control_exclude_meteg,full
gershayim,113,0.00623724,113,113,7,8,2.02666869,0.72191395,2.25936431,0.75312144,mahapakh,0.40707965,sof_pasuq,0.39823009,genesis,control_exclude_meteg,full
mahapakh,796,0.04393663,796,796,3,12,0.08027772,0.0506496,2.90666009,0.81079233,pashta,0.99120603,sof_pasuq,0.23366834,genesis,control_exclude_meteg,full
merkha,2408,0.13291384,2408,2408,6,13,1.25394715,0.48509298,2.57196342,0.69504265,tipeha,0.65448505,tipeha,0.26785714,genesis,control_exclude_meteg,full
merkha_kefula,1,5.52e-05,1,1,1,1,-0.0,0.0,-0.0,0.0,tipeha,1.0,darga,1.0,genesis,control_exclude_meteg,full
munah,2402,0.13258266,2402,2402,17,19,2.08376156,0.5097934,2.89943613,0.68255311,zaqef_qatan,0.5062448,pashta,0.31765196,genesis,control_exclude_meteg,full
paseq,92,0.0050781,92,92,11,5,2.2382568,0.64700131,1.15526478,0.49754546,munah,0.57608696,munah,0.7826087,genesis,control_exclude_meteg,full
pashta,1701,0.09388972,1701,1701,9,11,1.61254744,0.50870208,2.29135361,0.66234973,munah,0.44855967,mahapakh,0.4638448,genesis,control_exclude_meteg,full
pazer,29,0.00160071,29,29,6,6,1.94197776,0.75125955,2.06055802,0.79713265,telisha_qetana,0.48275862,sof_pasuq,0.44827586,genesis,control_exclude_meteg,full
qadma,457,0.02522493,457,457,6,14,1.98988364,0.76979207,2.67128458,0.70161165,geresh,0.4726477,sof_pasuq,0.33916849,genesis,control_exclude_meteg,full
revia,610,0.03367003,610,610,13,10,2.70400681,0.73072581,2.03062362,0.61127862,pashta,0.36393443,munah,0.53606557,genesis,control_exclude_meteg,full
segol,72,0.00397417,72,72,12,4,2.88874331,0.80579457,1.23935096,0.61967548,munah,0.25,munah,0.52777778,genesis,control_exclude_meteg,full
shalshelet,3,0.00016559,3,3,1,1,-0.0,0.0,-0.0,0.0,paseq,1.0,sof_pasuq,1.0,genesis,control_exclude_meteg,full
sof_pasuq,1530,0.08445107,1529,1530,21,3,3.55031702,0.80830156,1.07874947,0.68061514,munah,0.20143885,tipeha,0.56535948,genesis,control_exclude_meteg,full
telisha_gedola,52,0.00287023,52,52,7,8,2.04644711,0.72895917,2.39206383,0.79735461,qadma,0.51923077,sof_pasuq,0.42307692,genesis,control_exclude_meteg,full
telisha_qetana,93,0.0051333,93,93,2,8,0.08574268,0.08574268,2.45547787,0.81849262,qadma,0.98924731,sof_pasuq,0.37634409,genesis,control_exclude_meteg,full
tevir,623,0.03438759,623,623,3,10,0.97407481,0.61457278,2.45514924,0.73907356,merkha,0.63402889,darga,0.3611557,genesis,control_exclude_meteg,full
tipeha,2970,0.16393443,2970,2969,6,10,1.9878616,0.76900984,1.85839797,0.55943353,sof_pasuq,0.29124579,merkha,0.53081846,genesis,control_exclude_meteg,full
yetiv,79,0.00436055,79,79,3,6,0.52803986,0.33315606,2.11915903,0.81980262,munah,0.89873418,revia,0.35443038,genesis,control_exclude_meteg,full
zaqef_gadol,176,0.00971463,176,176,10,5,1.86012515,0.55995346,1.72296663,0.74204134,merkha,0.55113636,zaqef_qatan,0.34090909,genesis,control_exclude_meteg,full
zaqef_qatan,1874,0.10343876,1874,1874,16,8,2.31548132,0.57887033,1.11597243,0.37199081,tipeha,0.40875133,munah,0.6488794,genesis,control_exclude_meteg,full
zarqa,2,0.00011039,2,2,1,2,-0.0,0.0,1.0,1.0,segol,1.0,sof_pasuq,0.5,genesis,control_exclude_meteg,full
zinor,71,0.00391897,71,71,2,4,0.98837797,0.98837797,1.43955103,0.71977551,munah,0.56338028,munah,0.66197183,genesis,control_exclude_meteg,full
