k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,374,0.03446369,38.00813,10852,9.84,3.15024128,18,115.597495,True,0.00497512,0,200,1,leviticus,control_exclude_external,full
3,tipeha munah atnah,334,0.03077774,21.226565,10852,15.735,3.65397491,20,87.101036,True,0.00497512,0,200,2,leviticus,control_exclude_external,full
3,qadma geresh munah,66,0.00608183,114.782609,10852,0.575,0.75313415,4,86.870313,True,0.00497512,0,200,3,leviticus,control_exclude_external,full
3,mahapakh pashta zaqef_qatan,150,0.01382234,43.859649,10852,3.42,1.79154912,11,81.817461,True,0.00497512,0,200,4,leviticus,control_exclude_external,full
3,tevir merkha tipeha,221,0.02036491,29.040736,10852,7.61,2.66333754,13,80.121275,True,0.00497512,0,200,5,leviticus,control_exclude_external,full
3,darga tevir tipeha,82,0.00755621,81.188119,10852,1.01,1.05616163,6,76.683339,True,0.00497512,0,200,6,leviticus,control_exclude_external,full
3,darga tevir merkha,64,0.00589753,74.418605,10852,0.86,0.86843011,5,72.705908,True,0.00497512,0,200,7,leviticus,control_exclude_external,full
3,gershayim mahapakh pashta,35,0.00322521,140.0,10852,0.25,0.50871797,3,68.308969,True,0.00497512,0,200,8,leviticus,control_exclude_external,full
3,tipeha merkha meteg,370,0.0340951,13.120567,10852,28.2,5.00552459,24,68.284551,True,0.00497512,0,200,9,leviticus,control_exclude_external,full
3,mahapakh pashta munah,150,0.01382234,31.678986,10852,4.735,2.20204907,12,65.968103,True,0.00497512,0,200,10,leviticus,control_exclude_external,full
3,meteg telisha_qetana qadma,33,0.00304091,134.693878,10852,0.245,0.50621762,3,64.705373,True,0.00497512,0,200,11,leviticus,control_exclude_external,full
3,meteg qadma geresh,55,0.00506819,75.342466,10852,0.73,0.84894259,5,63.926584,True,0.00497512,0,200,12,leviticus,control_exclude_external,full
3,merkha tipeha atnah,235,0.02165499,14.925373,10852,15.745,3.67252121,18,59.701493,True,0.00497512,0,200,13,leviticus,control_exclude_external,full
3,geresh munah revia,45,0.0041467,65.693431,10852,0.685,0.74737396,5,59.294279,True,0.00497512,0,200,14,leviticus,control_exclude_external,full
3,zaqef_qatan merkha tipeha,272,0.0250645,14.144566,10852,19.23,4.3855748,22,57.636687,True,0.00497512,0,200,15,leviticus,control_exclude_external,full
3,revia mahapakh pashta,59,0.00543679,53.881279,10852,1.095,1.01048523,5,57.304153,True,0.00497512,0,200,16,leviticus,control_exclude_external,full
3,qadma mahapakh pashta,55,0.00506819,52.631579,10852,1.045,0.95789499,5,56.326633,True,0.00497512,0,200,17,leviticus,control_exclude_external,full
3,munah zaqef_qatan tipeha,243,0.02239219,13.01902,10852,18.665,4.01539437,20,55.868734,True,0.00497512,0,200,18,leviticus,control_exclude_external,full
3,atnah darga tevir,36,0.00331736,69.902913,10852,0.515,0.6871213,4,51.642992,True,0.00497512,0,200,19,leviticus,control_exclude_external,full
3,meteg mahapakh pashta,108,0.00995208,21.840243,10852,4.945,2.2533002,11,45.73514,True,0.00497512,0,200,20,leviticus,control_exclude_external,full
3,atnah mahapakh pashta,73,0.00672687,24.620573,10852,2.965,1.53805169,8,45.53488,True,0.00497512,0,200,21,leviticus,control_exclude_external,full
3,yetiv munah zaqef_qatan,37,0.00340951,55.639098,10852,0.665,0.81615288,4,44.519845,True,0.00497512,0,200,22,leviticus,control_exclude_external,full
3,munah zaqef_qatan merkha,180,0.0165868,11.019284,10852,16.335,3.78343055,19,43.25836,True,0.00497512,0,200,23,leviticus,control_exclude_external,full
3,merkha tipeha meteg,253,0.02331367,9.05836,10852,27.93,5.45931503,28,41.226784,True,0.00497512,0,200,24,leviticus,control_exclude_external,full
3,mahapakh pashta pashta,69,0.00635827,23.630137,10852,2.92,1.6635616,10,39.722004,True,0.00497512,0,200,25,leviticus,control_exclude_external,full
3,zaqef_qatan tipeha atnah,129,0.01188721,11.79159,10852,10.94,3.25412765,18,36.280077,True,0.00497512,0,200,26,leviticus,control_exclude_external,full
3,pashta zaqef_qatan tipeha,131,0.01207151,10.302792,10852,12.715,3.41056222,18,34.681965,True,0.00497512,0,200,27,leviticus,control_exclude_external,full
3,atnah merkha tipeha,143,0.01317729,9.213918,10852,15.52,3.91358926,22,32.573679,True,0.00497512,0,200,28,leviticus,control_exclude_external,full
3,meteg darga tevir,28,0.00258017,34.355828,10852,0.815,0.96197818,7,28.259477,True,0.00497512,0,200,29,leviticus,control_exclude_external,full
