source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,802,0.58412236,0.48110378,370,432,2.16756757,210.890169,3.802927,leviticus,control_exclude_external,full
munah,zaqef_qatan,571,0.42233728,0.57852077,50,521,11.42,122.95439,4.643998,leviticus,control_exclude_external,full
tipeha,meteg,514,0.30815348,0.35375086,128,386,4.015625,223.311895,2.301713,leviticus,control_exclude_external,full
merkha,meteg,440,0.32046613,0.30282175,195,245,2.25641026,183.817286,2.393681,leviticus,control_exclude_external,full
tipeha,atnah,439,0.26318945,0.5399754,126,313,3.48412698,124.950152,3.513401,leviticus,control_exclude_external,full
zaqef_qatan,tipeha,425,0.43059777,0.25494901,0,425,inf,151.601308,2.803406,leviticus,control_exclude_external,full
pashta,munah,399,0.44333333,0.29511834,0,399,inf,112.116465,3.558799,leviticus,control_exclude_external,full
mahapakh,pashta,387,0.85809313,0.43,3,384,129.0,37.399797,10.34765,leviticus,control_exclude_external,full
tipeha,merkha,370,0.22182254,0.26948288,802,-432,0.46134663,211.016677,1.753416,leviticus,control_exclude_external,full
tipeha,munah,344,0.20623501,0.25443787,0,344,inf,207.789183,1.655524,leviticus,control_exclude_external,full
munah,atnah,335,0.24778107,0.41205412,107,228,3.13084112,101.27854,3.30771,leviticus,control_exclude_external,full
pashta,zaqef_qatan,309,0.34333333,0.31306991,42,267,7.35714286,81.848337,3.775275,leviticus,control_exclude_external,full
zaqef_qatan,merkha,300,0.30395137,0.21849964,0,300,inf,124.864185,2.40261,leviticus,control_exclude_external,full
tevir,merkha,238,0.57211538,0.17334304,100,138,2.38,52.627661,4.522337,leviticus,control_exclude_external,full
meteg,merkha,195,0.13429752,0.14202476,440,-245,0.44318182,183.690777,1.061567,leviticus,control_exclude_external,full
atnah,merkha,179,0.2201722,0.13037145,0,179,inf,102.851654,1.740371,leviticus,control_exclude_external,full
munah,revia,176,0.13017751,0.56410256,12,164,14.66666667,38.867041,4.528258,leviticus,control_exclude_external,full
meteg,pashta,173,0.11914601,0.19222222,48,125,3.60416667,120.409103,1.436768,leviticus,control_exclude_external,full
meteg,munah,166,0.11432507,0.12278107,67,99,2.47761194,180.881231,0.917729,leviticus,control_exclude_external,full
tevir,tipeha,161,0.38701923,0.09658068,0,161,inf,63.896803,2.519688,leviticus,control_exclude_external,full
darga,tevir,153,0.89473684,0.36778846,0,153,inf,6.554501,23.342738,leviticus,control_exclude_external,full
qadma,geresh,151,0.45209581,0.86781609,6,145,25.16666667,5.354833,28.198826,leviticus,control_exclude_external,full
pashta,pashta,133,0.14777778,0.14777778,133,0,1.0,74.633742,1.782036,leviticus,control_exclude_external,full
meteg,tipeha,128,0.08815427,0.07678464,514,-386,0.24902724,223.024417,0.573928,leviticus,control_exclude_external,full
meteg,mahapakh,126,0.08677686,0.27937916,63,63,2.0,60.33834,2.088225,leviticus,control_exclude_external,full
atnah,tipeha,126,0.15498155,0.07558488,439,-313,0.28701595,124.875242,1.009007,leviticus,control_exclude_external,full
meteg,qadma,117,0.08057851,0.3502994,14,103,8.35714286,44.685156,2.618319,leviticus,control_exclude_external,full
atnah,munah,107,0.13161132,0.07914201,335,-228,0.31940299,101.27854,1.056492,leviticus,control_exclude_external,full
