measure,ngram_n,rank,pattern,count,share,level,book,run_label
word_count,2,1,4-4,15,0.01169135,verse,numbers,control_large_ranges
word_count,2,2,6-11,13,0.0101325,verse,numbers,control_large_ranges
word_count,2,3,5-5,12,0.00935308,verse,numbers,control_large_ranges
word_count,2,4,11-9,11,0.00857366,verse,numbers,control_large_ranges
word_count,2,5,8-15,10,0.00779423,verse,numbers,control_large_ranges
word_count,2,6,18-11,10,0.00779423,verse,numbers,control_large_ranges
word_count,2,7,7-8,10,0.00779423,verse,numbers,control_large_ranges
word_count,2,8,10-13,10,0.00779423,verse,numbers,control_large_ranges
word_count,2,9,11-4,10,0.00779423,verse,numbers,control_large_ranges
word_count,2,10,4-17,10,0.00779423,verse,numbers,control_large_ranges
word_count,2,11,10-10,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,12,15-8,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,13,15-11,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,14,14-12,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,15,9-12,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,16,17-20,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,17,11-11,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,18,9-13,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,19,17-8,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,20,8-20,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,21,12-7,9,0.00701481,verse,numbers,control_large_ranges
word_count,2,22,13-10,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,23,9-9,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,24,16-15,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,25,6-5,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,26,9-10,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,27,10-14,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,28,7-5,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,29,12-9,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,30,20-6,8,0.00623539,verse,numbers,control_large_ranges
word_count,2,31,10-18,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,32,8-8,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,33,15-15,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,34,16-13,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,35,11-16,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,36,14-16,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,37,10-20,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,38,9-14,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,39,9-8,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,40,13-9,7,0.00545596,verse,numbers,control_large_ranges
word_count,2,41,15-13,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,42,5-13,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,43,11-7,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,44,7-14,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,45,14-13,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,46,9-6,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,47,7-7,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,48,12-6,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,49,12-16,6,0.00467654,verse,numbers,control_large_ranges
word_count,2,50,13-13,6,0.00467654,verse,numbers,control_large_ranges
word_count,3,1,4-4-4,9,0.00702028,verse,numbers,control_large_ranges
word_count,3,2,20-6-11,8,0.00624025,verse,numbers,control_large_ranges
word_count,3,3,6-11-4,8,0.00624025,verse,numbers,control_large_ranges
word_count,3,4,11-4-17,8,0.00624025,verse,numbers,control_large_ranges
word_count,3,5,4-17-8,6,0.00468019,verse,numbers,control_large_ranges
word_count,3,6,5-5-5,6,0.00468019,verse,numbers,control_large_ranges
word_count,3,7,15-8-15,5,0.00390016,verse,numbers,control_large_ranges
word_count,3,8,8-15-8,5,0.00390016,verse,numbers,control_large_ranges
word_count,3,9,17-8-20,5,0.00390016,verse,numbers,control_large_ranges
word_count,3,10,8-20-6,5,0.00390016,verse,numbers,control_large_ranges
word_count,3,11,16-15-11,3,0.00234009,verse,numbers,control_large_ranges
word_count,3,12,10-18-11,3,0.00234009,verse,numbers,control_large_ranges
word_count,3,13,9-10-13,3,0.00234009,verse,numbers,control_large_ranges
word_count,3,14,14-6-14,3,0.00234009,verse,numbers,control_large_ranges
word_count,3,15,9-6-10,3,0.00234009,verse,numbers,control_large_ranges
word_count,3,16,8-9-10,3,0.00234009,verse,numbers,control_large_ranges
