taam,event_count,event_share,out_total,in_total,out_degree,in_degree,successor_entropy,successor_norm_entropy,predecessor_entropy,predecessor_norm_entropy,top_successor,top_successor_prob,top_predecessor,top_predecessor_prob,book,run_label,stream_type
atnah,912,0.0625729,912,912,20,5,3.52305973,0.81515927,1.21968843,0.52529122,munah,0.16557018,tipeha,0.5625,deuteronomy,explore_k3_7_edges20,full
darga,209,0.01433962,209,209,7,14,1.13913854,0.40576933,3.1114175,0.81721236,tevir,0.77033493,qadma,0.23923445,deuteronomy,explore_k3_7_edges20,full
geresh,245,0.01680961,245,245,9,12,2.5501462,0.80448156,1.14642905,0.3197883,munah,0.28571429,qadma,0.8244898,deuteronomy,explore_k3_7_edges20,full
gershayim,109,0.00747856,109,109,8,8,2.23551319,0.74517106,2.33001182,0.77667061,munah,0.37614679,sof_pasuq,0.31192661,deuteronomy,explore_k3_7_edges20,full
mahapakh,573,0.03931389,573,573,6,14,0.72096895,0.27890886,3.23805317,0.85047316,pashta,0.84991274,qadma,0.17626527,deuteronomy,explore_k3_7_edges20,full
merkha,1599,0.1097084,1599,1599,12,20,1.49143243,0.41602455,2.82314016,0.65321313,tipeha,0.61601001,zaqef_qatan,0.2601626,deuteronomy,explore_k3_7_edges20,full
meteg,1794,0.12308748,1794,1794,21,23,2.79061377,0.63533973,3.0794092,0.68074876,sof_pasuq,0.52564103,tipeha,0.33054627,deuteronomy,explore_k3_7_edges20,full
munah,1812,0.12432247,1812,1811,20,22,2.57805304,0.59650531,3.22466758,0.72311179,zaqef_qatan,0.43598234,pashta,0.31253451,deuteronomy,explore_k3_7_edges20,full
paseq,82,0.00562607,82,82,13,6,2.1703054,0.58649933,1.13865491,0.44049185,munah,0.64634146,munah,0.80487805,deuteronomy,explore_k3_7_edges20,full
pashta,1218,0.08356775,1218,1218,13,14,1.87375209,0.50635931,2.63895339,0.69311988,munah,0.46469622,mahapakh,0.3998358,deuteronomy,explore_k3_7_edges20,full
pazer,35,0.00240137,35,35,7,7,1.86911969,0.66579387,2.45492236,0.87446099,telisha_qetana,0.45714286,munah,0.31428571,deuteronomy,explore_k3_7_edges20,full
qadma,440,0.03018868,440,440,10,17,2.21633642,0.66718374,3.09628383,0.75750752,geresh,0.45909091,telisha_qetana,0.24772727,deuteronomy,explore_k3_7_edges20,full
revia,512,0.03512864,512,512,16,9,3.21486735,0.80371684,2.13035628,0.67205258,pashta,0.24609375,munah,0.52539062,deuteronomy,explore_k3_7_edges20,full
segol,68,0.00466552,68,68,15,6,3.24276886,0.83001271,1.62134816,0.62722309,munah,0.26470588,munah,0.45588235,deuteronomy,explore_k3_7_edges20,full
sof_pasuq,954,0.06545455,953,954,19,6,3.60873346,0.84952802,0.11519834,0.0445648,munah,0.20986359,meteg,0.9884696,deuteronomy,explore_k3_7_edges20,full
telisha_gedola,67,0.00459691,67,67,6,9,1.680098,0.64995063,2.77451159,0.87526096,qadma,0.62686567,munah,0.25373134,deuteronomy,explore_k3_7_edges20,full
telisha_qetana,118,0.00809605,118,118,6,14,0.54593041,0.21119471,3.03307374,0.79663541,qadma,0.92372881,sof_pasuq,0.24576271,deuteronomy,explore_k3_7_edges20,full
tevir,477,0.03272727,477,477,7,12,1.16641948,0.415487,2.59307773,0.72332074,merkha,0.66666667,darga,0.33752621,deuteronomy,explore_k3_7_edges20,full
tipeha,1855,0.12727273,1855,1855,8,14,2.00488106,0.66829369,1.96106537,0.51507291,meteg,0.31967655,merkha,0.5309973,deuteronomy,explore_k3_7_edges20,full
yetiv,65,0.00445969,65,65,4,5,0.98107565,0.49053783,2.08265974,0.89695273,munah,0.8,revia,0.35384615,deuteronomy,explore_k3_7_edges20,full
zaqef_gadol,70,0.00480274,70,70,9,5,2.22458978,0.70177994,1.9193317,0.82661117,merkha,0.44285714,zaqef_qatan,0.44285714,deuteronomy,explore_k3_7_edges20,full
zaqef_qatan,1293,0.08871355,1293,1293,19,10,2.65040543,0.62392906,1.42774797,0.42979497,tipeha,0.35808198,munah,0.61098221,deuteronomy,explore_k3_7_edges20,full
zarqa,2,0.00013722,2,2,2,1,1.0,1.0,-0.0,0.0,segol,0.5,munah,1.0,deuteronomy,explore_k3_7_edges20,full
zinor,66,0.0045283,66,66,4,8,1.18495112,0.59247556,2.23325272,0.74441757,munah,0.54545455,munah,0.46969697,deuteronomy,explore_k3_7_edges20,full
