current,next,observed_count,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,book,run_label,stream_type
merkha,tipeha,985,203.912,13.30278589,57,58.716122,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
meteg,sof_pasuq,943,118.016,9.93713897,47,83.020274,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
munah,zaqef_qatan,790,161.924,11.01323702,51,57.029191,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
tipeha,meteg,593,228.364,13.65523216,60,26.703025,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
pashta,munah,566,150.992,10.35668769,50,40.071499,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
tipeha,atnah,513,116.292,10.00676157,46,39.643994,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
mahapakh,pashta,487,47.764,6.58496401,32,66.70287,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
zaqef_qatan,tipeha,463,164.58,12.03924306,55,24.787273,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
merkha,meteg,436,197.724,12.36557535,54,19.269302,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
zaqef_qatan,merkha,416,141.016,10.45317269,47,26.306272,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
tipeha,merkha,374,203.16,12.51209856,60,13.653985,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
tipeha,munah,368,229.868,13.9983711,62,9.86772,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
pashta,zaqef_qatan,364,107.132,8.92598841,45,28.777541,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
munah,atnah,360,113.768,9.94736025,48,24.753502,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
tevir,merkha,318,52.16,6.7899051,36,39.152241,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
munah,revia,269,64.296,7.56872024,37,27.046052,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
qadma,geresh,202,7.596,2.78708726,15,69.751673,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
sof_pasuq,munah,200,119.02,10.20215349,48,7.93754,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
pashta,pashta,194,102.332,8.64875598,43,10.598981,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
darga,tevir,161,7.032,2.37603835,14,64.800301,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
atnah,munah,151,112.8,9.36283347,43,4.079961,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
atnah,merkha,145,100.44,9.70024634,45,4.593698,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
tevir,tipeha,139,60.72,7.10800217,36,11.01294,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
revia,pashta,126,42.648,5.99699523,30,13.898961,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
merkha,tevir,112,51.836,6.7628432,33,8.896258,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
telisha_qetana,qadma,109,3.636,1.95724994,10,53.832675,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
atnah,pashta,107,77.74,8.01757607,42,3.649482,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
qadma,mahapakh,101,17.452,4.15557109,22,20.105059,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
revia,mahapakh,95,19.872,4.5283152,25,16.590718,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
atnah,mahapakh,91,35.82,5.72421756,29,9.639745,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
sof_pasuq,mahapakh,78,37.428,5.92293344,30,6.849984,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
sof_pasuq,qadma,78,28.956,5.01984656,27,9.77002,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
geresh,munah,70,30.244,5.32332746,27,7.468261,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
geresh,revia,69,8.724,3.12005818,16,19.318871,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
zaqef_qatan,tevir,68,42.252,6.23409591,31,4.13019,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
munah,paseq,66,10.404,3.22527419,17,17.237604,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
sof_pasuq,revia,65,32.636,5.01558855,28,6.452682,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
revia,qadma,64,15.612,3.99867649,22,12.101004,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
atnah,qadma,55,27.452,4.74655825,25,5.803784,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
paseq,munah,53,9.884,2.87464753,15,14.998708,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
yetiv,munah,52,8.312,2.55200055,15,17.119119,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
qadma,darga,50,6.32,2.34255207,14,18.64633,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
revia,tevir,46,16.804,3.91444447,20,7.45853,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
telisha_gedola,qadma,42,1.892,1.46455306,8,27.385829,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
gershayim,munah,41,13.492,3.44111918,18,7.993911,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
zinor,munah,36,8.528,2.63152345,15,10.43958,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
geresh,mahapakh,35,9.792,2.99073805,16,8.428689,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
gershayim,mahapakh,35,4.376,1.93535692,10,15.823438,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
sof_pasuq,gershayim,34,7.172,2.51230226,14,10.678651,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
munah,segol,31,8.56,2.55352343,16,8.787857,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
munah,zinor,31,8.08,2.63617101,16,8.694428,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
zaqef_gadol,merkha,31,7.872,2.4362589,14,9.493244,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
zaqef_qatan,zaqef_gadol,31,6.348,2.30829132,14,10.679761,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
meteg,gershayim,30,13.628,3.35479277,19,4.880182,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
sof_pasuq,telisha_qetana,29,7.876,2.75152824,17,7.677188,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
geresh,darga,28,3.668,1.88573593,11,12.903185,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
zinor,segol,28,0.296,0.53809123,3,51.485694,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
sof_pasuq,darga,27,13.648,3.40152576,20,3.925297,True,0.00398406,0,250,deuteronomy,explore_k3_7_edges20,full
