cadence_node,rank,predecessor,count,share_of_cadence_predecessors,book,run_label,stream_type
atnah,1,tipeha,513,0.5625,deuteronomy,explore_k3_7_edges20,core_projected
atnah,2,munah,360,0.39473684,deuteronomy,explore_k3_7_edges20,core_projected
atnah,3,meteg,34,0.0372807,deuteronomy,explore_k3_7_edges20,core_projected
paseq,1,munah,66,0.80487805,deuteronomy,explore_k3_7_edges20,core_projected
revia,1,munah,272,0.53125,deuteronomy,explore_k3_7_edges20,core_projected
revia,2,geresh,69,0.13476562,deuteronomy,explore_k3_7_edges20,core_projected
revia,3,sof_pasuq,66,0.12890625,deuteronomy,explore_k3_7_edges20,core_projected
revia,4,atnah,44,0.0859375,deuteronomy,explore_k3_7_edges20,core_projected
revia,5,meteg,41,0.08007812,deuteronomy,explore_k3_7_edges20,core_projected
sof_pasuq,1,meteg,944,0.98951782,deuteronomy,explore_k3_7_edges20,core_projected
zaqef_gadol,1,zaqef_qatan,31,0.44285714,deuteronomy,explore_k3_7_edges20,core_projected
zaqef_qatan,1,munah,790,0.61098221,deuteronomy,explore_k3_7_edges20,core_projected
zaqef_qatan,2,pashta,364,0.28151585,deuteronomy,explore_k3_7_edges20,core_projected
zaqef_qatan,3,meteg,110,0.08507347,deuteronomy,explore_k3_7_edges20,core_projected
