taam,rank,predecessor,count,prob,book,run_label,stream_type
atnah,1,tipeha,513,0.5625,deuteronomy,explore_k3_7_edges20,core_projected
atnah,2,munah,360,0.39473684,deuteronomy,explore_k3_7_edges20,core_projected
atnah,3,meteg,34,0.0372807,deuteronomy,explore_k3_7_edges20,core_projected
atnah,4,merkha,3,0.00328947,deuteronomy,explore_k3_7_edges20,core_projected
atnah,5,qadma,2,0.00219298,deuteronomy,explore_k3_7_edges20,core_projected
darga,1,qadma,50,0.23923445,deuteronomy,explore_k3_7_edges20,core_projected
darga,2,sof_pasuq,29,0.13875598,deuteronomy,explore_k3_7_edges20,core_projected
darga,3,geresh,28,0.13397129,deuteronomy,explore_k3_7_edges20,core_projected
darga,4,atnah,28,0.13397129,deuteronomy,explore_k3_7_edges20,core_projected
darga,5,meteg,25,0.11961722,deuteronomy,explore_k3_7_edges20,core_projected
darga,6,zaqef_qatan,25,0.11961722,deuteronomy,explore_k3_7_edges20,core_projected
darga,7,revia,12,0.05741627,deuteronomy,explore_k3_7_edges20,core_projected
darga,8,munah,7,0.03349282,deuteronomy,explore_k3_7_edges20,core_projected
darga,9,tevir,2,0.00956938,deuteronomy,explore_k3_7_edges20,core_projected
darga,10,zaqef_gadol,2,0.00956938,deuteronomy,explore_k3_7_edges20,core_projected
darga,11,darga,1,0.00478469,deuteronomy,explore_k3_7_edges20,core_projected
geresh,1,qadma,202,0.8244898,deuteronomy,explore_k3_7_edges20,core_projected
geresh,2,meteg,18,0.07346939,deuteronomy,explore_k3_7_edges20,core_projected
geresh,3,sof_pasuq,5,0.02040816,deuteronomy,explore_k3_7_edges20,core_projected
geresh,4,atnah,5,0.02040816,deuteronomy,explore_k3_7_edges20,core_projected
geresh,5,revia,5,0.02040816,deuteronomy,explore_k3_7_edges20,core_projected
geresh,6,munah,4,0.01632653,deuteronomy,explore_k3_7_edges20,core_projected
geresh,7,paseq,3,0.0122449,deuteronomy,explore_k3_7_edges20,core_projected
geresh,8,tipeha,1,0.00408163,deuteronomy,explore_k3_7_edges20,core_projected
geresh,9,pashta,1,0.00408163,deuteronomy,explore_k3_7_edges20,core_projected
geresh,10,zaqef_qatan,1,0.00408163,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,1,atnah,104,0.18150087,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,2,qadma,101,0.17626527,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,3,revia,99,0.17277487,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,4,sof_pasuq,86,0.15008726,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,5,meteg,57,0.09947644,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,6,munah,47,0.08202443,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,7,geresh,35,0.06108202,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,8,zaqef_qatan,26,0.04537522,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,9,pashta,16,0.02792321,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,10,telisha_qetana,1,0.0017452,deuteronomy,explore_k3_7_edges20,core_projected
mahapakh,11,paseq,1,0.0017452,deuteronomy,explore_k3_7_edges20,core_projected
merkha,1,zaqef_qatan,417,0.26078799,deuteronomy,explore_k3_7_edges20,core_projected
merkha,2,tipeha,374,0.23389619,deuteronomy,explore_k3_7_edges20,core_projected
merkha,3,tevir,318,0.1988743,deuteronomy,explore_k3_7_edges20,core_projected
merkha,4,atnah,146,0.09130707,deuteronomy,explore_k3_7_edges20,core_projected
merkha,5,sof_pasuq,121,0.0756723,deuteronomy,explore_k3_7_edges20,core_projected
merkha,6,meteg,97,0.06066291,deuteronomy,explore_k3_7_edges20,core_projected
merkha,7,qadma,44,0.0275172,deuteronomy,explore_k3_7_edges20,core_projected
merkha,8,zaqef_gadol,31,0.01938712,deuteronomy,explore_k3_7_edges20,core_projected
merkha,9,revia,18,0.01125704,deuteronomy,explore_k3_7_edges20,core_projected
merkha,10,munah,11,0.0068793,deuteronomy,explore_k3_7_edges20,core_projected
merkha,11,geresh,11,0.0068793,deuteronomy,explore_k3_7_edges20,core_projected
merkha,12,merkha,3,0.00187617,deuteronomy,explore_k3_7_edges20,core_projected
merkha,13,mahapakh,3,0.00187617,deuteronomy,explore_k3_7_edges20,core_projected
merkha,14,paseq,2,0.00125078,deuteronomy,explore_k3_7_edges20,core_projected
merkha,15,telisha_qetana,1,0.00062539,deuteronomy,explore_k3_7_edges20,core_projected
meteg,1,tipeha,593,0.33054627,deuteronomy,explore_k3_7_edges20,core_projected
meteg,2,merkha,436,0.24303233,deuteronomy,explore_k3_7_edges20,core_projected
meteg,3,sof_pasuq,134,0.07469342,deuteronomy,explore_k3_7_edges20,core_projected
meteg,4,munah,116,0.06465998,deuteronomy,explore_k3_7_edges20,core_projected
meteg,5,atnah,105,0.05852843,deuteronomy,explore_k3_7_edges20,core_projected
meteg,6,zaqef_qatan,87,0.04849498,deuteronomy,explore_k3_7_edges20,core_projected
meteg,7,mahapakh,76,0.04236343,deuteronomy,explore_k3_7_edges20,core_projected
meteg,8,pashta,63,0.03511706,deuteronomy,explore_k3_7_edges20,core_projected
meteg,9,revia,62,0.03455964,deuteronomy,explore_k3_7_edges20,core_projected
meteg,10,meteg,35,0.01950948,deuteronomy,explore_k3_7_edges20,core_projected
meteg,11,darga,23,0.01282051,deuteronomy,explore_k3_7_edges20,core_projected
meteg,12,geresh,20,0.01114827,deuteronomy,explore_k3_7_edges20,core_projected
meteg,13,qadma,19,0.01059086,deuteronomy,explore_k3_7_edges20,core_projected
meteg,14,tevir,13,0.00724638,deuteronomy,explore_k3_7_edges20,core_projected
meteg,15,telisha_qetana,4,0.00222965,deuteronomy,explore_k3_7_edges20,core_projected
munah,1,pashta,568,0.31363887,deuteronomy,explore_k3_7_edges20,core_projected
munah,2,tipeha,369,0.20375483,deuteronomy,explore_k3_7_edges20,core_projected
munah,3,sof_pasuq,239,0.13197129,deuteronomy,explore_k3_7_edges20,core_projected
munah,4,atnah,171,0.09442297,deuteronomy,explore_k3_7_edges20,core_projected
munah,5,munah,80,0.04417449,deuteronomy,explore_k3_7_edges20,core_projected
munah,6,zaqef_qatan,79,0.04362231,deuteronomy,explore_k3_7_edges20,core_projected
munah,7,meteg,78,0.04307013,deuteronomy,explore_k3_7_edges20,core_projected
munah,8,geresh,70,0.03865268,deuteronomy,explore_k3_7_edges20,core_projected
munah,9,revia,60,0.03313087,deuteronomy,explore_k3_7_edges20,core_projected
