k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,tipeha meteg sof_pasuq,550,0.03774103,36.801606,14573,14.945,3.99899171,22,133.797477,True,0.00497512,0,200,1,deuteronomy,explore_k3_7_edges20,full
3,pashta munah zaqef_qatan,519,0.03561381,37.938596,14573,13.68,3.88627271,22,130.026902,True,0.00497512,0,200,2,deuteronomy,explore_k3_7_edges20,full
3,tevir merkha tipeha,288,0.01976257,42.666667,14573,6.75,2.59831797,13,108.243103,True,0.00497512,0,200,3,deuteronomy,explore_k3_7_edges20,full
3,tipeha munah atnah,353,0.02422288,24.32805,14573,14.51,3.57263469,21,94.745203,True,0.00497512,0,200,4,deuteronomy,explore_k3_7_edges20,full
3,merkha meteg sof_pasuq,366,0.02511494,27.498122,14573,13.31,3.79816142,18,92.858086,True,0.00497512,0,200,5,deuteronomy,explore_k3_7_edges20,full
3,darga tevir tipeha,81,0.00555822,103.184713,14573,0.785,0.89035874,5,90.092899,True,0.00497512,0,200,6,deuteronomy,explore_k3_7_edges20,full
3,darga tevir merkha,75,0.0051465,97.402597,14573,0.77,0.83702032,4,88.68363,True,0.00497512,0,200,7,deuteronomy,explore_k3_7_edges20,full
3,zaqef_qatan merkha tipeha,376,0.02580114,20.682068,14573,18.18,4.16103002,21,85.993131,True,0.00497512,0,200,8,deuteronomy,explore_k3_7_edges20,full
3,mahapakh pashta zaqef_qatan,168,0.01152817,40.826245,14573,4.115,1.99793235,11,82.027302,True,0.00497512,0,200,9,deuteronomy,explore_k3_7_edges20,full
3,paseq munah revia,47,0.00322514,151.612903,14573,0.31,0.57055029,4,81.833277,True,0.00497512,0,200,10,deuteronomy,explore_k3_7_edges20,full
3,merkha tipeha atnah,306,0.02099774,23.803967,14573,12.855,3.65661444,21,80.168419,True,0.00497512,0,200,11,deuteronomy,explore_k3_7_edges20,full
3,mahapakh pashta munah,180,0.01235161,32.667877,14573,5.51,2.42057761,13,72.0861,True,0.00497512,0,200,12,deuteronomy,explore_k3_7_edges20,full
