measure,value,count,share,cum_share,level,book,run_label
word_count,3,5,0.00326797,0.00326797,verse,genesis,explore_ngram500
word_count,4,5,0.00326797,0.00653595,verse,genesis,explore_ngram500
word_count,5,23,0.01503268,0.02156863,verse,genesis,explore_ngram500
word_count,6,54,0.03529412,0.05686275,verse,genesis,explore_ngram500
word_count,7,70,0.04575163,0.10261438,verse,genesis,explore_ngram500
word_count,8,84,0.05490196,0.15751634,verse,genesis,explore_ngram500
word_count,9,93,0.06078431,0.21830065,verse,genesis,explore_ngram500
word_count,10,117,0.07647059,0.29477124,verse,genesis,explore_ngram500
word_count,11,133,0.0869281,0.38169935,verse,genesis,explore_ngram500
word_count,12,118,0.07712418,0.45882353,verse,genesis,explore_ngram500
word_count,13,125,0.08169935,0.54052288,verse,genesis,explore_ngram500
word_count,14,126,0.08235294,0.62287582,verse,genesis,explore_ngram500
word_count,15,101,0.06601307,0.68888889,verse,genesis,explore_ngram500
word_count,16,77,0.0503268,0.73921569,verse,genesis,explore_ngram500
word_count,17,92,0.06013072,0.79934641,verse,genesis,explore_ngram500
word_count,18,68,0.04444444,0.84379085,verse,genesis,explore_ngram500
word_count,19,53,0.03464052,0.87843137,verse,genesis,explore_ngram500
word_count,20,55,0.03594771,0.91437908,verse,genesis,explore_ngram500
word_count,21,36,0.02352941,0.9379085,verse,genesis,explore_ngram500
word_count,22,31,0.02026144,0.95816993,verse,genesis,explore_ngram500
word_count,23,21,0.01372549,0.97189542,verse,genesis,explore_ngram500
word_count,24,12,0.00784314,0.97973856,verse,genesis,explore_ngram500
word_count,25,11,0.00718954,0.9869281,verse,genesis,explore_ngram500
word_count,26,6,0.00392157,0.99084967,verse,genesis,explore_ngram500
word_count,27,2,0.00130719,0.99215686,verse,genesis,explore_ngram500
word_count,28,4,0.00261438,0.99477124,verse,genesis,explore_ngram500
word_count,29,5,0.00326797,0.99803922,verse,genesis,explore_ngram500
word_count,30,2,0.00130719,0.99934641,verse,genesis,explore_ngram500
word_count,32,1,0.00065359,1.0,verse,genesis,explore_ngram500
pulse_count,6,1,0.00065359,0.00065359,verse,genesis,explore_ngram500
pulse_count,7,2,0.00130719,0.00196078,verse,genesis,explore_ngram500
pulse_count,8,1,0.00065359,0.00261438,verse,genesis,explore_ngram500
pulse_count,9,4,0.00261438,0.00522876,verse,genesis,explore_ngram500
pulse_count,10,7,0.00457516,0.00980392,verse,genesis,explore_ngram500
pulse_count,11,9,0.00588235,0.01568627,verse,genesis,explore_ngram500
pulse_count,12,7,0.00457516,0.02026144,verse,genesis,explore_ngram500
pulse_count,13,26,0.01699346,0.0372549,verse,genesis,explore_ngram500
pulse_count,14,18,0.01176471,0.04901961,verse,genesis,explore_ngram500
pulse_count,15,28,0.01830065,0.06732026,verse,genesis,explore_ngram500
pulse_count,16,47,0.03071895,0.09803922,verse,genesis,explore_ngram500
pulse_count,17,36,0.02352941,0.12156863,verse,genesis,explore_ngram500
pulse_count,18,30,0.01960784,0.14117647,verse,genesis,explore_ngram500
pulse_count,19,35,0.02287582,0.16405229,verse,genesis,explore_ngram500
pulse_count,20,51,0.03333333,0.19738562,verse,genesis,explore_ngram500
pulse_count,21,59,0.03856209,0.23594771,verse,genesis,explore_ngram500
