source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,866,0.63073562,0.5194961,372,494,2.32795699,221.975657,3.901329,leviticus,control_exclude_meteg,full
munah,zaqef_qatan,593,0.43860947,0.60081054,52,541,11.40384615,129.417515,4.582069,leviticus,control_exclude_meteg,full
tipeha,sof_pasuq,485,0.29076739,0.56592765,38,447,12.76315789,138.63602,3.498369,leviticus,control_exclude_meteg,full
tipeha,atnah,466,0.2793765,0.57318573,132,334,3.53030303,131.518184,3.543236,leviticus,control_exclude_meteg,full
mahapakh,pashta,449,0.99556541,0.49888889,3,446,149.66666667,39.365726,11.405861,leviticus,control_exclude_meteg,full
zaqef_qatan,tipeha,439,0.44478217,0.26334733,0,439,inf,159.570265,2.751139,leviticus,control_exclude_meteg,full
pashta,munah,405,0.45,0.29955621,0,405,inf,118.009892,3.431916,leviticus,control_exclude_meteg,full
tipeha,merkha,372,0.22302158,0.27093955,866,-494,0.4295612,222.108816,1.674855,leviticus,control_exclude_meteg,full
merkha,sof_pasuq,370,0.26948288,0.43173862,139,231,2.6618705,114.117059,3.242285,leviticus,control_exclude_meteg,full
pashta,zaqef_qatan,350,0.38888889,0.35460993,49,301,7.14285714,86.150713,4.062648,leviticus,control_exclude_meteg,full
tipeha,munah,345,0.20683453,0.25517751,0,345,inf,218.711667,1.577419,leviticus,control_exclude_meteg,full
munah,atnah,345,0.25517751,0.42435424,109,236,3.16513761,106.602269,3.236329,leviticus,control_exclude_meteg,full
zaqef_qatan,merkha,315,0.31914894,0.22942462,0,315,inf,131.427699,2.396755,leviticus,control_exclude_meteg,full
tevir,merkha,250,0.60096154,0.18208303,101,149,2.47524752,55.394045,4.51312,leviticus,control_exclude_meteg,full
munah,revia,197,0.14571006,0.63141026,12,185,16.41666667,40.910096,4.815437,leviticus,control_exclude_meteg,full
atnah,merkha,193,0.23739237,0.1405681,0,193,inf,108.258074,1.782777,leviticus,control_exclude_meteg,full
tevir,tipeha,166,0.39903846,0.09958008,0,166,inf,67.255552,2.468198,leviticus,control_exclude_meteg,full
darga,tevir,166,0.97076023,0.39903846,0,166,inf,6.89904,24.061319,leviticus,control_exclude_meteg,full
qadma,geresh,162,0.48502994,0.93103448,6,156,27.0,5.636311,28.742205,leviticus,control_exclude_meteg,full
sof_pasuq,munah,146,0.17056075,0.10798817,0,146,inf,112.24052,1.300778,leviticus,control_exclude_meteg,full
sof_pasuq,merkha,139,0.16238318,0.10123816,370,-231,0.37567568,113.983901,1.21947,leviticus,control_exclude_meteg,full
pashta,pashta,133,0.14777778,0.14777778,133,0,1.0,78.556881,1.693041,leviticus,control_exclude_meteg,full
atnah,tipeha,132,0.16236162,0.07918416,466,-334,0.2832618,131.439337,1.004266,leviticus,control_exclude_meteg,full
atnah,munah,109,0.13407134,0.0806213,345,-236,0.31594203,106.602269,1.022492,leviticus,control_exclude_meteg,full
sof_pasuq,qadma,104,0.12149533,0.31137725,0,104,inf,27.728057,3.750714,leviticus,control_exclude_meteg,full
merkha,tevir,101,0.07356154,0.24278846,250,-149,0.404,55.394045,1.823301,leviticus,control_exclude_meteg,full
sof_pasuq,mahapakh,97,0.11331776,0.21507761,0,97,inf,37.441179,2.59073,leviticus,control_exclude_meteg,full
atnah,mahapakh,92,0.11316113,0.20399113,0,92,inf,35.560372,2.58715,leviticus,control_exclude_meteg,full
revia,pashta,83,0.26602564,0.09222222,0,83,inf,27.233052,3.047767,leviticus,control_exclude_meteg,full
sof_pasuq,pashta,79,0.09228972,0.08777778,0,79,inf,74.716322,1.057333,leviticus,control_exclude_meteg,full
revia,mahapakh,77,0.24679487,0.17073171,0,77,inf,13.646785,5.642355,leviticus,control_exclude_meteg,full
geresh,munah,76,0.43678161,0.05621302,1,75,76.0,22.815246,3.331106,leviticus,control_exclude_meteg,full
telisha_qetana,qadma,71,1.0,0.21257485,0,71,inf,2.299874,30.871257,leviticus,control_exclude_meteg,full
qadma,mahapakh,67,0.2005988,0.14855876,0,67,inf,14.609058,4.586196,leviticus,control_exclude_meteg,full
atnah,pashta,63,0.07749077,0.07,0,63,inf,70.963049,0.887786,leviticus,control_exclude_meteg,full
zaqef_qatan,munah,52,0.0526849,0.03846154,593,-541,0.08768971,129.417515,0.4018,leviticus,control_exclude_meteg,full
atnah,qadma,51,0.06273063,0.15269461,0,51,inf,26.335176,1.936573,leviticus,control_exclude_meteg,full
sof_pasuq,revia,49,0.05724299,0.15705128,0,49,inf,25.901658,1.891771,leviticus,control_exclude_meteg,full
zaqef_qatan,pashta,49,0.04964539,0.05444444,350,-301,0.14,86.150713,0.568771,leviticus,control_exclude_meteg,full
atnah,tevir,48,0.05904059,0.11538462,0,48,inf,32.800698,1.463383,leviticus,control_exclude_meteg,full
munah,paseq,47,0.03476331,0.87037037,42,5,1.11904762,7.080594,6.637862,leviticus,control_exclude_meteg,full
