k,pattern,observed_count,observed_share,enrichment_ratio,total_ngrams,null_mean,null_sd,null_unique_values,z,z_reliable,empirical_p,null_exceedances,permutations,rank,book,run_label,stream_type
3,pashta munah zaqef_qatan,399,0.03870029,35.640911,10310,11.195,3.34107602,19,116.071888,True,0.00497512,0,200,1,leviticus,control_exclude_meteg,full
3,mahapakh pashta zaqef_qatan,188,0.01823472,48.453608,10310,3.88,1.78085858,10,103.388333,True,0.00497512,0,200,2,leviticus,control_exclude_meteg,full
3,mahapakh pashta munah,180,0.01745878,34.220532,10310,5.26,1.91854216,11,91.079573,True,0.00497512,0,200,3,leviticus,control_exclude_meteg,full
3,sof_pasuq qadma geresh,54,0.00523763,127.058824,10310,0.425,0.59678788,4,89.772265,True,0.00497512,0,200,4,leviticus,control_exclude_meteg,full
3,tipeha merkha sof_pasuq,370,0.03588749,20.318506,10310,18.21,4.02827943,21,87.330089,True,0.00497512,0,200,5,leviticus,control_exclude_meteg,full
3,darga tevir tipeha,94,0.00911736,72.307692,10310,1.3,1.07507158,5,86.226817,True,0.00497512,0,200,6,leviticus,control_exclude_meteg,full
3,qadma geresh munah,70,0.00678952,93.959732,10310,0.745,0.82667524,5,83.77534,True,0.00497512,0,200,7,leviticus,control_exclude_meteg,full
3,tevir merkha tipeha,250,0.0242483,27.932961,10310,8.95,2.88428422,16,83.573594,True,0.00497512,0,200,8,leviticus,control_exclude_meteg,full
3,tipeha munah atnah,345,0.03346266,20.128355,10310,17.14,4.18785034,21,78.288376,True,0.00497512,0,200,9,leviticus,control_exclude_meteg,full
3,gershayim mahapakh pashta,40,0.00387973,123.076923,10310,0.325,0.52031591,3,76.251753,True,0.00497512,0,200,10,leviticus,control_exclude_meteg,full
3,darga tevir merkha,72,0.00698351,74.611399,10310,0.965,0.95831458,5,74.124929,True,0.00497512,0,200,11,leviticus,control_exclude_meteg,full
3,revia mahapakh pashta,77,0.00746848,69.369369,10310,1.11,1.101803,6,68.878012,True,0.00497512,0,200,12,leviticus,control_exclude_meteg,full
3,zaqef_qatan merkha tipeha,305,0.02958293,14.503091,10310,21.03,4.68495936,24,60.613119,True,0.00497512,0,200,13,leviticus,control_exclude_meteg,full
3,merkha tipeha sof_pasuq,263,0.02550921,14.235453,10310,18.475,4.0684316,21,60.103014,True,0.00497512,0,200,14,leviticus,control_exclude_meteg,full
3,geresh munah revia,49,0.00475267,61.63522,10310,0.795,0.80386941,4,59.966208,True,0.00497512,0,200,15,leviticus,control_exclude_meteg,full
3,merkha tipeha atnah,263,0.02550921,14.998574,10310,17.535,4.16358647,22,58.955183,True,0.00497512,0,200,16,leviticus,control_exclude_meteg,full
3,sof_pasuq telisha_qetana qadma,30,0.0029098,127.659574,10310,0.235,0.51096027,4,58.253061,True,0.00497512,0,200,17,leviticus,control_exclude_meteg,full
3,atnah darga tevir,38,0.00368574,68.468468,10310,0.555,0.6995871,4,53.524429,True,0.00497512,0,200,18,leviticus,control_exclude_meteg,full
3,munah zaqef_qatan tipeha,261,0.02531523,12.473118,10310,20.925,4.48776953,23,53.495394,True,0.00497512,0,200,19,leviticus,control_exclude_meteg,full
3,qadma mahapakh pashta,66,0.00640155,47.826087,10310,1.38,1.23825132,7,52.186498,True,0.00497512,0,200,20,leviticus,control_exclude_meteg,full
3,atnah mahapakh pashta,92,0.00892338,28.482972,10310,3.23,1.74133894,10,50.978013,True,0.00497512,0,200,21,leviticus,control_exclude_meteg,full
3,yetiv munah zaqef_qatan,39,0.00378274,62.903226,10310,0.62,0.76058692,4,50.461031,True,0.00497512,0,200,22,leviticus,control_exclude_meteg,full
3,sof_pasuq mahapakh pashta,97,0.00940834,28.698225,10310,3.38,1.94280013,11,48.188179,True,0.00497512,0,200,23,leviticus,control_exclude_meteg,full
3,munah paseq munah,42,0.00407371,44.919786,10310,0.935,0.88583209,5,46.357544,True,0.00497512,0,200,24,leviticus,control_exclude_meteg,full
3,munah zaqef_qatan merkha,193,0.01871969,11.396516,10310,16.935,3.96349866,22,44.421612,True,0.00497512,0,200,25,leviticus,control_exclude_meteg,full
3,zaqef_qatan tipeha atnah,144,0.01396702,11.302983,10310,12.74,3.32833126,19,39.43718,True,0.00497512,0,200,26,leviticus,control_exclude_meteg,full
