source,target,count,prob_given_source,target_predecessor_share,reverse_count,asymmetry_count,asymmetry_ratio,expected_independent,lift,book,run_label,stream_type
merkha,tipeha,866,0.63165573,0.51980792,372,494,2.32795699,235.618527,3.675433,leviticus,control_exclude_meteg,core_adjacent
munah,zaqef_qatan,593,0.47213376,0.60696008,52,541,11.40384615,126.584692,4.684611,leviticus,control_exclude_meteg,core_adjacent
tipeha,sof_pasuq,485,0.29076739,0.56592765,38,447,12.76315789,147.459872,3.28903,leviticus,control_exclude_meteg,core_adjacent
tipeha,atnah,466,0.2793765,0.57318573,132,334,3.53030303,139.889004,3.331213,leviticus,control_exclude_meteg,core_adjacent
mahapakh,pashta,449,0.99556541,0.50677201,3,446,149.66666667,41.21993,10.892789,leviticus,control_exclude_meteg,core_adjacent
zaqef_qatan,tipeha,439,0.44979508,0.2635054,0,439,inf,167.734269,2.617235,leviticus,control_exclude_meteg,core_adjacent
pashta,munah,405,0.45302013,0.3314239,0,405,inf,112.695275,3.593762,leviticus,control_exclude_meteg,core_adjacent
tipeha,merkha,372,0.22302158,0.27153285,866,-494,0.4295612,235.729317,1.578081,leviticus,control_exclude_meteg,core_adjacent
merkha,sof_pasuq,370,0.269876,0.43173862,139,231,2.6618705,121.203528,3.052716,leviticus,control_exclude_meteg,core_adjacent
pashta,zaqef_qatan,350,0.39149888,0.35823951,49,301,7.14285714,90.100887,3.884534,leviticus,control_exclude_meteg,core_adjacent
tipeha,munah,345,0.20683453,0.28232406,0,345,inf,210.263668,1.640797,leviticus,control_exclude_meteg,core_adjacent
munah,atnah,345,0.27468153,0.42435424,109,236,3.16513761,105.336084,3.275231,leviticus,control_exclude_meteg,core_adjacent
zaqef_qatan,merkha,315,0.3227459,0.22992701,0,315,inf,137.932742,2.283722,leviticus,control_exclude_meteg,core_adjacent
tevir,merkha,250,0.60096154,0.18248175,101,149,2.47524752,58.791005,4.252351,leviticus,control_exclude_meteg,core_adjacent
munah,revia,197,0.15684713,0.64379085,12,185,16.41666667,39.646792,4.968876,leviticus,control_exclude_meteg,core_adjacent
atnah,merkha,193,0.25130208,0.14087591,0,193,inf,108.53724,1.778192,leviticus,control_exclude_meteg,core_adjacent
tevir,tipeha,166,0.39903846,0.09963986,0,166,inf,71.493295,2.321896,leviticus,control_exclude_meteg,core_adjacent
darga,tevir,166,0.97647059,0.39903846,0,166,inf,7.295234,22.754581,leviticus,control_exclude_meteg,core_adjacent
qadma,geresh,162,0.48502994,0.93103448,6,156,27.0,5.995048,27.0223,leviticus,control_exclude_meteg,core_adjacent
sof_pasuq,munah,146,0.18936446,0.11947627,0,146,inf,97.190221,1.502209,leviticus,control_exclude_meteg,core_adjacent
sof_pasuq,merkha,139,0.18028534,0.10145985,370,-231,0.37567568,108.961213,1.275683,leviticus,control_exclude_meteg,core_adjacent
pashta,pashta,133,0.14876957,0.15011287,133,0,1.0,81.708686,1.627734,leviticus,control_exclude_meteg,core_adjacent
atnah,tipeha,132,0.171875,0.07923169,466,-334,0.2832618,131.987621,1.000094,leviticus,control_exclude_meteg,core_adjacent
atnah,munah,109,0.14192708,0.08919804,345,-236,0.31594203,96.812049,1.125893,leviticus,control_exclude_meteg,core_adjacent
sof_pasuq,qadma,104,0.13488975,0.36236934,0,104,inf,22.826181,4.556172,leviticus,control_exclude_meteg,core_adjacent
merkha,tevir,101,0.07366885,0.24278846,250,-149,0.404,58.833918,1.716697,leviticus,control_exclude_meteg,core_adjacent
revia,pashta,83,0.30627306,0.09367946,0,83,inf,24.768517,3.351028,leviticus,control_exclude_meteg,core_adjacent
revia,mahapakh,77,0.28413284,0.19444444,0,77,inf,11.070353,6.955515,leviticus,control_exclude_meteg,core_adjacent
geresh,munah,76,0.44186047,0.06219313,1,75,76.0,21.681865,3.505234,leviticus,control_exclude_meteg,core_adjacent
telisha_qetana,qadma,71,1.0,0.24738676,0,71,inf,2.102022,33.777003,leviticus,control_exclude_meteg,core_adjacent
qadma,mahapakh,67,0.2005988,0.16919192,0,67,inf,13.643903,4.910618,leviticus,control_exclude_meteg,core_adjacent
paseq,munah,42,0.84,0.03436989,47,-5,0.89361702,6.302868,6.663633,leviticus,control_exclude_meteg,core_adjacent
geresh,revia,41,0.23837209,0.13398693,0,41,inf,5.429338,7.551566,leviticus,control_exclude_meteg,core_adjacent
geresh,mahapakh,27,0.15697674,0.06818182,0,27,inf,7.026202,3.842759,leviticus,control_exclude_meteg,core_adjacent
zaqef_gadol,merkha,27,0.49090909,0.01970803,0,27,inf,7.772849,3.47363,leviticus,control_exclude_meteg,core_adjacent
zaqef_gadol,tipeha,22,0.4,0.01320528,0,22,inf,9.452238,2.327491,leviticus,control_exclude_meteg,core_adjacent
